trans_id,molec_id,local_iso_id,nu,sw,a,elower,gp,gpp,global_upper_quanta,global_lower_quanta,local_upper_quanta,local_lower_quanta,m,gamma0_air,n_gamma0_air,delta0_air,n_delta0_air,SD_gamma_air,n_gamma2_air,SD_delta_air,n_delta2_air,nuVC_air,n_nuVC_air,eta_air,y_air,n_y_air,gamma0_self,n_gamma0_self,delta0_self,n_delta0_self,SD_gamma_self,n_gamma2_self,SD_delta_self,n_delta2_self,nuVC_self,n_nuVC_self,eta_self,y_self,n_y_self
6281194,7,1,13159.42434000,1.23500E-27,0.02182,2229.76490,81,81,       b      0,       X      0,               , R 39Q 40     d,41,0.02,0.63,-0.01,5.00E-05,0.1,0.63,0,0,0,1,0,0,1,0.03,0.75,-0.01,3.00E-05,0.1,0.75,0,0,0,1,0,0,1
6281168,7,1,13154.64257000,4.05200E-28,0.02112,2462.41300,85,83,       b      0,       X      0,               , R 41R 41     d,42,0.02,0.63,-0.0105,5.00E-05,0.1,0.63,0,0,0,1,0,0,1,0.03,0.75,-0.01,3.00E-05,0.1,0.75,0,0,0,1,0,0,1
6281180,7,1,13156.97810000,4.23000E-28,0.02182,2460.07740,85,85,       b      0,       X      0,               , R 41Q 42     d,43,0.02,0.63,-0.01,5.00E-05,0.1,0.63,0,0,0,1,0,0,1,0.03,0.75,-0.01,3.00E-05,0.1,0.75,0,0,0,1,0,0,1
6281155,7,1,13151.73899000,1.31400E-28,0.02115,2703.84430,89,87,       b      0,       X      0,               , R 43R 43     d,44,0.02,0.63,-0.0105,5.00E-05,0.1,0.63,0,0,0,1,0,0,1,0.03,0.75,-0.01,3.00E-05,0.1,0.75,0,0,0,1,0,0,1
6281164,7,1,13154.09213000,1.37000E-28,0.0218,2701.49120,89,89,       b      0,       X      0,               , R 43Q 44     d,45,0.02,0.63,-0.01,5.00E-05,0.1,0.63,0,0,0,1,0,0,1,0.03,0.75,-0.01,3.00E-05,0.1,0.75,0,0,0,1,0,0,1
6281140,7,1,13148.38969000,4.03000E-29,0.02116,2956.33740,93,91,       b      0,       X      0,               , R 45R 45     d,46,0.02,0.63,-0.0105,5.00E-05,0.1,0.63,0,0,0,1,0,0,1,0.03,0.75,-0.01,3.00E-05,0.1,0.75,0,0,0,1,0,0,1
6280812,7,1,12847.18649000,4.87000E-29,0.01792,2790.83880,57,59,       b      1,       X      1,               , P 29P 29     d,,0.0332,0.63,-0.0092,0,0.117223643,0.63,0,0,0,1,0,0,1,0.036,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280813,7,1,12848.94318000,4.70000E-29,0.01715,2789.08210,57,57,       b      1,       X      1,               , P 29Q 28     d,,0.0332,0.63,-0.0091,0,0.117223643,0.63,0,0,0,1,0,0,1,0.036,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280815,7,1,12858.25644000,9.95000E-29,0.01804,2629.64320,53,55,       b      1,       X      1,               , P 27P 27     d,,0.0354,0.63,-0.0091,0,0.117223643,0.63,0,0,0,1,0,0,1,0.037,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280816,7,1,12860.03063000,9.57000E-29,0.01721,2627.86900,53,53,       b      1,       X      1,               , P 27Q 26     d,,0.0354,0.63,-0.0091,0,0.117223643,0.63,0,0,0,1,0,0,1,0.037,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280817,7,1,12868.92851000,1.92000E-28,0.01816,2479.64680,49,51,       b      1,       X      1,               , P 25P 25     d,,0.0376,0.63,-0.0089,0,0.117223643,0.63,0,0,0,1,0,0,1,0.04,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280818,7,1,12870.72034000,1.84000E-28,0.01726,2477.85490,49,49,       b      1,       X      1,               , P 25Q 24     d,,0.0376,0.63,-0.0089,0,0.117223643,0.63,0,0,0,1,0,0,1,0.04,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280820,7,1,12879.20460000,3.48000E-28,0.0183,2340.87400,45,47,       b      1,       X      1,               , P 23P 23     d,,0.0398,0.63,-0.0089,0,0.117223643,0.63,0,0,0,1,0,0,1,0.042,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280821,7,1,12881.01424000,3.32000E-28,0.01732,2339.06440,45,45,       b      1,       X      1,               , P 23Q 22     d,,0.0398,0.63,-0.0089,0,0.117223643,0.63,0,0,0,1,0,0,1,0.042,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280822,7,1,12889.08636000,5.93000E-28,0.01845,2213.34780,41,43,       b      1,       X      1,               , P 21P 21     d,,0.0417,0.63,-0.0089,0,0.117223643,0.63,0,0,0,1,0,0,1,0.043,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280823,7,1,12890.91404000,5.63000E-28,0.01737,2211.52010,41,41,       b      1,       X      1,               , P 21Q 20     d,,0.0417,0.64,-0.0085,0,0.114055436,0.64,0,0,0,1,0,0,1,0.043,0.64,0,0,0.12,0.64,0,0,0,1,0,0,1
6280824,7,1,12892.85967000,1.15000E-30,6.43E-08,931.74310,45,49,       b      0,       X      0,               , N 25O 24     q,,0.0376,0.63,-0.0089,0,0.117223643,0.63,0,0,0,1,0,0,1,0.039,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280825,7,1,12898.57522000,9.49000E-28,0.01863,2097.08890,37,39,       b      1,       X      1,               , P 19P 19     d,,0.0434,0.64,-0.0083,0,0.114055436,0.64,0,0,0,1,0,0,1,0.043,0.64,0,0,0.12,0.64,0,0,0,1,0,0,1
6280827,7,1,12900.42124000,8.96000E-28,0.01743,2095.24290,37,37,       b      1,       X      1,               , P 19Q 18     d,,0.0434,0.65,-0.0078,0,0.11088723,0.65,0,0,0,1,0,0,1,0.043,0.65,0,0,0.116666667,0.65,0,0,0,1,0,0,1
6280829,7,1,12907.67240000,1.42000E-27,0.01884,1992.11650,33,35,       b      1,       X      1,               , P 17P 17     d,,0.0447,0.65,-0.0075,0,0.11088723,0.65,0,0,0,1,0,0,1,0.045,0.65,0,0,0.116666667,0.65,0,0,0,1,0,0,1
6280830,7,1,12909.53715000,1.33000E-27,0.01748,1990.25170,33,33,       b      1,       X      1,               , P 17Q 16     d,,0.0447,0.65,-0.0074,0,0.11088723,0.65,0,0,0,1,0,0,1,0.045,0.65,0,0,0.116666667,0.65,0,0,0,1,0,0,1
6280832,7,1,12913.98000000,2.11000E-30,6.57E-08,791.40310,41,45,       b      0,       X      0,               , N 23O 22     q,,0.0398,0.63,-0.0089,0,0.117223643,0.63,0,0,0,1,0,0,1,0.041,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280834,7,1,12916.37887000,2.00000E-27,0.01909,1898.44770,29,31,       b      1,       X      1,               , P 15P 15     d,,0.0458,0.66,-0.0074,0,0.107719023,0.66,0,0,0,1,0,0,1,0.047,0.66,0,0,0.113333333,0.66,0,0,0,1,0,0,1
6280835,7,1,12918.26291000,1.85000E-27,0.01755,1896.56370,29,29,       b      1,       X      1,               , P 15Q 14     d,,0.0458,0.67,-0.0074,0,0.104550816,0.67,0,0,0,1,0,0,1,0.047,0.67,0,0,0.11,0.67,0,0,0,1,0,0,1
6280836,7,1,12924.69538000,2.61000E-27,0.01942,1816.09790,25,27,       b      1,       X      1,               , P 13P 13     d,,0.0468,0.7,-0.0074,0,0.095046197,0.7,0,0,0,1,0,0,1,0.048,0.7,0,0,0.1,0.7,0,0,0,1,0,0,1
6280837,7,1,12926.59954000,2.39000E-27,0.01762,1814.19370,25,25,       b      1,       X      1,               , P 13Q 12     d,,0.0468,0.72,-0.0074,0,0.088709784,0.72,0,0,0,1,0,0,1,0.048,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6280840,7,1,12932.62248000,3.16000E-27,0.01985,1745.08060,21,23,       b      1,       X      1,               , P 11P 11     d,,0.0478,0.72,-0.00755,0,0.088709784,0.72,0,0,0,1,0,0,1,0.049,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6280841,7,1,12934.54804000,2.84000E-27,0.0177,1743.15500,21,21,       b      1,       X      1,               , P 11Q 10     d,,0.0478,0.73,-0.0075,0,0.085541577,0.73,0,0,0,1,0,0,1,0.049,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6280842,7,1,12934.74906000,3.62000E-30,6.69E-08,662.43590,37,41,       b      0,       X      0,               , N 21O 20     q,,0.0417,0.64,-0.0085,0,0.114055436,0.64,0,0,0,1,0,0,1,0.042,0.64,0,0,0.12,0.64,0,0,0,1,0,0,1
6280844,7,1,12940.16049000,3.52000E-27,0.02047,1685.40730,17,19,       b      1,       X      1,               , P  9P  9     d,,0.0491,0.74,-0.0075,0,0.082373371,0.74,0,0,0,1,0,0,1,0.049,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6280846,7,1,12942.10961000,3.09000E-27,0.01781,1683.45810,17,17,       b      1,       X      1,               , P  9Q  8     d,,0.0491,0.74,-0.0073,0,0.082373371,0.74,0,0,0,1,0,0,1,0.049,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6280847,7,1,12947.30948000,3.57000E-27,0.02145,1637.08780,13,15,       b      1,       X      1,               , P  7P  7     d,,0.0507,0.73,-0.007,0,0.085541577,0.73,0,0,0,1,0,0,1,0.052,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6280848,7,1,12949.28637000,3.01000E-27,0.01796,1635.11090,13,13,       b      1,       X      1,               , P  7Q  6     d,,0.0507,0.73,-0.0071,0,0.085541577,0.73,0,0,0,1,0,0,1,0.052,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6280850,7,1,12954.06936000,3.20000E-27,0.02327,1600.13010,9,11,       b      1,       X      1,               , P  5P  5     d,,0.053,0.74,-0.0071,0,0.082373371,0.74,0,0,0,1,0,0,1,0.053,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6280852,7,1,12955.16611000,5.86000E-30,6.88E-08,544.86220,33,37,       b      0,       X      0,               , N 19O 18     q,,0.0434,0.65,-0.0078,0,0.11088723,0.65,0,0,0,1,0,0,1,0.043,0.65,0,0,0.116666667,0.65,0,0,0,1,0,0,1
6280853,7,1,12956.08378000,2.53000E-27,0.01823,1598.11570,9,9,       b      1,       X      1,               , P  5Q  4     d,,0.053,0.72,-0.00645,0,0.088709784,0.72,0,0,0,1,0,0,1,0.053,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6280854,7,1,12960.43977000,2.42000E-27,0.02796,1574.54010,5,7,       b      1,       X      1,               , P  3P  3     d,,0.0563,0.7,-0.0056,0,0.095046197,0.7,0,0,0,1,0,0,1,0.055,0.7,0,0,0.1,0.7,0,0,0,1,0,0,1
6280855,7,1,12962.52540000,1.65000E-27,0.0189,1572.45450,5,5,       b      1,       X      1,               , P  3Q  2     d,,0.0563,0.71,-0.0097,5.00E-05,0.1,0.71,0,0,0,1,0,0,1,0.055,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0,1
6280857,7,1,12966.42018000,1.30000E-27,0.07,1560.32210,1,3,       b      1,       X      1,               , P  1P  1     d,,0.0615,0.72,-0.0052,0,0.088709784,0.72,0,0,0,1,0,0,1,0.059,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6280859,7,3,12970.80982000,4.40000E-30,0.0242,1752.67620,414,426,       b      0,       X      0,               , P 35P 35     d,,0.0278,0.63,-0.0097,0,0.115323868,0.63,0,0,0,1,0,0,1,0.032,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280860,7,3,12972.51861000,4.28000E-30,0.02332,1750.96740,414,414,       b      0,       X      0,               , P 35Q 34     d,,0.0278,0.63,-0.0096,0,0.115323868,0.63,0,0,0,1,0,0,1,0.032,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280861,7,1,12974.65777000,6.49000E-28,0.007015,1560.32210,5,3,       b      1,       X      1,               , R  1R  1     d,,0.0563,0.71,-0.005,0,0.09187799,0.71,0,0,0,1,0,0,1,0.055,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0,1
6280862,7,1,12975.23029000,8.83000E-30,7.06E-08,438.70100,29,33,       b      0,       X      0,               , N 17O 16     q,,0.0447,0.65,-0.0074,0,0.11088723,0.65,0,0,0,1,0,0,1,0.044,0.65,0,0,0.116666667,0.65,0,0,0,1,0,0,1
6280863,7,2,12975.86900000,2.67000E-29,0.02231,1705.85160,69,71,       b      0,       X      0,               , P 35P 35     d,,0.0278,0.63,-0.0097,0,0.113492229,0.63,0,0,0,1,0,0,1,0.032,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280864,7,1,12976.54288000,1.51000E-27,0.01613,1558.43700,5,5,       b      1,       X      1,               , R  1Q  2     d,,0.0563,0.71,-0.0051,0,0.09187799,0.71,0,0,0,1,0,0,1,0.055,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0,1
6280865,7,3,12976.67724000,6.85000E-30,0.02424,1655.78480,402,414,       b      0,       X      0,               , P 34P 34     d,,0.0286,0.63,-0.0096,0,0.115323868,0.63,0,0,0,1,0,0,1,0.032,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280867,7,2,12977.58485000,2.59000E-29,0.02151,1704.13580,69,69,       b      0,       X      0,               , P 35Q 34     d,,0.0278,0.63,-0.0096,0,0.113492229,0.63,0,0,0,1,0,0,1,0.032,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280868,7,3,12978.39436000,6.65000E-30,0.02333,1654.06770,402,402,       b      0,       X      0,               , P 34Q 33     d,,0.0286,0.63,-0.0095,0,0.115323868,0.63,0,0,0,1,0,0,1,0.032,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280870,7,1,12979.65931000,1.82000E-27,0.01171,1574.54010,9,7,       b      1,       X      1,               , R  3R  3     d,,0.053,0.72,-0.0059,0,0.088709784,0.72,0,0,0,1,0,0,1,0.053,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6280871,7,2,12981.57708000,4.10000E-29,0.02235,1611.54210,67,69,       b      0,       X      0,               , P 34P 34     d,,0.0286,0.63,-0.0096,0,0.113492229,0.63,0,0,0,1,0,0,1,0.032,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280872,7,1,12981.61569000,2.63000E-27,0.01679,1572.58380,9,9,       b      1,       X      1,               , R  3Q  4     d,,0.053,0.72,-0.00645,0,0.088709784,0.72,0,0,0,1,0,0,1,0.053,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6280873,7,3,12982.45146000,1.05000E-29,0.02428,1561.61900,390,402,       b      0,       X      0,               , P 33P 33     d,,0.0294,0.63,-0.0095,0,0.115323868,0.63,0,0,0,1,0,0,1,0.033,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280874,7,2,12983.30102000,3.98000E-29,0.02152,1609.81820,67,67,       b      0,       X      0,               , P 34Q 33     d,,0.0286,0.63,-0.0095,0,0.113492229,0.63,0,0,0,1,0,0,1,0.032,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280875,7,3,12984.17691000,1.02000E-29,0.02336,1559.89350,390,390,       b      0,       X      0,               , P 33Q 32     d,,0.0294,0.63,-0.0094,0,0.115323868,0.63,0,0,0,1,0,0,1,0.033,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280876,7,1,12984.26721000,2.67000E-27,0.01352,1600.13010,13,11,       b      1,       X      1,               , R  5R  5     d,,0.0507,0.73,-0.0061,0,0.085541577,0.73,0,0,0,1,0,0,1,0.052,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6280877,7,1,12986.26122000,3.40000E-27,0.01705,1598.13610,13,13,       b      1,       X      1,               , R  5Q  6     d,,0.0507,0.73,-0.0071,0,0.085541577,0.73,0,0,0,1,0,0,1,0.052,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6280878,7,2,12987.19458000,6.21000E-29,0.02238,1519.88670,65,67,       b      0,       X      0,               , P 33P 33     d,,0.0294,0.63,-0.0095,0,0.113492229,0.63,0,0,0,1,0,0,1,0.033,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280879,7,3,12988.13277000,1.59000E-29,0.02432,1470.18240,378,390,       b      0,       X      0,               , P 32P 32     d,,0.0303,0.63,-0.0094,0,0.115323868,0.63,0,0,0,1,0,0,1,0.033,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280880,7,1,12988.47994000,3.13000E-27,0.01449,1637.08780,17,15,       b      1,       X      1,               , R  7R  7     d,,0.0491,0.74,-0.00615,0,0.082373371,0.74,0,0,0,1,0,0,1,0.049,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6280882,7,2,12988.92663000,6.02000E-29,0.02153,1518.15470,65,65,       b      0,       X      0,               , P 33Q 32     d,,0.0294,0.63,-0.0094,0,0.113492229,0.63,0,0,0,1,0,0,1,0.033,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280883,7,3,12989.86658000,1.54000E-29,0.02336,1468.44860,378,378,       b      0,       X      0,               , P 32Q 31     d,,0.0303,0.63,-0.0093,0,0.115323868,0.63,0,0,0,1,0,0,1,0.033,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280885,7,1,12990.50183000,3.75000E-27,0.01719,1635.06590,17,17,       b      1,       X      1,               , R  7Q  8     d,,0.0491,0.74,-0.0073,0,0.082373371,0.74,0,0,0,1,0,0,1,0.049,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6280886,7,1,12992.29577000,3.18000E-27,0.01509,1685.40730,21,19,       b      1,       X      1,               , R  9R  9     d,,0.0478,0.73,-0.0062,0,0.085541577,0.73,0,0,0,1,0,0,1,0.049,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6280887,7,2,12992.72180000,9.29000E-29,0.02242,1430.88890,63,65,       b      0,       X      0,               , P 32P 32     d,,0.0303,0.63,-0.0094,0,0.113492229,0.63,0,0,0,1,0,0,1,0.033,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280888,7,3,12993.72146000,2.37000E-29,0.02437,1381.47870,366,378,       b      0,       X      0,               , P 31P 31     d,,0.0312,0.63,-0.0093,0,0.115323868,0.63,0,0,0,1,0,0,1,0.034,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280889,7,1,12994.34139000,3.68000E-27,0.01729,1683.36160,21,21,       b      1,       X      1,               , R  9Q 10     d,,0.0478,0.73,-0.0075,0,0.085541577,0.73,0,0,0,1,0,0,1,0.049,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6280890,7,2,12994.46197000,9.00000E-29,0.02155,1429.14870,63,63,       b      0,       X      0,               , P 32Q 31     d,,0.0303,0.63,-0.0093,0,0.113492229,0.63,0,0,0,1,0,0,1,0.033,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280891,7,1,12994.94056000,1.25000E-29,7.34E-08,343.96940,25,29,       b      0,       X      0,               , N 15O 14     q,,0.0458,0.67,-0.0074,0,0.104550816,0.67,0,0,0,1,0,0,1,0.046,0.67,0,0,0.11,0.67,0,0,0,1,0,0,1
6280892,7,3,12995.46366000,2.30000E-29,0.02338,1379.73650,366,366,       b      0,       X      0,               , P 31Q 30     d,,0.0312,0.63,-0.0093,0,0.115323868,0.63,0,0,0,1,0,0,1,0.034,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280893,7,1,12995.71274000,2.91000E-27,0.01551,1745.08060,25,23,       b      1,       X      1,               , R 11R 11     d,,0.0468,0.72,-0.00665,0,0.088709784,0.72,0,0,0,1,0,0,1,0.048,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6280894,7,1,12997.77995000,3.29000E-27,0.01735,1743.01330,25,25,       b      1,       X      1,               , R 11Q 12     d,,0.0468,0.72,-0.0074,0,0.088709784,0.72,0,0,0,1,0,0,1,0.048,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6280895,7,2,12998.15899000,1.37000E-28,0.02246,1344.55200,61,63,       b      0,       X      0,               , P 31P 31     d,,0.0312,0.63,-0.0093,0,0.113492229,0.63,0,0,0,1,0,0,1,0.034,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280896,7,1,12998.72867000,2.44000E-27,0.01581,1816.09790,29,27,       b      1,       X      1,               , R 13R 13     d,,0.0458,0.67,-0.0072,0,0.104550816,0.67,0,0,0,1,0,0,1,0.047,0.67,0,0,0.11,0.67,0,0,0,1,0,0,1
6280897,7,3,12999.21781000,3.49000E-29,0.02442,1295.51140,354,366,       b      0,       X      0,               , P 30P 30     d,,0.0322,0.63,-0.0093,0,0.115323868,0.63,0,0,0,1,0,0,1,0.035,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280898,7,2,12999.90731000,1.33000E-28,0.02156,1342.80370,61,61,       b      0,       X      0,               , P 31Q 30     d,,0.0312,0.63,-0.0093,0,0.113492229,0.63,0,0,0,1,0,0,1,0.034,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280900,7,1,13000.81622000,2.71000E-27,0.0174,1814.01040,29,29,       b      1,       X      1,               , R 13Q 14     d,,0.0458,0.67,-0.0074,0,0.104550816,0.67,0,0,0,1,0,0,1,0.047,0.67,0,0,0.11,0.67,0,0,0,1,0,0,1
6280901,7,3,13000.96841000,3.37000E-29,0.02338,1293.76070,354,354,       b      0,       X      0,               , P 30Q 29     d,,0.0322,0.63,-0.0092,0,0.115323868,0.63,0,0,0,1,0,0,1,0.035,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280902,7,1,13001.34118000,1.88000E-27,0.01604,1898.44770,33,31,       b      1,       X      1,               , R 15R 15     d,,0.0447,0.65,-0.0073,0,0.11088723,0.65,0,0,0,1,0,0,1,0.045,0.65,0,0,0.116666667,0.65,0,0,0,1,0,0,1
6280904,7,1,13002.18632000,1.44000E-30,2.98E-07,1245.97180,57,61,       b      0,       X      0,               , P 29O 30     q,,0.0312,0.63,-0.0093,0,0.117223643,0.63,0,0,0,1,0,0,1,0.034,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280905,7,1,13003.44828000,2.07000E-27,0.01744,1896.34060,33,33,       b      1,       X      1,               , R 15Q 16     d,,0.0447,0.65,-0.0074,0,0.11088723,0.65,0,0,0,1,0,0,1,0.045,0.65,0,0,0.116666667,0.65,0,0,0,1,0,0,1
6280906,7,2,13003.50642000,1.99000E-28,0.0225,1260.87940,59,61,       b      0,       X      0,               , P 30P 30     d,,0.0322,0.63,-0.0093,0,0.113492229,0.63,0,0,0,1,0,0,1,0.035,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280907,7,1,13003.54764000,1.36000E-27,0.01623,1992.11650,37,35,       b      1,       X      1,               , R 17R 17     d,,0.0434,0.65,-0.0075,0,0.11088723,0.65,0,0,0,1,0,0,1,0.043,0.65,0,0,0.116666667,0.65,0,0,0,1,0,0,1
6280908,7,3,13004.62208000,5.06000E-29,0.02446,1212.28380,342,354,       b      0,       X      0,               , P 29P 29     d,,0.0332,0.63,-0.0092,0,0.115323868,0.63,0,0,0,1,0,0,1,0.035,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280909,7,2,13005.26291000,1.92000E-28,0.02156,1259.12300,59,59,       b      0,       X      0,               , P 30Q 29     d,,0.0322,0.63,-0.0092,0,0.113492229,0.63,0,0,0,1,0,0,1,0.035,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280910,7,1,13005.34522000,9.09000E-28,0.01637,2097.08890,41,39,       b      1,       X      1,               , R 19R 19     d,,0.0417,0.64,-0.0073,0,0.114055436,0.64,0,0,0,1,0,0,1,0.043,0.64,0,0,0.12,0.64,0,0,0,1,0,0,1
6280911,7,1,13005.67376000,1.47000E-27,0.01748,1989.99040,37,37,       b      1,       X      1,               , R 17Q 18     d,,0.0434,0.65,-0.0078,0,0.11088723,0.65,0,0,0,1,0,0,1,0.043,0.65,0,0,0.116666667,0.65,0,0,0,1,0,0,1
6280912,7,3,13006.38112000,4.88000E-29,0.0234,1210.52480,342,342,       b      0,       X      0,               , P 29Q 28     d,,0.0332,0.63,-0.0091,0,0.115323868,0.63,0,0,0,1,0,0,1,0.035,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280913,7,1,13006.73085000,5.71000E-28,0.01649,2213.34780,45,43,       b      1,       X      1,               , R 21R 21     d,,0.0398,0.63,-0.0083,0,0.117223643,0.63,0,0,0,1,0,0,1,0.042,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280914,7,1,13007.49001000,9.82000E-28,0.0175,2094.94410,41,41,       b      1,       X      1,               , R 19Q 20     d,,0.0417,0.64,-0.0085,0,0.114055436,0.64,0,0,0,1,0,0,1,0.043,0.64,0,0,0.12,0.64,0,0,0,1,0,0,1
6280915,7,1,13007.70125000,3.37000E-28,0.01659,2340.87400,49,47,       b      1,       X      1,               , R 23R 23     d,,0.0376,0.63,-0.0091,0,0.117223643,0.63,0,0,0,1,0,0,1,0.04,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280916,7,1,13008.08467000,4.76000E-29,0.0168,2790.83880,61,59,       b      1,       X      1,               , R 29R 29     d,,0.0312,0.63,-0.0097,0,0.117223643,0.63,0,0,0,1,0,0,1,0.034,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280917,7,1,13008.25289000,1.86000E-28,0.01668,2479.64680,53,51,       b      1,       X      1,               , R 25R 25     d,,0.0354,0.63,-0.0093,0,0.117223643,0.63,0,0,0,1,0,0,1,0.037,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280918,7,1,13008.38203000,9.71000E-29,0.01674,2629.64320,57,55,       b      1,       X      1,               , R 27R 27     d,,0.0332,0.63,-0.0095,0,0.117223643,0.63,0,0,0,1,0,0,1,0.036,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280919,7,2,13008.76435000,2.86000E-28,0.02255,1179.87440,57,59,       b      0,       X      0,               , P 29P 29     d,,0.0332,0.63,-0.0092,0,0.113492229,0.63,0,0,0,1,0,0,1,0.035,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280920,7,1,13008.89404000,6.13000E-28,0.01752,2211.18460,45,45,       b      1,       X      1,               , R 21Q 22     d,,0.0398,0.63,-0.0089,0,0.117223643,0.63,0,0,0,1,0,0,1,0.042,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280921,7,1,13009.88265000,3.59000E-28,0.01754,2338.69260,49,49,       b      1,       X      1,               , R 23Q 24     d,,0.0376,0.63,-0.0089,0,0.117223643,0.63,0,0,0,1,0,0,1,0.04,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280922,7,3,13009.93452000,7.23000E-29,0.02452,1131.79930,330,342,       b      0,       X      0,               , P 28P 28     d,,0.0341,0.63,-0.0091,0,0.115323868,0.63,0,0,0,1,0,0,1,0.036,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280923,7,1,13010.31996000,5.03000E-29,0.01756,2788.60350,61,61,       b      1,       X      1,               , R 29Q 30     d,,0.0312,0.63,-0.0093,0,0.117223643,0.63,0,0,0,1,0,0,1,0.034,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280924,7,1,13010.45235000,1.98000E-28,0.01755,2477.44730,53,53,       b      1,       X      1,               , R 25Q 26     d,,0.0354,0.63,-0.0091,0,0.117223643,0.63,0,0,0,1,0,0,1,0.037,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
