trans_id,molec_id,local_iso_id,nu,sw,a,elower,gp,gpp,elower,global_upper_quanta,global_lower_quanta,local_upper_quanta,local_lower_quanta,gamma0_air,n_gamma0_air,delta0_air,n_delta0_air,SD_gamma_air,n_gamma2_air,SD_delta_air,n_delta2_air,nuVC_air,n_nuVC_air,eta_air,y_air,gamma0_self,n_gamma0_self,delta0_self,n_delta0_self,SD_gamma_self,n_gamma2_self,SD_delta_self,n_delta2_self,nuVC_self,n_nuVC_self,eta_self,y_self
6279892,7,2,7825.827595,2.89e-29,5.078e-05,517.17,37.0,39.0,517.17,       a      0,       X      0,               , P 19P 19     d,0.0404,0.81,-0.004522,0.0,0.058279793279795475,0.81,0.0,0.0,0.0,1.0,0.0,0.0,0.041,0.81,0.0,0.0,0.06333333333333331,0.81,0.0,0.0,0.0,1.0,0.0,0.0
6279893,7,2,7826.983549,3.416e-29,2.26e-05,179.0475,19.0,21.0,179.0475,       a      0,       X      0,               , O 11P 10     d,0.0496,0.84,-0.004172,0.0,0.0490777206566699,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.048,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
6279894,7,3,7827.07981,6.015e-30,4.846e-05,478.466,210.0,222.0,478.466,       a      0,       X      0,               , P 18P 18     d,0.0416,0.81,-0.004474,0.0,0.05922036454097424,0.81,0.0,0.0,0.0,1.0,0.0,0.0,0.042,0.81,0.0,0.0,0.06333333333333331,0.81,0.0,0.0,0.0,1.0,0.0,0.0
6279895,7,1,7827.647844,3.143e-29,5.719e-05,1598.1361,13.0,13.0,1598.1361,       a      1,       X      1,               , R  5Q  6     d,0.0523,0.84,0.0,0.0,0.05069130496809676,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.052,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
6279896,7,2,7827.676215,3.373e-29,5.876e-05,515.3214,37.0,37.0,515.3214,       a      0,       X      0,               , P 19Q 18     d,0.0404,0.81,-0.004523,0.0,0.058279793279795475,0.81,0.0,0.0,0.0,1.0,0.0,0.0,0.041,0.81,0.0,0.0,0.06333333333333331,0.81,0.0,0.0,0.0,1.0,0.0,0.0
6279897,7,1,7828.223466,1.862e-26,4.807e-05,440.5618,33.0,35.0,440.5618,       a      0,       X      0,               , P 17P 17     d,0.0433,0.83,-0.004421,0.0,0.053859511528602806,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.044,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6279898,7,3,7828.934357,7.069e-30,5.646e-05,476.6115,210.0,210.0,476.6115,       a      0,       X      0,               , P 18Q 17     d,0.0416,0.81,-0.004475,0.0,0.05922036454097424,0.81,0.0,0.0,0.0,1.0,0.0,0.0,0.042,0.81,0.0,0.0,0.06333333333333331,0.81,0.0,0.0,0.0,1.0,0.0,0.0
6279899,7,2,7829.204904,3.484e-29,5.043e-05,465.69,35.0,37.0,465.69,       a      0,       X      0,               , P 18P 18     d,0.0416,0.81,-0.004474,0.0,0.058279793279795475,0.81,0.0,0.0,0.0,1.0,0.0,0.0,0.042,0.81,0.0,0.0,0.06333333333333331,0.81,0.0,0.0,0.0,1.0,0.0,0.0
6279900,7,1,7830.084213,2.208e-26,5.651e-05,438.701,33.0,33.0,438.701,       a      0,       X      0,               , P 17Q 16     d,0.0433,0.83,-0.004422,0.0,0.053859511528602806,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.044,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6279901,7,1,7830.343883,1.828e-29,4.673e-08,438.4413,33.0,37.0,438.4413,       a      0,       X      0,               , P 17O 18     q,0.0453,0.87,0.0,0.0,0.04118668528657861,0.87,0.0,0.0,0.0,1.0,0.0,0.0,0.044,0.87,0.0,0.0,0.043333333333333335,0.87,0.0,0.0,0.0,1.0,0.0,0.0
6279902,7,3,7830.512877,7.174e-30,4.808e-05,428.3404,198.0,210.0,428.3404,       a      0,       X      0,               , P 17P 17     d,0.0427,0.83,-0.004423,0.0,0.052986641957713826,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.043,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6279903,7,3,7830.672811,6.152e-30,2.102e-05,153.2936,102.0,114.0,153.2936,       a      0,       X      0,               , O 10P  9     d,0.0504,0.84,-0.004105,0.0,0.0498697806660836,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.049,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
6279904,7,1,7830.700326,4.878e-29,8.209e-05,1637.0878,17.0,15.0,1637.0878,       a      1,       X      1,               , R  7R  7     d,0.0504,0.84,0.0,0.0,0.05069130496809676,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.049,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
6279905,7,2,7831.062255,4.099e-29,5.882e-05,463.8327,35.0,35.0,463.8327,       a      0,       X      0,               , P 18Q 17     d,0.0416,0.81,-0.004475,0.0,0.058279793279795475,0.81,0.0,0.0,0.0,1.0,0.0,0.0,0.042,0.81,0.0,0.0,0.06333333333333331,0.81,0.0,0.0,0.0,1.0,0.0,0.0
6279906,7,1,7832.258295,1.912e-29,3.134e-08,79.607,9.0,13.0,79.607,       a      0,       X      0,               , N  7O  6     q,0.0548,1.01,0.0,0.0,-0.0031682065605060494,1.01,0.0,0.0,0.0,1.0,0.0,0.0,0.053,1.01,0.0,0.0,-0.003333333333333336,1.01,0.0,0.0,0.0,1.0,0.0,0.0
6279907,7,3,7832.376545,8.508e-30,5.654e-05,426.4768,198.0,198.0,426.4768,       a      0,       X      0,               , P 17Q 16     d,0.0427,0.83,-0.004424,0.0,0.052986641957713826,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.043,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6279908,7,2,7832.545777,4.128e-29,5.004e-05,416.908,33.0,35.0,416.908,       a      0,       X      0,               , P 17P 17     d,0.0427,0.83,-0.004423,0.0,0.05214507819771177,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.043,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6279909,7,1,7832.722219,3.535e-29,5.894e-05,1635.0659,17.0,17.0,1635.0659,       a      1,       X      1,               , R  7Q  8     d,0.0504,0.84,0.0,0.0,0.05069130496809676,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.049,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
6279910,7,2,7832.75281,3.423e-29,2.192e-05,149.1871,17.0,19.0,149.1871,       a      0,       X      0,               , O 10P  9     d,0.0504,0.84,-0.004105,0.0,0.0490777206566699,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.049,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
6279911,7,3,7833.908505,8.399e-30,4.765e-05,380.9887,186.0,198.0,380.9887,       a      0,       X      0,               , P 16P 16     d,0.0438,0.83,-0.005369,0.0,0.052986641957713826,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.043,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6279912,7,1,7834.401509,1.611e-26,2.01e-05,128.492,15.0,17.0,128.492,       a      0,       X      0,               , O  9P  8     d,0.0515,0.84,-0.004029,0.0,0.05069130496809676,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.051,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
6279913,7,2,7834.411962,4.902e-29,5.891e-05,415.0418,33.0,33.0,415.0418,       a      0,       X      0,               , P 17Q 16     d,0.0427,0.83,-0.004424,0.0,0.05214507819771177,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.043,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6279914,7,1,7835.18222,2.542e-26,4.721e-05,345.8495,29.0,31.0,345.8495,       a      0,       X      0,               , P 15P 15     d,0.0452,0.83,-0.004309,0.0,0.053859511528602806,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.045,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6279915,7,1,7835.572984,4.528e-29,7.812e-05,1685.4073,21.0,19.0,1685.4073,       a      1,       X      1,               , R  9R  9     d,0.0487,0.84,0.0,0.0,0.05069130496809676,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.047,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
6279916,7,3,7835.781426,1.006e-29,5.658e-05,379.1158,186.0,186.0,379.1158,       a      0,       X      0,               , P 16Q 15     d,0.0438,0.83,-0.00437,0.0,0.052986641957713826,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.043,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6279917,7,2,7835.850207,4.803e-29,4.958e-05,370.8258,31.0,33.0,370.8258,       a      0,       X      0,               , P 16P 16     d,0.0438,0.83,-0.005369,0.0,0.05214507819771177,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.043,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6279918,7,1,7836.395898,2.383e-29,4.536e-05,1572.5838,11.0,9.0,1572.5838,       a      1,       X      1,               , S  3R  4     d,0.0533,0.84,0.0,0.0,0.05069130496809676,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.053,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
6279919,7,3,7836.565376,5.964e-30,2.02e-05,125.3935,90.0,102.0,125.3935,       a      0,       X      0,               , O  9P  8     d,0.0513,0.84,-0.004031,0.0,0.0498697806660836,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
6279920,7,1,7837.062301,3.069e-26,5.65e-05,343.9694,29.0,29.0,343.9694,       a      0,       X      0,               , P 15Q 14     d,0.0452,0.83,-0.00431,0.0,0.053859511528602806,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.045,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6279921,7,3,7837.266681,9.647e-30,4.715e-05,336.4128,174.0,186.0,336.4128,       a      0,       X      0,               , P 15P 15     d,0.0449,0.83,-0.004312,0.0,0.052986641957713826,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.044,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6279922,7,1,7837.283607,2.485e-29,4.57e-08,343.7481,29.0,33.0,343.7481,       a      0,       X      0,               , P 15O 16     q,0.0466,0.62,0.0,0.0,0.12039184929922976,0.62,0.0,0.0,0.0,1.0,0.0,0.0,0.045,0.62,0.0,0.0,0.12666666666666665,0.62,0.0,0.0,0.0,1.0,0.0,0.0
6279923,7,1,7837.618607,3.505e-29,5.99e-05,1683.3616,21.0,21.0,1683.3616,       a      1,       X      1,               , R  9Q 10     d,0.0487,0.84,0.0,0.0,0.05069130496809676,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.047,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
6279924,7,2,7837.72535,5.763e-29,5.898e-05,368.9507,31.0,31.0,368.9507,       a      0,       X      0,               , P 16Q 15     d,0.0438,0.83,-0.00437,0.0,0.05214507819771177,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.043,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6279925,7,2,7838.48704,3.307e-29,2.107e-05,122.036,15.0,17.0,122.036,       a      0,       X      0,               , O  9P  8     d,0.0513,0.84,-0.004031,0.0,0.0490777206566699,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
6279926,7,2,7839.118181,5.485e-29,4.906e-05,327.4452,29.0,31.0,327.4452,       a      0,       X      0,               , P 15P 15     d,0.0449,0.83,-0.004312,0.0,0.05214507819771177,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.044,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6279927,7,3,7839.149014,1.169e-29,5.664e-05,334.5305,174.0,174.0,334.5305,       a      0,       X      0,               , P 15Q 14     d,0.0449,0.83,-0.004313,0.0,0.052986641957713826,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.044,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6279928,7,1,7840.270366,3.895e-29,7.553e-05,1745.0806,25.0,23.0,1745.0806,       a      1,       X      1,               , R 11R 11     d,0.0469,0.85,0.0,0.0,0.047523098407590704,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.046,0.85,0.0,0.0,0.05,0.85,0.0,0.0,0.0,1.0,0.0,0.0
6279929,7,3,7840.587385,1.086e-29,4.656e-05,294.6144,162.0,174.0,294.6144,       a      0,       X      0,               , P 14P 14     d,0.0459,0.83,-0.00425,0.0,0.052986641957713826,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.045,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6279930,7,2,7841.002431,6.658e-29,5.903e-05,325.561,29.0,29.0,325.561,       a      0,       X      0,               , P 15Q 14     d,0.0449,0.83,-0.004313,0.0,0.05214507819771177,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.044,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6279931,7,1,7841.986576,3.181e-26,4.58e-05,262.5827,25.0,27.0,262.5827,       a      0,       X      0,               , P 13P 13     d,0.0469,0.83,-0.004182,0.0,0.053859511528602806,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.048,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6279932,7,1,7842.337575,3.151e-29,6.052e-05,1743.0133,25.0,25.0,1743.0133,       a      1,       X      1,               , R 11Q 12     d,0.0469,0.85,0.0,0.0,0.047523098407590704,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.046,0.85,0.0,0.0,0.05,0.85,0.0,0.0,0.0,1.0,0.0,0.0
6279933,7,2,7842.34968,6.141e-29,4.845e-05,286.7679,27.0,29.0,286.7679,       a      0,       X      0,               , P 14P 14     d,0.0459,0.83,-0.00425,0.0,0.05214507819771177,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.045,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6279934,7,3,7842.422107,5.523e-30,1.913e-05,100.2782,78.0,90.0,100.2782,       a      0,       X      0,               , O  8P  7     d,0.0523,0.84,-0.003951,0.0,0.0498697806660836,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.052,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
6279935,7,3,7842.479323,1.334e-29,5.67e-05,292.7225,162.0,162.0,292.7225,       a      0,       X      0,               , P 14Q 13     d,0.0459,0.83,-0.004251,0.0,0.052986641957713826,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.045,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6279936,7,3,7843.870591,1.197e-29,4.589e-05,255.5952,150.0,162.0,255.5952,       a      0,       X      0,               , P 13P 13     d,0.0469,0.85,-0.004184,0.0,0.04675291937445337,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.046,0.85,0.0,0.0,0.05,0.85,0.0,0.0,0.0,1.0,0.0,0.0
6279937,7,1,7843.886831,3.98e-26,5.68e-05,260.6824,25.0,25.0,260.6824,       a      0,       X      0,               , P 13Q 12     d,0.0469,0.83,-0.004183,0.0,0.053859511528602806,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.048,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6279938,7,1,7844.068391,3.109e-29,4.433e-08,260.5009,25.0,29.0,260.5009,       a      0,       X      0,               , P 13O 14     q,0.0479,0.85,0.0,0.0,0.047523098407590704,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.047,0.85,0.0,0.0,0.05,0.85,0.0,0.0,0.0,1.0,0.0,0.0
6279939,7,2,7844.186332,3.053e-29,1.996e-05,97.595,13.0,15.0,97.595,       a      0,       X      0,               , O  8P  7     d,0.0523,0.84,-0.003951,0.0,0.0490777206566699,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.052,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
6279940,7,2,7844.243217,7.555e-29,5.909e-05,284.8744,27.0,27.0,284.8744,       a      0,       X      0,               , P 14Q 13     d,0.0459,0.83,-0.004251,0.0,0.05214507819771177,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.045,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6279941,7,1,7844.790926,3.119e-29,7.372e-05,1816.0979,29.0,27.0,1816.0979,       a      1,       X      1,               , R 13R 13     d,0.0449,0.83,0.0,0.0,0.053859511528602806,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.044,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6279942,7,2,7845.54468,6.733e-29,4.774e-05,248.7954,25.0,27.0,248.7954,       a      0,       X      0,               , P 13P 13     d,0.0469,0.85,-0.004184,0.0,0.04601036311562803,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.046,0.85,0.0,0.0,0.05,0.85,0.0,0.0,0.0,1.0,0.0,0.0
6279943,7,3,7845.772373,1.493e-29,5.674e-05,253.6934,150.0,150.0,253.6934,       a      0,       X      0,               , P 13Q 12     d,0.0469,0.85,-0.004185,0.0,0.04675291937445337,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.046,0.85,0.0,0.0,0.05,0.85,0.0,0.0,0.0,1.0,0.0,0.0
6279944,7,1,7846.434134,1.31e-26,1.763e-05,79.607,11.0,13.0,79.607,       a      0,       X      0,               , O  7P  6     d,0.0535,0.84,-0.003863,0.0,0.05069130496809676,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.052,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
6279945,7,1,7846.878472,2.604e-29,6.096e-05,1814.0104,29.0,29.0,1814.0104,       a      1,       X      1,               , R 13Q 14     d,0.0449,0.83,0.0,0.0,0.053859511528602806,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.044,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6279946,7,3,7847.116267,1.289e-29,4.508e-05,219.3566,138.0,150.0,219.3566,       a      0,       X      0,               , P 12P 12     d,0.0478,0.84,-0.004114,0.0,0.0498697806660836,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.047,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
6279947,7,1,7847.250958,2.618e-29,4.149e-05,1598.1361,15.0,13.0,1598.1361,       a      1,       X      1,               , S  5R  6     d,0.0513,0.84,0.0,0.0,0.05069130496809676,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
6279948,7,2,7847.447727,8.413e-29,5.913e-05,246.8923,25.0,25.0,246.8923,       a      0,       X      0,               , P 13Q 12     d,0.0469,0.85,-0.004185,0.0,0.04601036311562803,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.046,0.85,0.0,0.0,0.05,0.85,0.0,0.0,0.0,1.0,0.0,0.0
6279949,7,3,7848.24327,4.811e-30,1.77e-05,77.9481,66.0,78.0,77.9481,       a      0,       X      0,               , O  7P  6     d,0.0533,0.84,-0.003865,0.0,0.0498697806660836,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.053,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
6279950,7,1,7848.636289,3.627e-26,4.392e-05,190.7748,21.0,23.0,190.7748,       a      0,       X      0,               , P 11P 11     d,0.0486,0.84,-0.004036,0.0,0.05069130496809676,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.049,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
6279951,7,2,7848.70315,7.218e-29,4.69e-05,213.5291,23.0,25.0,213.5291,       a      0,       X      0,               , P 12P 12     d,0.0478,0.84,-0.004114,0.0,0.0490777206566699,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.047,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
6279952,7,3,7849.028195,1.637e-29,5.675e-05,217.4447,138.0,138.0,217.4447,       a      0,       X      0,               , P 12Q 11     d,0.0478,0.84,-0.004115,0.0,0.0498697806660836,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.047,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
6279953,7,1,7849.133006,2.333e-29,7.239e-05,1898.4477,33.0,31.0,1898.4477,       a      1,       X      1,               , R 15R 15     d,0.0427,0.83,0.0,0.0,0.053859511528602806,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.043,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6279954,7,1,7849.81728,5.962e-30,1.473e-08,42.2001,5.0,9.0,42.2001,       a      0,       X      0,               , N  5O  4     q,0.0575,0.87,0.0,0.0,0.04118668528657861,0.87,0.0,0.0,0.0,1.0,0.0,0.0,0.056,0.87,0.0,0.0,0.043333333333333335,0.87,0.0,0.0,0.0,1.0,0.0,0.0
6279955,7,2,7849.850932,2.653e-29,1.847e-05,75.8648,11.0,13.0,75.8648,       a      0,       X      0,               , O  7P  6     d,0.0533,0.84,-0.003865,0.0,0.0490777206566699,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.053,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
6279956,7,3,7850.324374,1.354e-29,4.411e-05,185.9002,126.0,138.0,185.9002,       a      0,       X      0,               , P 11P 11     d,0.0487,0.84,-0.004038,0.0,0.0498697806660836,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.047,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
6279957,7,1,7850.558034,4.719e-26,5.664e-05,188.8531,21.0,21.0,188.8531,       a      0,       X      0,               , P 11Q 10     d,0.0486,0.84,-0.004037,0.0,0.05069130496809676,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.049,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
6279958,7,2,7850.615989,9.184e-29,5.916e-05,211.6163,23.0,23.0,211.6163,       a      0,       X      0,               , P 12Q 11     d,0.0478,0.84,-0.004115,0.0,0.0490777206566699,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.047,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
6279959,7,1,7850.69772,3.537e-29,4.243e-08,188.7134,21.0,25.0,188.7134,       a      0,       X      0,               , P 11O 12     q,0.0493,0.74,0.0,0.0,0.08237337057315722,0.74,0.0,0.0,0.0,1.0,0.0,0.0,0.048,0.74,0.0,0.0,0.08666666666666667,0.74,0.0,0.0,0.0,1.0,0.0,0.0
6279960,7,1,7850.83104,1.721e-29,0.000113,2232.0828,79.0,79.0,2232.0828,       a      0,       X      0,               , Q 39Q 39     d,0.0225,0.72,-0.005118,0.0,0.08870978369416932,0.72,0.0,0.0,0.0,1.0,0.0,0.0,0.029,0.72,0.0,0.0,0.09333333333333334,0.72,0.0,0.0,0.0,1.0,0.0,0.0
6279961,7,1,7851.240104,1.995e-29,6.13e-05,1896.3406,33.0,33.0,1896.3406,       a      1,       X      1,               , R 15Q 16     d,0.0427,0.83,0.0,0.0,0.053859511528602806,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.043,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6279962,7,2,7851.825054,7.55e-29,4.591e-05,180.9705,21.0,23.0,180.9705,       a      0,       X      0,               , P 11P 11     d,0.0487,0.84,-0.004038,0.0,0.0490777206566699,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.047,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
6279963,7,3,7852.246836,1.757e-29,5.674e-05,183.9777,126.0,126.0,183.9777,       a      0,       X      0,               , P 11Q 10     d,0.0487,0.84,-0.004039,0.0,0.0498697806660836,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.047,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
6279964,7,1,7853.294841,1.634e-29,7.137e-05,1992.1165,37.0,35.0,1992.1165,       a      1,       X      1,               , R 17R 17     d,0.0404,0.81,0.0,0.0,0.06019592464961487,0.81,0.0,0.0,0.0,1.0,0.0,0.0,0.041,0.81,0.0,0.0,0.06333333333333331,0.81,0.0,0.0,0.0,1.0,0.0,0.0
6279965,7,3,7853.494871,1.384e-29,4.297e-05,155.2271,114.0,126.0,155.2271,       a      0,       X      0,               , P 10P 10     d,0.0496,0.84,-0.003957,0.0,0.0498697806660836,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.048,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
6279966,7,2,7853.748047,9.815e-29,5.915e-05,179.0475,21.0,21.0,179.0475,       a      0,       X      0,               , P 11Q 10     d,0.0487,0.84,-0.004039,0.0,0.0490777206566699,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.047,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
6279968,7,1,7854.008086,4.751e-29,0.0001133,2012.8914,75.0,75.0,2012.8914,       a      0,       X      0,               , Q 37Q 37     d,0.0238,0.73,-0.005075,0.0,0.08554157713366325,0.73,0.0,0.0,0.0,1.0,0.0,0.0,0.03,0.73,0.0,0.0,0.09,0.73,0.0,0.0,0.0,1.0,0.0,0.0
6279969,7,3,7854.029451,3.834e-30,1.57e-05,58.4034,54.0,66.0,58.4034,       a      0,       X      0,               , O  6P  5     d,0.0543,0.84,-0.003771,0.0,0.0498697806660836,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.054,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
6279970,7,2,7854.910352,7.685e-29,4.47e-05,151.1207,19.0,21.0,151.1207,       a      0,       X      0,               , P 10P 10     d,0.0496,0.84,-0.003957,0.0,0.0490777206566699,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.048,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
