trans_id,molec_id,local_iso_id,nu,sw,a,elower,gp,gpp,elower,global_upper_quanta,global_lower_quanta,local_upper_quanta,local_lower_quanta,gamma0_air,n_gamma0_air,delta0_air,n_delta0_air,SD_gamma_air,n_gamma2_air,SD_delta_air,n_delta2_air,nuVC_air,n_nuVC_air,eta_air,y_air_296,gamma0_self,n_gamma0_self,delta0_self,n_delta0_self,SD_gamma_self,n_gamma2_self,SD_delta_self,n_delta2_self,nuVC_self,n_nuVC_self,eta_self,y_self_296
6279817,7,1,7803.554237,3.95E-30,2.67E-05,2094.9441,39,41,2094.9441,       a      1,       X      1,               , Q 19P 20     d,0.0392,0.81,0,0,0,0.81,0,0,0,1,0,0,0.041,0.81,0,0,0,0.81,0,0,0,1,0,0
6279818,7,2,7803.556599,2.57E-29,2.42E-05,325.561,27,29,325.561,       a      0,       X      0,               , O 15P 14     d,0.0459,0.83,-0.004403,0,0,0.83,0,0,0,1,0,0,0.045,0.83,0,0,0,0.83,0,0,0,1,0,0
6279819,7,3,7803.792986,1.23E-30,5.59E-05,905.0422,294,294,905.0422,       a      0,       X      0,               , P 25Q 24     d,0.0333,0.79,-0.004755,0,0,0.79,0,0,0,1,0,0,0.037,0.79,0,0,0,0.79,0,0,0,1,0,0
6279820,7,1,7804.393723,3.73E-29,0.0001218,1898.4477,31,31,1898.4477,       a      1,       X      1,               , Q 15Q 15     d,0.0438,0.83,0,0,0,0.83,0,0,0,1,0,0,0.043,0.83,0,0,0,0.83,0,0,0,1,0,0
6279821,7,2,7804.798262,6.69E-30,5.22E-05,882.5901,49,51,882.5901,       a      0,       X      0,               , P 25P 25     d,0.0333,0.79,-0.004754,0,0,0.79,0,0,0,1,0,0,0.037,0.79,0,0,0,0.79,0,0,0,1,0,0
6279822,7,1,7804.852977,7.91E-30,3.57E-05,1990.2517,35,33,1990.2517,       a      1,       X      1,               , Q 17R 16     d,0.0416,0.81,0,0,0,0.81,0,0,0,1,0,0,0.042,0.81,0,0,0,0.81,0,0,0,1,0,0
6279823,7,1,7805.114346,5.81E-30,2.62E-05,1989.9904,35,37,1989.9904,       a      1,       X      1,               , Q 17P 18     d,0.0416,0.81,0,0,0,0.81,0,0,0,1,0,0,0.042,0.81,0,0,0,0.81,0,0,0,1,0,0
6279824,7,1,7805.626846,4.84E-29,0.0001215,1816.0979,27,27,1816.0979,       a      1,       X      1,               , Q 13Q 13     d,0.0459,0.83,0,0,0,0.83,0,0,0,1,0,0,0.045,0.83,0,0,0,0.83,0,0,0,1,0,0
6279825,7,3,7805.69519,1.46E-30,5.00E-05,837.3536,282,294,837.3536,       a      0,       X      0,               , P 24P 24     d,0.0345,0.8,-0.0048,0,0,0.8,0,0,0,1,0,0,0.038,0.8,0,0,0,0.8,0,0,0,1,0,0
6279826,7,1,7806.277771,1.13E-29,3.64E-05,1896.5637,31,29,1896.5637,       a      1,       X      1,               , Q 15R 14     d,0.0438,0.83,0,0,0,0.83,0,0,0,1,0,0,0.043,0.83,0,0,0,0.83,0,0,0,1,0,0
4,7,1,7806.422378,4.83E-27,5.00E-05,793.2087,45,47,793.2087,       a      0,       X      0,               , P 23P 23     d,0.0378,0.8,-0.003174,0,0.187,0.8,0,0,0,1,0,0,0.041,0.8,0,0,0,0.8,0,0,0,1,0,0
6279828,7,1,7806.50082,7.95E-30,2.57E-05,1896.3406,31,33,1896.3406,       a      1,       X      1,               , Q 15P 16     d,0.0438,0.83,0,0,0,0.83,0,0,0,1,0,0,0.043,0.83,0,0,0,0.83,0,0,0,1,0,0
6279829,7,2,7806.595982,7.54E-30,5.83E-05,880.7923,49,49,880.7923,       a      0,       X      0,               , P 25Q 24     d,0.0333,0.79,-0.004755,0,0,0.79,0,0,0,1,0,0,0.037,0.79,0,0,0,0.79,0,0,0,1,0,0
6279830,7,1,7806.688374,5.79E-29,0.0001211,1745.0806,23,23,1745.0806,       a      1,       X      1,               , Q 11Q 11     d,0.0478,0.84,0,0,0,0.84,0,0,0,1,0,0,0.047,0.84,0,0,0,0.84,0,0,0,1,0,0
6279831,7,3,7806.743281,5.05E-30,2.30E-05,292.7225,150,162,292.7225,       a      0,       X      0,               , O 14P 13     d,0.0469,0.85,-0.004354,0,0,0.85,0,0,0,1,0,0,0.046,0.85,0,0,0,0.85,0,0,0,1,0,0
6279832,7,3,7807.49686,1.65E-30,5.60E-05,835.552,282,282,835.552,       a      0,       X      0,               , P 24Q 23     d,0.0345,0.8,-0.0048,0,0,0.8,0,0,0,1,0,0,0.038,0.8,0,0,0,0.8,0,0,0,1,0,0
6279833,7,1,7807.531007,1.50E-29,3.74E-05,1814.1937,27,25,1814.1937,       a      1,       X      1,               , Q 13R 12     d,0.0459,0.83,0,0,0,0.83,0,0,0,1,0,0,0.045,0.83,0,0,0,0.83,0,0,0,1,0,0
6279834,7,1,7807.578979,6.35E-29,0.0001202,1685.4073,19,19,1685.4073,       a      1,       X      1,               , Q  9Q  9     d,0.0496,0.84,0,0,0,0.84,0,0,0,1,0,0,0.048,0.84,0,0,0,0.84,0,0,0,1,0,0
6279835,7,1,7807.714393,1.01E-29,2.50E-05,1814.0104,27,29,1814.0104,       a      1,       X      1,               , Q 13P 14     d,0.0459,0.83,0,0,0,0.83,0,0,0,1,0,0,0.045,0.83,0,0,0,0.83,0,0,0,1,0,0
5,7,1,7808.227962,5.60E-27,5.62E-05,791.4032,45,45,791.4032,       a      0,       X      0,               , P 23Q 22     d,0.0381,0.8,-0.003126,0,0.192,0.8,0,0,0,1,0,0,0.041,0.8,0,0,0,0.8,0,0,0,1,0,0
6279837,7,1,7808.299224,6.25E-29,0.0001186,1637.0878,15,15,1637.0878,       a      1,       X      1,               , Q  7Q  7     d,0.0513,0.84,0,0,0,0.84,0,0,0,1,0,0,0.05,0.84,0,0,0,0.84,0,0,0,1,0,0
6279838,7,2,7808.394361,8.88E-30,5.20E-05,814.9672,47,49,814.9672,       a      0,       X      0,               , P 24P 24     d,0.0345,0.8,-0.0048,0,0,0.8,0,0,0,1,0,0,0.038,0.8,0,0,0,0.8,0,0,0,1,0,0
6279839,7,1,7808.597343,4.70E-30,4.86E-08,791.0331,45,49,791.0331,       a      0,       X      0,               , P 23O 24     q,0.0409,0.8,0,0,0,0.8,0,0,0,1,0,0,0.04,0.8,0,0,0,0.8,0,0,0,1,0,0
6279840,7,1,7808.61393,1.87E-29,3.86E-05,1743.155,23,21,1743.155,       a      1,       X      1,               , Q 11R 10     d,0.0478,0.84,0,0,0,0.84,0,0,0,1,0,0,0.047,0.84,0,0,0,0.84,0,0,0,1,0,0
6279841,7,1,7808.755583,1.17E-29,2.41E-05,1743.0133,23,25,1743.0133,       a      1,       X      1,               , Q 11P 12     d,0.0478,0.84,0,0,0,0.84,0,0,0,1,0,0,0.047,0.84,0,0,0,0.84,0,0,0,1,0,0
6279842,7,1,7808.849565,5.31E-29,0.0001148,1600.1301,11,11,1600.1301,       a      1,       X      1,               , Q  5Q  5     d,0.0533,0.84,0,0,0,0.84,0,0,0,1,0,0,0.053,0.84,0,0,0,0.84,0,0,0,1,0,0
6279843,7,1,7809.230349,3.42E-29,0.0001025,1574.5401,7,7,1574.5401,       a      1,       X      1,               , Q  3Q  3     d,0.0555,0.84,0,0,0,0.84,0,0,0,1,0,0,0.056,0.84,0,0,0,0.84,0,0,0,1,0,0
6279844,7,3,7809.352946,1.93E-30,4.98E-05,770.6298,270,282,770.6298,       a      0,       X      0,               , P 23P 23     d,0.0356,0.8,-0.004684,0,0,0.8,0,0,0,1,0,0,0.038,0.8,0,0,0,0.8,0,0,0,1,0,0
6279845,7,2,7809.465698,2.86E-29,2.39E-05,284.8744,25,27,284.8744,       a      0,       X      0,               , O 14P 13     d,0.0469,0.85,-0.004354,0,0,0.85,0,0,0,1,0,0,0.046,0.85,0,0,0,0.85,0,0,0,1,0,0
6279846,7,1,7809.528108,2.16E-29,4.05E-05,1683.4581,19,17,1683.4581,       a      1,       X      1,               , Q  9R  8     d,0.0496,0.84,0,0,0,0.84,0,0,0,1,0,0,0.048,0.84,0,0,0,0.84,0,0,0,1,0,0
6279847,7,1,7809.624602,1.22E-29,2.29E-05,1683.3616,19,21,1683.3616,       a      1,       X      1,               , Q  9P 10     d,0.0496,0.84,0,0,0,0.84,0,0,0,1,0,0,0.048,0.84,0,0,0,0.84,0,0,0,1,0,0
6,7,1,7809.894649,1.51E-26,2.27E-05,260.6824,23,25,260.6824,       a      0,       X      0,               , O 13P 12     d,0.0488,0.84,-0.003028,0,0.15,0.84,0,0,0,1,0,0,0.048,0.84,0,0,0,0.84,0,0,0,1,0,0
6279849,7,2,7810.200431,1.01E-29,5.84E-05,813.1611,47,47,813.1611,       a      0,       X      0,               , P 24Q 23     d,0.0345,0.8,-0.0048,0,0,0.8,0,0,0,1,0,0,0.038,0.8,0,0,0,0.8,0,0,0,1,0,0
6279850,7,1,7810.276109,2.31E-29,4.35E-05,1635.1109,15,13,1635.1109,       a      1,       X      1,               , Q  7R  6     d,0.0513,0.84,0,0,0,0.84,0,0,0,1,0,0,0.05,0.84,0,0,0,0.84,0,0,0,1,0,0
6279851,7,1,7810.321117,1.12E-29,2.10E-05,1635.0659,15,17,1635.0659,       a      1,       X      1,               , Q  7P  8     d,0.0513,0.84,0,0,0,0.84,0,0,0,1,0,0,0.05,0.84,0,0,0,0.84,0,0,0,1,0,0
6279852,7,1,7810.843576,8.45E-30,1.81E-05,1598.1361,11,13,1598.1361,       a      1,       X      1,               , Q  5P  6     d,0.0533,0.84,0,0,0,0.84,0,0,0,1,0,0,0.053,0.84,0,0,0,0.84,0,0,0,1,0,0
6279853,7,1,7810.863988,2.29E-29,4.91E-05,1598.1157,11,9,1598.1157,       a      1,       X      1,               , Q  5R  4     d,0.0533,0.84,0,0,0,0.84,0,0,0,1,0,0,0.053,0.84,0,0,0,0.84,0,0,0,1,0,0
6279854,7,3,7811.163266,2.19E-30,5.61E-05,768.8195,270,270,768.8195,       a      0,       X      0,               , P 23Q 22     d,0.0356,0.8,-0.004685,0,0,0.8,0,0,0,1,0,0,0.038,0.8,0,0,0,0.8,0,0,0,1,0,0
6279855,7,1,7811.186732,4.24E-30,1.26E-05,1572.5838,7,9,1572.5838,       a      1,       X      1,               , Q  3P  4     d,0.0555,0.84,0,0,0,0.84,0,0,0,1,0,0,0.056,0.84,0,0,0,0.84,0,0,0,1,0,0
6279856,7,1,7811.315981,2.13E-29,6.34E-05,1572.4545,7,5,1572.4545,       a      1,       X      1,               , Q  3R  2     d,0.0555,0.84,0,0,0,0.84,0,0,0,1,0,0,0.056,0.84,0,0,0,0.84,0,0,0,1,0,0
6279857,7,2,7811.953944,1.16E-29,5.18E-05,750.0289,45,47,750.0289,       a      0,       X      0,               , P 23P 23     d,0.0356,0.8,-0.004684,0,0,0.8,0,0,0,1,0,0,0.038,0.8,0,0,0,0.8,0,0,0,1,0,0
6279858,7,3,7812.779491,5.52E-30,2.26E-05,253.6934,138,150,253.6934,       a      0,       X      0,               , O 13P 12     d,0.0478,0.84,-0.004295,0,0,0.84,0,0,0,1,0,0,0.047,0.84,0,0,0,0.84,0,0,0,1,0,0
6279859,7,3,7812.973216,2.50E-30,4.96E-05,706.6664,258,270,706.6664,       a      0,       X      0,               , P 22P 22     d,0.0368,0.8,-0.004649,0,0,0.8,0,0,0,1,0,0,0.039,0.8,0,0,0,0.8,0,0,0,1,0,0
6279860,7,2,7813.768408,1.32E-29,5.84E-05,748.2144,45,45,748.2144,       a      0,       X      0,               , P 23Q 22     d,0.0356,0.8,-0.004685,0,0,0.8,0,0,0,1,0,0,0.038,0.8,0,0,0,0.8,0,0,0,1,0,0
7,7,1,7813.843902,8.16E-27,4.95E-05,664.2595,41,43,664.2595,       a      0,       X      0,               , P 21P 21     d,0.0402,0.8,-0.003145,0,0.185,0.8,0,0,0,1,0,0,0.042,0.8,0,0,0,0.8,0,0,0,1,0,0
6279862,7,1,7814.558763,2.77E-29,3.97E-08,128.492,13,17,128.492,       a      0,       X      0,               , N  9O  8     q,0.0526,0.86,0,0,0,0.86,0,0,0,1,0,0,0.051,0.86,0,0,0,0.86,0,0,0,1,0,0
6279863,7,3,7814.792239,2.86E-30,5.62E-05,704.8474,258,258,704.8474,       a      0,       X      0,               , P 22Q 21     d,0.0368,0.8,-0.00465,0,0,0.8,0,0,0,1,0,0,0.039,0.8,0,0,0,0.8,0,0,0,1,0,0
6279864,7,1,7815.044552,3.77E-29,0.000148,1560.3221,5,3,1560.3221,       a      1,       X      1,               , R  1R  1     d,0.0568,0.84,0,0,0,0.84,0,0,0,1,0,0,0.058,0.84,0,0,0,0.84,0,0,0,1,0,0
6279865,7,2,7815.339941,3.11E-29,2.36E-05,246.8923,23,25,246.8923,       a      0,       X      0,               , O 13P 12     d,0.0478,0.84,-0.004295,0,0,0.84,0,0,0,1,0,0,0.047,0.84,0,0,0,0.84,0,0,0,1,0,0
6279866,7,2,7815.47704,1.49E-29,5.16E-05,687.7777,43,45,687.7777,       a      0,       X      0,               , P 22P 22     d,0.0368,0.8,-0.004649,0,0,0.8,0,0,0,1,0,0,0.039,0.8,0,0,0,0.8,0,0,0,1,0,0
8,7,1,7815.667537,9.54E-27,5.63E-05,662.4359,41,41,662.4359,       a      0,       X      0,               , P 21Q 20     d,0.0402,0.8,-0.003106,0,0.184,0.8,0,0,0,1,0,0,0.042,0.8,0,0,0,0.8,0,0,0,1,0,0
6279868,7,1,7816.000678,7.92E-30,4.81E-08,662.102,41,45,662.102,       a      0,       X      0,               , P 21O 22     q,0.0425,1.06,0,0,0,1.06,0,0,0,1,0,0,0.041,1.06,0,0,0,1.06,0,0,0,1,0,0
6279869,7,3,7816.556023,3.20E-30,4.94E-05,645.466,246,258,645.466,       a      0,       X      0,               , P 21P 21     d,0.038,0.8,-0.004609,0,0,0.8,0,0,0,1,0,0,0.04,0.8,0,0,0,0.8,0,0,0,1,0,0
6279870,7,1,7816.929668,9.72E-30,3.78E-05,1558.437,5,5,1558.437,       a      1,       X      1,               , R  1Q  2     d,0.0568,0.84,0,0,0,0.84,0,0,0,1,0,0,0.058,0.84,0,0,0,0.84,0,0,0,1,0,0
6279871,7,2,7817.299949,1.71E-29,5.85E-05,685.9548,43,43,685.9548,       a      0,       X      0,               , P 22Q 21     d,0.0368,0.8,-0.00465,0,0,0.8,0,0,0,1,0,0,0.039,0.8,0,0,0,0.8,0,0,0,1,0,0
6279872,7,3,7818.383811,3.67E-30,5.62E-05,643.6382,246,246,643.6382,       a      0,       X      0,               , P 21Q 20     d,0.038,0.8,-0.00461,0,0,0.8,0,0,0,1,0,0,0.04,0.8,0,0,0,0.8,0,0,0,1,0,0
6279873,7,3,7818.779856,5.89E-30,2.22E-05,217.4447,126,138,217.4447,       a      0,       X      0,               , O 12P 11     d,0.0487,0.84,-0.004239,0,0,0.84,0,0,0,1,0,0,0.047,0.84,0,0,0,0.84,0,0,0,1,0,0
6279874,7,2,7818.963671,1.89E-29,5.14E-05,628.216,41,43,628.216,       a      0,       X      0,               , P 21P 21     d,0.038,0.8,-0.004609,0,0,0.8,0,0,0,1,0,0,0.04,0.8,0,0,0,0.8,0,0,0,1,0,0
6279875,7,3,7820.101385,4.01E-30,4.91E-05,587.0309,234,246,587.0309,       a      0,       X      0,               , P 20P 20     d,0.0392,0.81,-0.004567,0,0,0.81,0,0,0,1,0,0,0.041,0.81,0,0,0,0.81,0,0,0,1,0,0
6279876,7,1,7820.434833,4.40E-29,0.000103,1574.5401,9,7,1574.5401,       a      1,       X      1,               , R  3R  3     d,0.0543,0.84,0,0,0,0.84,0,0,0,1,0,0,0.054,0.84,0,0,0,0.84,0,0,0,1,0,0
6279877,7,2,7820.795081,2.18E-29,5.86E-05,626.3846,41,41,626.3846,       a      0,       X      0,               , P 21Q 20     d,0.038,0.8,-0.00461,0,0,0.8,0,0,0,1,0,0,0.04,0.8,0,0,0,0.8,0,0,0,1,0,0
9,7,1,7821.111136,1.28E-26,4.88E-05,546.7042,37,39,546.7042,       a      0,       X      0,               , P 19P 19     d,0.0421,0.81,-0.003041,0,0.176,0.81,0,0,0,1,0,0,0.043,0.81,0,0,0,0.81,0,0,0,1,0,0
6279879,7,2,7821.179247,3.31E-29,2.31E-05,211.6163,21,23,211.6163,       a      0,       X      0,               , O 12P 11     d,0.0487,0.84,-0.004239,0,0,0.84,0,0,0,1,0,0,0.047,0.84,0,0,0,0.84,0,0,0,1,0,0
6279880,7,3,7821.938007,4.64E-30,5.63E-05,585.1943,234,234,585.1943,       a      0,       X      0,               , P 20Q 19     d,0.0392,0.81,-0.004568,0,0,0.81,0,0,0,1,0,0,0.041,0.81,0,0,0,0.81,0,0,0,1,0,0
10,7,1,7822.222347,1.69E-26,2.16E-05,188.8531,19,21,188.8531,       a      0,       X      0,               , O 11P 10     d,0.0505,0.84,-0.002919,0,0.141,0.84,0,0,0,1,0,0,0.05,0.84,0,0,0,0.84,0,0,0,1,0,0
6279882,7,1,7822.391215,2.29E-29,5.32E-05,1572.5838,9,9,1572.5838,       a      1,       X      1,               , R  3Q  4     d,0.0543,0.84,0,0,0,0.84,0,0,0,1,0,0,0.054,0.84,0,0,0,0.84,0,0,0,1,0,0
6279883,7,2,7822.413852,2.36E-29,5.11E-05,571.346,39,41,571.346,       a      0,       X      0,               , P 20P 20     d,0.0392,0.81,-0.004567,0,0,0.81,0,0,0,1,0,0,0.041,0.81,0,0,0,0.81,0,0,0,1,0,0
11,7,1,7822.953124,1.52E-26,5.62E-05,544.8622,37,37,544.8622,       a      0,       X      0,               , P 19Q 18     d,0.0421,0.81,-0.002912,0,0.174,0.81,0,0,0,1,0,0,0.043,0.81,0,0,0,0.81,0,0,0,1,0,0
6279885,7,1,7823.249526,1.25E-29,4.75E-08,544.5651,37,41,544.5651,       a      0,       X      0,               , P 19O 20     q,0.0439,0.81,0,0,0,0.81,0,0,0,1,0,0,0.043,0.81,0,0,0,0.81,0,0,0,1,0,0
6279886,7,3,7823.609313,4.96E-30,4.88E-05,531.3635,222,234,531.3635,       a      0,       X      0,               , P 19P 19     d,0.0404,0.81,-0.004522,0,0,0.81,0,0,0,1,0,0,0.041,0.81,0,0,0,0.81,0,0,0,1,0,0
6279887,7,2,7824.25383,2.73E-29,5.87E-05,569.5061,39,39,569.5061,       a      0,       X      0,               , P 20Q 19     d,0.0392,0.81,-0.004568,0,0,0.81,0,0,0,1,0,0,0.041,0.81,0,0,0,0.81,0,0,0,1,0,0
6279888,7,3,7824.744308,6.12E-30,2.17E-05,183.9777,114,126,183.9777,       a      0,       X      0,               , O 11P 10     d,0.0496,0.84,-0.004172,0,0,0.84,0,0,0,1,0,0,0.048,0.84,0,0,0,0.84,0,0,0,1,0,0
6279889,7,1,7825.33346,1.95E-29,5.42E-05,1558.437,7,5,1558.437,       a      1,       X      1,               , S  1R  2     d,0.0555,0.84,0,0,0,0.84,0,0,0,1,0,0,0.056,0.84,0,0,0,0.84,0,0,0,1,0,0
6279890,7,3,7825.45485,5.78E-30,5.64E-05,529.518,222,222,529.518,       a      0,       X      0,               , P 19Q 18     d,0.0404,0.81,-0.004523,0,0,0.81,0,0,0,1,0,0,0.041,0.81,0,0,0,0.81,0,0,0,1,0,0
6279891,7,1,7825.653832,4.84E-29,8.89E-05,1600.1301,13,11,1600.1301,       a      1,       X      1,               , R  5R  5     d,0.0523,0.84,0,0,0,0.84,0,0,0,1,0,0,0.052,0.84,0,0,0,0.84,0,0,0,1,0,0
6279892,7,2,7825.827595,2.89E-29,5.08E-05,517.17,37,39,517.17,       a      0,       X      0,               , P 19P 19     d,0.0404,0.81,-0.004522,0,0,0.81,0,0,0,1,0,0,0.041,0.81,0,0,0,0.81,0,0,0,1,0,0
6279893,7,2,7826.983549,3.42E-29,2.26E-05,179.0475,19,21,179.0475,       a      0,       X      0,               , O 11P 10     d,0.0496,0.84,-0.004172,0,0,0.84,0,0,0,1,0,0,0.048,0.84,0,0,0,0.84,0,0,0,1,0,0
6279894,7,3,7827.07981,6.02E-30,4.85E-05,478.466,210,222,478.466,       a      0,       X      0,               , P 18P 18     d,0.0416,0.81,-0.004474,0,0,0.81,0,0,0,1,0,0,0.042,0.81,0,0,0,0.81,0,0,0,1,0,0
6279895,7,1,7827.647844,3.14E-29,5.72E-05,1598.1361,13,13,1598.1361,       a      1,       X      1,               , R  5Q  6     d,0.0523,0.84,0,0,0,0.84,0,0,0,1,0,0,0.052,0.84,0,0,0,0.84,0,0,0,1,0,0
6279896,7,2,7827.676215,3.37E-29,5.88E-05,515.3214,37,37,515.3214,       a      0,       X      0,               , P 19Q 18     d,0.0404,0.81,-0.004523,0,0,0.81,0,0,0,1,0,0,0.041,0.81,0,0,0,0.81,0,0,0,1,0,0
12,7,1,7828.224149,1.89E-26,4.81E-05,440.5618,33,35,440.5618,       a      0,       X      0,               , P 17P 17     d,0.0441,0.83,-0.00295,0,0.17,0.83,0,0,0,1,0,0,0.044,0.83,0,0,0,0.83,0,0,0,1,0,0
6279898,7,3,7828.934357,7.07E-30,5.65E-05,476.6115,210,210,476.6115,       a      0,       X      0,               , P 18Q 17     d,0.0416,0.81,-0.004475,0,0,0.81,0,0,0,1,0,0,0.042,0.81,0,0,0,0.81,0,0,0,1,0,0
6279899,7,2,7829.204904,3.48E-29,5.04E-05,465.69,35,37,465.69,       a      0,       X      0,               , P 18P 18     d,0.0416,0.81,-0.004474,0,0,0.81,0,0,0,1,0,0,0.042,0.81,0,0,0,0.81,0,0,0,1,0,0
13,7,1,7830.084897,2.27E-26,5.65E-05,438.701,33,33,438.701,       a      0,       X      0,               , P 17Q 16     d,0.0441,0.83,-0.002926,0,0.167,0.83,0,0,0,1,0,0,0.044,0.83,0,0,0,0.83,0,0,0,1,0,0
6279901,7,1,7830.343883,1.83E-29,4.67E-08,438.4413,33,37,438.4413,       a      0,       X      0,               , P 17O 18     q,0.0453,0.87,0,0,0,0.87,0,0,0,1,0,0,0.044,0.87,0,0,0,0.87,0,0,0,1,0,0
6279902,7,3,7830.512877,7.17E-30,4.81E-05,428.3404,198,210,428.3404,       a      0,       X      0,               , P 17P 17     d,0.0427,0.83,-0.004423,0,0,0.83,0,0,0,1,0,0,0.043,0.83,0,0,0,0.83,0,0,0,1,0,0
6279903,7,3,7830.672811,6.15E-30,2.10E-05,153.2936,102,114,153.2936,       a      0,       X      0,               , O 10P  9     d,0.0504,0.84,-0.004105,0,0,0.84,0,0,0,1,0,0,0.049,0.84,0,0,0,0.84,0,0,0,1,0,0
6279904,7,1,7830.700326,4.88E-29,8.21E-05,1637.0878,17,15,1637.0878,       a      1,       X      1,               , R  7R  7     d,0.0504,0.84,0,0,0,0.84,0,0,0,1,0,0,0.049,0.84,0,0,0,0.84,0,0,0,1,0,0
6279905,7,2,7831.062255,4.10E-29,5.88E-05,463.8327,35,35,463.8327,       a      0,       X      0,               , P 18Q 17     d,0.0416,0.81,-0.004475,0,0,0.81,0,0,0,1,0,0,0.042,0.81,0,0,0,0.81,0,0,0,1,0,0
6279906,7,1,7832.258295,1.91E-29,3.13E-08,79.607,9,13,79.607,       a      0,       X      0,               , N  7O  6     q,0.0548,1.01,0,0,0,1.01,0,0,0,1,0,0,0.053,1.01,0,0,0,1.01,0,0,0,1,0,0
6279907,7,3,7832.376545,8.51E-30,5.65E-05,426.4768,198,198,426.4768,       a      0,       X      0,               , P 17Q 16     d,0.0427,0.83,-0.004424,0,0,0.83,0,0,0,1,0,0,0.043,0.83,0,0,0,0.83,0,0,0,1,0,0
6279908,7,2,7832.545777,4.13E-29,5.00E-05,416.908,33,35,416.908,       a      0,       X      0,               , P 17P 17     d,0.0427,0.83,-0.004423,0,0,0.83,0,0,0,1,0,0,0.043,0.83,0,0,0,0.83,0,0,0,1,0,0
6279909,7,1,7832.722219,3.54E-29,5.89E-05,1635.0659,17,17,1635.0659,       a      1,       X      1,               , R  7Q  8     d,0.0504,0.84,0,0,0,0.84,0,0,0,1,0,0,0.049,0.84,0,0,0,0.84,0,0,0,1,0,0
6279910,7,2,7832.75281,3.42E-29,2.19E-05,149.1871,17,19,149.1871,       a      0,       X      0,               , O 10P  9     d,0.0504,0.84,-0.004105,0,0,0.84,0,0,0,1,0,0,0.049,0.84,0,0,0,0.84,0,0,0,1,0,0
6279911,7,3,7833.908505,8.40E-30,4.77E-05,380.9887,186,198,380.9887,       a      0,       X      0,               , P 16P 16     d,0.0438,0.83,-0.005369,0,0,0.83,0,0,0,1,0,0,0.043,0.83,0,0,0,0.83,0,0,0,1,0,0
14,7,1,7834.402193,1.66E-26,2.01E-05,128.492,15,17,128.492,       a      0,       X      0,               , O  9P  8     d,0.0524,0.84,-0.002666,0,0.141,0.84,0,0,0,1,0,0,0.051,0.84,0,0,0,0.84,0,0,0,1,0,0
6279913,7,2,7834.411962,4.90E-29,5.89E-05,415.0418,33,33,415.0418,       a      0,       X      0,               , P 17Q 16     d,0.0427,0.83,-0.004424,0,0,0.83,0,0,0,1,0,0,0.043,0.83,0,0,0,0.83,0,0,0,1,0,0
15,7,1,7835.182904,2.57E-26,4.72E-05,345.8495,29,31,345.8495,       a      0,       X      0,               , P 15P 15     d,0.0459,0.83,-0.002793,0,0.161,0.83,0,0,0,1,0,0,0.045,0.83,0,0,0,0.83,0,0,0,1,0,0
6279915,7,1,7835.572984,4.53E-29,7.81E-05,1685.4073,21,19,1685.4073,       a      1,       X      1,               , R  9R  9     d,0.0487,0.84,0,0,0,0.84,0,0,0,1,0,0,0.047,0.84,0,0,0,0.84,0,0,0,1,0,0
6279916,7,3,7835.781426,1.01E-29,5.66E-05,379.1158,186,186,379.1158,       a      0,       X      0,               , P 16Q 15     d,0.0438,0.83,-0.00437,0,0,0.83,0,0,0,1,0,0,0.043,0.83,0,0,0,0.83,0,0,0,1,0,0
6279917,7,2,7835.850207,4.80E-29,4.96E-05,370.8258,31,33,370.8258,       a      0,       X      0,               , P 16P 16     d,0.0438,0.83,-0.005369,0,0,0.83,0,0,0,1,0,0,0.043,0.83,0,0,0,0.83,0,0,0,1,0,0
6279918,7,1,7836.395898,2.38E-29,4.54E-05,1572.5838,11,9,1572.5838,       a      1,       X      1,               , S  3R  4     d,0.0533,0.84,0,0,0,0.84,0,0,0,1,0,0,0.053,0.84,0,0,0,0.84,0,0,0,1,0,0
6279919,7,3,7836.565376,5.96E-30,2.02E-05,125.3935,90,102,125.3935,       a      0,       X      0,               , O  9P  8     d,0.0513,0.84,-0.004031,0,0,0.84,0,0,0,1,0,0,0.05,0.84,0,0,0,0.84,0,0,0,1,0,0
16,7,1,7837.062985,3.15E-26,5.65E-05,343.9694,29,29,343.9694,       a      0,       X      0,               , P 15Q 14     d,0.0458,0.83,-0.002783,0,0.159,0.83,0,0,0,1,0,0,0.045,0.83,0,0,0,0.83,0,0,0,1,0,0
6279921,7,3,7837.266681,9.65E-30,4.72E-05,336.4128,174,186,336.4128,       a      0,       X      0,               , P 15P 15     d,0.0449,0.83,-0.004312,0,0,0.83,0,0,0,1,0,0,0.044,0.83,0,0,0,0.83,0,0,0,1,0,0
6279922,7,1,7837.283607,2.49E-29,4.57E-08,343.7481,29,33,343.7481,       a      0,       X      0,               , P 15O 16     q,0.0466,0.62,0,0,0,0.62,0,0,0,1,0,0,0.045,0.62,0,0,0,0.62,0,0,0,1,0,0
6279923,7,1,7837.618607,3.51E-29,5.99E-05,1683.3616,21,21,1683.3616,       a      1,       X      1,               , R  9Q 10     d,0.0487,0.84,0,0,0,0.84,0,0,0,1,0,0,0.047,0.84,0,0,0,0.84,0,0,0,1,0,0
6279924,7,2,7837.72535,5.76E-29,5.90E-05,368.9507,31,31,368.9507,       a      0,       X      0,               , P 16Q 15     d,0.0438,0.83,-0.00437,0,0,0.83,0,0,0,1,0,0,0.043,0.83,0,0,0,0.83,0,0,0,1,0,0
