trans_id,molec_id,local_iso_id,nu,sw,a,elower,gp,gpp,elower,global_upper_quanta,global_lower_quanta,local_upper_quanta,local_lower_quanta,gamma0_air,n_gamma0_air,delta0_air,n_delta0_air,SD_gamma_air,n_gamma2_air,SD_delta_air,n_delta2_air,nuVC_air,n_nuVC_air,eta_air,y_air,n_y_air,gamma0_self,n_gamma0_self,delta0_self,n_delta0_self,SD_gamma_self,n_gamma2_self,SD_delta_self,n_delta2_self,nuVC_self,n_nuVC_self,eta_self,y_self,n_y_self
6794379,2,1,6304.359384,9.88E-29,0.01449,2766.0674,41,43,2766.0674,       4 2 2 13,       1 2 2 02,               ,     P 21f     ,0.0724,0.71,-0.006916,0,0.076766443,0.71,0,0,0,1,0,0,1,0.099,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0,1
6794380,2,1,6304.366815,1.20E-24,0.006963,843.0301,91,93,843.0301,       3 0 0 12,       0 0 0 01,               ,     P 46e     ,0.0677,0.75,-0.00754,0,0.066177969,0.75,0,0,0,1,0,0,1,0.077,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0,1
6794382,2,1,6304.37355,1.37E-26,0.00665,1784.2806,105,107,1784.2806,       3 1 1 12,       0 1 1 01,               ,     P 53e     ,0.067,0.73,-0.007689,0,0.071472206,0.73,0,0,0,1,0,0,1,0.073,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6794385,2,1,6304.407528,9.26E-29,0.01797,2996.604,95,97,2996.604,       4 1 1 12,       1 1 1 01,               ,     P 48f     ,0.0675,0.74,-0.00757,0,0.068825087,0.74,0,0,0,1,0,0,1,0.075,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6794387,2,1,6304.47059,5.39E-29,0.02376,3127.5945,79,77,3127.5945,       5 0 0 14,       2 0 0 03,               ,     R 38e     ,0.0683,0.76,-0.007419,0,0.06353085,0.76,0,0,0,1,0,0,1,0.083,0.76,0,0,0.08,0.76,0,0,0,1,0,0,1
6794388,2,1,6304.478149,1.12E-28,0.001056,2382.4216,99,101,2382.4216,       2 1 1 23,       1 0 0 01,               ,     P 50e     ,0.0674,0.73,-0.008238,0,0.071472206,0.73,0,0,0,1,0,0,1,0.074,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6794389,2,1,6304.616555,8.07E-30,0.02249,3416.811,51,49,3416.811,       5 1 1 14,       2 1 1 03,               ,     R 24f     ,0.0705,0.73,-0.007101,0,0.071472206,0.73,0,0,0,1,0,0,1,0.096,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6794392,2,1,6304.699041,2.79E-27,0.01577,2038.9984,31,33,2038.9984,       4 1 1 13,       1 1 1 02,               ,     P 16f     ,0.0761,0.69,-0.006514,0,0.082060681,0.69,0,0,0,1,0,0,1,0.103,0.69,0,0,0.103333333,0.69,0,0,0,1,0,0,1
6794393,2,1,6304.707353,7.69E-30,0.0226,3435.5596,53,51,3435.5596,       5 1 1 14,       2 1 1 03,               ,     R 25e     ,0.0702,0.74,-0.007152,0,0.068825087,0.74,0,0,0,1,0,0,1,0.095,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6794394,2,1,6304.731491,8.45E-29,3.99E-06,1246.9205,79,77,1246.9205,       2 3 3 12,       0 1 1 01,               ,     R 38f     ,0.0683,0.76,-0.007419,0,0.06353085,0.76,0,0,0,1,0,0,1,0.083,0.76,0,0,0.08,0.76,0,0,0,1,0,0,1
6794395,2,1,6304.741374,1.74E-30,0.00438,3501.0747,85,87,3501.0747,       3 1 1 23,       1 2 2 01,               ,     P 43f     ,0.0681,0.75,-0.008076,0,0.066177969,0.75,0,0,0,1,0,0,1,0.079,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0,1
6794396,2,1,6304.749707,1.36E-30,0.02653,3340.136,5,3,3340.136,       5 1 1 13,       2 1 1 02,               ,     R  1e     ,0.0893,0.78,-0.004675,0,0.058236612,0.78,0,0,0,1,0,0,1,0.12,0.78,0,0,0.073333333,0.78,0,0,0,1,0,0,1
6794405,2,1,6304.882982,2.52E-28,0.04585,2752.9451,31,29,2752.9451,       5 0 0 13,       2 0 0 02,               ,     R 14e     ,0.0771,0.69,-0.006226,0,0.082060681,0.69,0,0,0,1,0,0,1,0.104,0.69,0,0,0.103333333,0.69,0,0,0,1,0,0,1
6794406,2,1,6304.889639,1.15E-30,0.0001866,2963.7305,97,99,2963.7305,       2 2 2 23,       0 3 3 01,               ,     P 49e     ,0.0675,0.74,-0.008215,0,0.068825087,0.74,0,0,0,1,0,0,1,0.075,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6794409,2,1,6304.96994,8.73E-29,3.65E-06,1216.351,77,75,1216.351,       2 3 3 12,       0 1 1 01,               ,     R 37e     ,0.0684,0.76,-0.007403,0,0.06353085,0.76,0,0,0,1,0,0,1,0.083,0.76,0,0,0.08,0.76,0,0,0,1,0,0,1
6794410,2,1,6304.97892,3.72E-30,0.01372,3439.2695,43,45,3439.2695,       4 3 3 13,       1 3 3 02,               ,     P 22f     ,0.0718,0.72,-0.006965,0,0.074119325,0.72,0,0,0,1,0,0,1,0.098,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6794411,2,1,6304.981712,2.87E-28,0.006419,2583.9197,111,113,2583.9197,       3 2 2 12,       0 2 2 01,               ,     P 56e     ,0.0666,0.72,-0.007811,0,0.074119325,0.72,0,0,0,1,0,0,1,0.071,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6794412,2,1,6305.050542,2.42E-29,1.55E-05,1748.578,67,65,1748.578,       5 1 1 02,       0 2 2 01,               ,     R 32e     ,0.0688,0.76,-0.006735,0,0.06353085,0.76,0,0,0,1,0,0,1,0.088,0.76,0,0,0.08,0.76,0,0,0,1,0,0,1
6794413,2,1,6305.099052,3.01E-26,0.02012,1293.2178,7,9,1293.2178,       4 0 0 13,       1 0 0 02,               ,     P  4e     ,0.0879,0.77,-0.004821,0,0.060883731,0.77,0,0,0,1,0,0,1,0.118,0.77,0,0,0.076666667,0.77,0,0,0,1,0,0,1
6794414,2,1,6305.102776,4.20E-29,0.02379,3189.301,83,81,3189.301,       5 0 0 14,       2 0 0 03,               ,     R 40e     ,0.0682,0.76,-0.007443,0,0.06353085,0.76,0,0,0,1,0,0,1,0.081,0.76,0,0,0.08,0.76,0,0,0,1,0,0,1
6794415,2,1,6305.122645,1.09E-30,8.70E-06,2123.3008,33,35,2123.3008,       5 2 2 02,       0 3 3 01,               ,     P 17e     ,0.0751,0.69,-0.006094,0,0.082060681,0.69,0,0,0,1,0,0,1,0.102,0.69,0,0,0.103333333,0.69,0,0,0,1,0,0,1
6794416,2,1,6305.122661,1.44E-29,0.02863,3437.4692,79,81,3437.4692,       5 0 0 12,       2 0 0 01,               ,     P 40e     ,0.0682,0.76,-0.007427,0,0.06353085,0.76,0,0,0,1,0,0,1,0.082,0.76,0,0,0.08,0.76,0,0,0,1,0,0,1
6794417,2,1,6305.12471,8.43E-30,0.005977,3298.9131,113,115,3298.9131,       3 3 3 12,       0 3 3 01,               ,     P 57e     ,0.0664,0.71,-0.007842,0,0.076766443,0.71,0,0,0,1,0,0,1,0.071,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0,1
6794421,2,1,6305.203985,3.21E-30,0.01476,3643.405,93,95,3643.405,       4 2 2 12,       1 2 2 01,               ,     P 47f     ,0.0676,0.74,-0.007555,0,0.068825087,0.74,0,0,0,1,0,0,1,0.076,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6794422,2,1,6305.274523,1.70E-30,0.0001703,2630.4919,31,29,2630.4919,       6 1 1 03,       2 0 0 03,               ,     R 14e     ,0.077,0.69,-0.005709,0,0.082060681,0.69,0,0,0,1,0,0,1,0.104,0.69,0,0,0.103333333,0.69,0,0,0,1,0,0,1
6794423,2,1,6305.293067,1.02E-28,0.01452,2749.6138,39,41,2749.6138,       4 2 2 13,       1 2 2 02,               ,     P 20e     ,0.073,0.7,-0.006863,0,0.079413562,0.7,0,0,0,1,0,0,1,0.1,0.7,0,0,0.1,0.7,0,0,0,1,0,0,1
6794424,2,1,6305.32073,1.12E-26,0.006587,1828.2062,107,109,1828.2062,       3 1 1 12,       0 1 1 01,               ,     P 54f     ,0.0668,0.72,-0.00773,0,0.074119325,0.72,0,0,0,1,0,0,1,0.072,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6794426,2,1,6305.322362,2.54E-29,1.25E-05,1675.7772,61,59,1675.7772,       5 1 1 02,       0 2 2 01,               ,     R 29f     ,0.0692,0.75,-0.006688,0,0.066177969,0.75,0,0,0,1,0,0,1,0.091,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0,1
6794428,2,1,6305.392898,1.12E-29,1.30E-06,1522.1611,123,125,1522.1611,       3 3 3 01,       0 0 0 01,               ,     P 62e     ,0.0655,0.7,-0.007362,0,0.079413562,0.7,0,0,0,1,0,0,1,0.069,0.7,0,0,0.1,0.7,0,0,0,1,0,0,1
6794430,2,1,6305.428243,1.04E-28,5.52E-05,1697.5825,63,65,1697.5825,       5 1 1 02,       1 0 0 02,               ,     P 32e     ,0.0689,0.76,-0.006712,0,0.06353085,0.76,0,0,0,1,0,0,1,0.089,0.76,0,0,0.08,0.76,0,0,0,1,0,0,1
6794431,2,1,6305.47058,2.84E-27,1.37E-06,197.4166,47,45,197.4166,       2 2 2 12,       0 0 0 01,               ,     R 22e     ,0.0713,0.72,-0.006993,0,0.074119325,0.72,0,0,0,1,0,0,1,0.097,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6794432,2,1,6305.491731,2.78E-27,0.0158,2026.2404,29,31,2026.2404,       4 1 1 13,       1 1 1 02,               ,     P 15e     ,0.0771,0.69,-0.006377,0,0.082060681,0.69,0,0,0,1,0,0,1,0.104,0.69,0,0,0.103333333,0.69,0,0,0,1,0,0,1
6794433,2,1,6305.510252,1.07E-30,8.40E-05,2733.0562,65,63,2733.0562,       4 1 1 11,       0 0 0 11,               ,     R 31e     ,0.0689,0.76,-0.006725,0,0.06353085,0.76,0,0,0,1,0,0,1,0.089,0.76,0,0,0.08,0.76,0,0,0,1,0,0,1
6794434,2,1,6305.521344,2.39E-30,0.03372,3341.7029,7,5,3341.7029,       5 1 1 13,       2 1 1 02,               ,     R  2f     ,0.0885,0.78,-0.004698,0,0.058236612,0.78,0,0,0,1,0,0,1,0.119,0.78,0,0,0.073333333,0.78,0,0,0,1,0,0,1
6794440,2,1,6305.691499,3.22E-29,0.02382,3254.1223,87,85,3254.1223,       5 0 0 14,       2 0 0 03,               ,     R 42e     ,0.068,0.75,-0.007471,0,0.066177969,0.75,0,0,0,1,0,0,1,0.079,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0,1
6794443,2,1,6305.707399,7.18E-30,0.02255,3456.8076,55,53,3456.8076,       5 1 1 14,       2 1 1 03,               ,     R 26f     ,0.0699,0.74,-0.007195,0,0.068825087,0.74,0,0,0,1,0,0,1,0.094,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6794444,2,1,6305.714023,6.78E-30,0.02265,3476.9836,57,55,3476.9836,       5 1 1 14,       2 1 1 03,               ,     R 27e     ,0.0696,0.74,-0.007235,0,0.068825087,0.74,0,0,0,1,0,0,1,0.093,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6794447,2,1,6305.806167,1.97E-30,0.0002267,2884.4653,93,91,2884.4653,       6 0 0 02,       1 1 1 01,               ,     R 45e     ,0.0677,0.75,-0.006896,0,0.066177969,0.75,0,0,0,1,0,0,1,0.077,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0,1
6794448,2,1,6305.827631,4.14E-30,0.01626,3606.5828,91,93,3606.5828,       4 2 2 12,       1 2 2 01,               ,     P 46e     ,0.0677,0.75,-0.00754,0,0.066177969,0.75,0,0,0,1,0,0,1,0.077,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0,1
6794451,2,1,6305.906492,3.86E-30,0.01373,3421.9988,41,43,3421.9988,       4 3 3 13,       1 3 3 02,               ,     P 21e     ,0.0724,0.71,-0.006916,0,0.076766443,0.71,0,0,0,1,0,0,1,0.099,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0,1
6794453,2,1,6305.929796,4.44E-27,0.01614,2160.3091,87,89,2160.3091,       4 0 0 12,       1 0 0 01,               ,     P 44e     ,0.068,0.75,-0.007489,0,0.066177969,0.75,0,0,0,1,0,0,1,0.078,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0,1
6794455,2,1,6305.969677,7.98E-29,4.85E-06,1308.6716,83,81,1308.6716,       2 3 3 12,       0 1 1 01,               ,     R 40f     ,0.0682,0.76,-0.007443,0,0.06353085,0.76,0,0,0,1,0,0,1,0.081,0.76,0,0,0.08,0.76,0,0,0,1,0,0,1
6794457,2,1,6306.046858,1.51E-28,0.01808,2884.4653,89,91,2884.4653,       4 1 1 12,       1 1 1 01,               ,     P 45e     ,0.0679,0.75,-0.00752,0,0.066177969,0.75,0,0,0,1,0,0,1,0.078,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0,1
6794458,2,1,6306.053253,1.31E-30,0.0001797,2925.344,95,97,2925.344,       2 2 2 23,       0 3 3 01,               ,     P 48f     ,0.0676,0.74,-0.00819,0,0.068825087,0.74,0,0,0,1,0,0,1,0.076,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6794463,2,1,6306.200991,2.54E-28,0.04599,2777.094,35,33,2777.094,       5 0 0 13,       2 0 0 02,               ,     R 16e     ,0.0752,0.69,-0.006524,0,0.082060681,0.69,0,0,0,1,0,0,1,0.102,0.69,0,0,0.103333333,0.69,0,0,0,1,0,0,1
6794464,2,1,6306.224779,1.04E-29,0.006041,3254.2874,111,113,3254.2874,       3 3 3 12,       0 3 3 01,               ,     P 56f     ,0.0666,0.72,-0.007811,0,0.074119325,0.72,0,0,0,1,0,0,1,0.071,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6794465,2,1,6306.22769,1.05E-28,0.01454,2733.9387,37,39,2733.9387,       4 2 2 13,       1 2 2 02,               ,     P 19f     ,0.0736,0.7,-0.006804,0,0.079413562,0.7,0,0,0,1,0,0,1,0.101,0.7,0,0,0.1,0.7,0,0,0,1,0,0,1
6794466,2,1,6306.236988,2.42E-29,0.02385,3322.0566,91,89,3322.0566,       5 0 0 14,       2 0 0 03,               ,     R 44e     ,0.0679,0.75,-0.007501,0,0.066177969,0.75,0,0,0,1,0,0,1,0.078,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0,1
6794468,2,1,6306.253701,3.33E-30,0.03691,3344.0361,9,7,3344.0361,       5 1 1 13,       2 1 1 02,               ,     R  3e     ,0.0879,0.77,-0.004668,0,0.060883731,0.77,0,0,0,1,0,0,1,0.118,0.77,0,0,0.076666667,0.77,0,0,0,1,0,0,1
6794469,2,1,6306.31084,8.38E-29,4.46E-06,1276.4476,81,79,1276.4476,       2 3 3 12,       0 1 1 01,               ,     R 39e     ,0.0682,0.76,-0.00743,0,0.06353085,0.76,0,0,0,1,0,0,1,0.082,0.76,0,0,0.08,0.76,0,0,0,1,0,0,1
6794470,2,1,6306.337401,2.24E-29,1.74E-05,1801.0198,71,69,1801.0198,       5 1 1 02,       0 2 2 01,               ,     R 34e     ,0.0686,0.76,-0.006754,0,0.06353085,0.76,0,0,0,1,0,0,1,0.086,0.76,0,0,0.08,0.76,0,0,0,1,0,0,1
6794471,2,1,6306.385711,3.50E-28,0.006437,2540.1562,109,111,2540.1562,       3 2 2 12,       0 2 2 01,               ,     P 55f     ,0.0667,0.72,-0.007775,0,0.074119325,0.72,0,0,0,1,0,0,1,0.072,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6794477,2,1,6306.469918,1.28E-28,0.01811,2922.3542,91,93,2922.3542,       4 1 1 12,       1 1 1 01,               ,     P 46f     ,0.0677,0.75,-0.00754,0,0.066177969,0.75,0,0,0,1,0,0,1,0.077,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0,1
6794480,2,1,6306.488573,2.75E-27,0.01586,2014.7181,27,29,2014.7181,       4 1 1 13,       1 1 1 02,               ,     P 14f     ,0.0781,0.69,-0.006222,0,0.082060681,0.69,0,0,0,1,0,0,1,0.105,0.69,0,0,0.103333333,0.69,0,0,0,1,0,0,1
6794482,2,1,6306.521505,1.54E-29,1.16E-06,1426.4153,119,121,1426.4153,       3 3 3 01,       0 0 0 01,               ,     P 60e     ,0.0658,0.7,-0.007305,0,0.079413562,0.7,0,0,0,1,0,0,1,0.07,0.7,0,0,0.1,0.7,0,0,0,1,0,0,1
6794484,2,1,6306.565231,1.63E-24,0.007025,772.1107,87,89,772.1107,       3 0 0 12,       0 0 0 01,               ,     P 44e     ,0.068,0.75,-0.007489,0,0.066177969,0.75,0,0,0,1,0,0,1,0.078,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0,1
6794486,2,1,6306.680766,5.85E-30,0.02269,3521.53,61,59,3521.53,       5 1 1 14,       2 1 1 03,               ,     R 29e     ,0.0693,0.75,-0.007287,0,0.066177969,0.75,0,0,0,1,0,0,1,0.091,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0,1
6794489,2,1,6306.703693,2.09E-30,0.0002091,2654.7354,35,33,2654.7354,       6 1 1 03,       2 0 0 03,               ,     R 16e     ,0.0751,0.69,-0.005986,0,0.082060681,0.69,0,0,0,1,0,0,1,0.102,0.69,0,0,0.103333333,0.69,0,0,0,1,0,0,1
6794491,2,1,6306.709854,1.98E-26,0.006698,1702.4032,101,103,1702.4032,       3 1 1 12,       0 1 1 01,               ,     P 51e     ,0.0672,0.73,-0.007632,0,0.071472206,0.73,0,0,0,1,0,0,1,0.074,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6794492,2,1,6306.709985,1.55E-26,0.02352,1287.7511,3,5,1287.7511,       4 0 0 13,       1 0 0 02,               ,     P  2e     ,0.0893,0.78,-0.004559,0,0.058236612,0.78,0,0,0,1,0,0,1,0.12,0.78,0,0,0.073333333,0.78,0,0,0,1,0,0,1
6794493,2,1,6306.72381,1.73E-30,0.002905,3402.4795,79,81,3402.4795,       3 1 1 23,       1 2 2 01,               ,     P 40e     ,0.0683,0.76,-0.008036,0,0.06353085,0.76,0,0,0,1,0,0,1,0.082,0.76,0,0,0.08,0.76,0,0,0,1,0,0,1
6794496,2,1,6306.739478,1.79E-29,0.02388,3393.103,95,93,3393.103,       5 0 0 14,       2 0 0 03,               ,     R 46e     ,0.0677,0.74,-0.007543,0,0.068825087,0.74,0,0,0,1,0,0,1,0.076,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6794497,2,1,6306.762272,6.26E-30,0.02259,3499.937,59,57,3499.937,       5 1 1 14,       2 1 1 03,               ,     R 28f     ,0.0694,0.75,-0.007267,0,0.066177969,0.75,0,0,0,1,0,0,1,0.092,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0,1
6794498,2,1,6306.829098,3.99E-30,0.01376,3405.5129,39,41,3405.5129,       4 3 3 13,       1 3 3 02,               ,     P 20f     ,0.073,0.7,-0.006863,0,0.079413562,0.7,0,0,0,1,0,0,1,0.1,0.7,0,0,0.1,0.7,0,0,0,1,0,0,1
6794499,2,1,6306.857136,3.56E-27,1.90E-06,234.0834,51,49,234.0834,       2 2 2 12,       0 0 0 01,               ,     R 24e     ,0.0705,0.73,-0.007101,0,0.071472206,0.73,0,0,0,1,0,0,1,0.096,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6794501,2,1,6306.938475,2.43E-29,1.42E-05,1723.5292,65,63,1723.5292,       5 1 1 02,       0 2 2 01,               ,     R 31f     ,0.0689,0.76,-0.006725,0,0.06353085,0.76,0,0,0,1,0,0,1,0.089,0.76,0,0,0.08,0.76,0,0,0,1,0,0,1
6794503,2,1,6306.986695,1.27E-28,0.0008576,2305.2751,95,97,2305.2751,       2 1 1 23,       1 0 0 01,               ,     P 48e     ,0.0676,0.74,-0.00819,0,0.068825087,0.74,0,0,0,1,0,0,1,0.076,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6794506,2,1,6307.027036,4.20E-30,0.03868,3347.1792,11,9,3347.1792,       5 1 1 13,       2 1 1 02,               ,     R  4f     ,0.0872,0.76,-0.004688,0,0.06353085,0.76,0,0,0,1,0,0,1,0.117,0.76,0,0,0.08,0.76,0,0,0,1,0,0,1
6794507,2,1,6307.083607,1.14E-28,5.06E-05,1648.421,59,61,1648.421,       5 1 1 02,       1 0 0 02,               ,     P 30e     ,0.0692,0.75,-0.006675,0,0.066177969,0.75,0,0,0,1,0,0,1,0.091,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0,1
6794510,2,1,6307.097785,1.86E-29,0.02891,3375.8013,75,77,3375.8013,       5 0 0 12,       2 0 0 01,               ,     P 38e     ,0.0684,0.76,-0.007411,0,0.06353085,0.76,0,0,0,1,0,0,1,0.083,0.76,0,0,0.08,0.76,0,0,0,1,0,0,1
6794512,2,1,6307.147601,1.07E-28,0.01457,2719.0505,35,37,2719.0505,       4 2 2 13,       1 2 2 02,               ,     P 18e     ,0.0744,0.69,-0.006727,0,0.082060681,0.69,0,0,0,1,0,0,1,0.101,0.69,0,0,0.103333333,0.69,0,0,0,1,0,0,1
6794515,2,1,6307.191117,7.34E-29,5.83E-06,1373.5421,87,85,1373.5421,       2 3 3 12,       0 1 1 01,               ,     R 42f     ,0.068,0.75,-0.007471,0,0.066177969,0.75,0,0,0,1,0,0,1,0.079,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0,1
6794516,2,1,6307.199215,1.30E-29,0.0239,3467.26,99,97,3467.26,       5 0 0 14,       2 0 0 03,               ,     R 48e     ,0.0674,0.74,-0.007594,0,0.068825087,0.74,0,0,0,1,0,0,1,0.075,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6794521,2,1,6307.274727,2.66E-30,0.005091,3434.5901,81,83,3434.5901,       3 1 1 23,       1 2 2 01,               ,     P 41f     ,0.0682,0.76,-0.008039,0,0.06353085,0.76,0,0,0,1,0,0,1,0.081,0.76,0,0,0.08,0.76,0,0,0,1,0,0,1
6794522,2,1,6307.29192,4.25E-28,0.006465,2497.1599,107,109,2497.1599,       3 2 2 12,       0 2 2 01,               ,     P 54e     ,0.0668,0.72,-0.00773,0,0.074119325,0.72,0,0,0,1,0,0,1,0.072,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6794523,2,1,6307.296788,2.69E-27,0.0159,2003.5808,25,27,2003.5808,       4 1 1 13,       1 1 1 02,               ,     P 13e     ,0.0791,0.69,-0.006054,0,0.082060681,0.69,0,0,0,1,0,0,1,0.106,0.69,0,0,0.103333333,0.69,0,0,0,1,0,0,1
6794525,2,1,6307.328553,4.28E-30,0.01443,3570.6799,89,91,3570.6799,       4 2 2 12,       1 2 2 01,               ,     P 45f     ,0.0679,0.75,-0.00752,0,0.066177969,0.75,0,0,0,1,0,0,1,0.078,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0,1
6794529,2,1,6307.366976,1.26E-29,0.006035,3210.4387,109,111,3210.4387,       3 3 3 12,       0 3 3 01,               ,     P 55e     ,0.0667,0.72,-0.007775,0,0.074119325,0.72,0,0,0,1,0,0,1,0.072,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6794534,2,1,6307.490379,2.48E-28,0.04608,2804.3574,39,37,2804.3574,       5 0 0 13,       2 0 0 02,               ,     R 18e     ,0.0736,0.7,-0.006735,0,0.079413562,0.7,0,0,0,1,0,0,1,0.101,0.7,0,0,0.1,0.7,0,0,0,1,0,0,1
6794536,2,1,6307.510457,1.63E-26,0.006636,1744.6444,103,105,1744.6444,       3 1 1 12,       0 1 1 01,               ,     P 52f     ,0.0671,0.73,-0.007656,0,0.071472206,0.73,0,0,0,1,0,0,1,0.073,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6794539,2,1,6307.548778,1.53E-30,0.0002403,2956.9807,97,95,2956.9807,       6 0 0 02,       1 1 1 01,               ,     R 47e     ,0.0675,0.74,-0.006947,0,0.068825087,0.74,0,0,0,1,0,0,1,0.075,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6794541,2,1,6307.56097,1.61E-30,0.000188,2887.7373,93,95,2887.7373,       2 2 2 23,       0 3 3 01,               ,     P 47e     ,0.0677,0.74,-0.008174,0,0.068825087,0.74,0,0,0,1,0,0,1,0.076,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6794543,2,1,6307.574019,1.10E-30,0.03366,3966.6604,67,69,3966.6604,       5 1 1 12,       2 1 1 01,               ,     P 34f     ,0.0688,0.76,-0.007364,0,0.06353085,0.76,0,0,0,1,0,0,1,0.087,0.76,0,0,0.08,0.76,0,0,0,1,0,0,1
6794546,2,1,6307.609115,2.02E-29,1.95E-05,1856.587,75,73,1856.587,       5 1 1 02,       0 2 2 01,               ,     R 36e     ,0.0684,0.76,-0.006778,0,0.06353085,0.76,0,0,0,1,0,0,1,0.084,0.76,0,0,0.08,0.76,0,0,0,1,0,0,1
6794547,2,1,6307.61272,4.91E-30,0.02256,3569.1978,65,63,3569.1978,       5 1 1 14,       2 1 1 03,               ,     R 31e     ,0.069,0.76,-0.007327,0,0.06353085,0.76,0,0,0,1,0,0,1,0.089,0.76,0,0,0.08,0.76,0,0,0,1,0,0,1
6794548,2,1,6307.616458,9.32E-30,0.02394,3544.5254,103,101,3544.5254,       5 0 0 14,       2 0 0 03,               ,     R 50e     ,0.0672,0.73,-0.007639,0,0.071472206,0.73,0,0,0,1,0,0,1,0.074,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6794550,2,1,6307.639874,7.83E-29,5.40E-06,1339.6592,85,83,1339.6592,       2 3 3 12,       0 1 1 01,               ,     R 41e     ,0.0681,0.76,-0.007454,0,0.06353085,0.76,0,0,0,1,0,0,1,0.08,0.76,0,0,0.08,0.76,0,0,0,1,0,0,1
6794553,2,1,6307.660826,2.09E-29,1.03E-06,1333.7679,115,117,1333.7679,       3 3 3 01,       0 0 0 01,               ,     P 58e     ,0.0661,0.71,-0.007236,0,0.076766443,0.71,0,0,0,1,0,0,1,0.07,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0,1
6794556,2,1,6307.725599,5.01E-30,0.03981,3351.0566,13,11,3351.0566,       5 1 1 13,       2 1 1 02,               ,     R  5e     ,0.0864,0.75,-0.004758,0,0.066177969,0.75,0,0,0,1,0,0,1,0.115,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0,1
6794557,2,1,6307.7436,4.08E-30,0.01377,3389.8113,37,39,3389.8113,       4 3 3 13,       1 3 3 02,               ,     P 19e     ,0.0736,0.7,-0.006804,0,0.079413562,0.7,0,0,0,1,0,0,1,0.101,0.7,0,0,0.1,0.7,0,0,0,1,0,0,1
6794560,2,1,6307.781279,5.34E-30,0.02263,3546.1982,63,61,3546.1982,       5 1 1 14,       2 1 1 03,               ,     R 30f     ,0.0691,0.75,-0.007313,0,0.066177969,0.75,0,0,0,1,0,0,1,0.09,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0,1
6794571,2,1,6307.947731,5.55E-30,0.01616,3535.4292,87,89,3535.4292,       4 2 2 12,       1 2 2 01,               ,     P 44e     ,0.068,0.75,-0.007489,0,0.066177969,0.75,0,0,0,1,0,0,1,0.078,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0,1
6794581,2,1,6307.991492,6.56E-30,0.02397,3624.8979,107,105,3624.8979,       5 0 0 14,       2 0 0 03,               ,     R 52e     ,0.067,0.73,-0.007701,0,0.071472206,0.73,0,0,0,1,0,0,1,0.073,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
