,Unnamed: 0,molec_id,local_iso_id,elower,nu,nu_err,nu_vary,sw,sw_err,sw_vary,sw_scale_factor,gamma0_O2,gamma0_O2_err,gamma0_O2_vary,n_gamma0_O2,gamma0_N2,gamma0_N2_err,gamma0_N2_vary,n_gamma0_N2,delta0_O2,delta0_O2_err,delta0_O2_vary,n_delta0_O2,delta0_N2,delta0_N2_err,delta0_N2_vary,n_delta0_N2,nuVC_O2,nuVC_O2_err,nuVC_O2_vary,n_nuVC_O2,nuVC_N2,nuVC_N2_err,nuVC_N2_vary,n_nuVC_N2,SD_gamma_O2,SD_gamma_O2_err,SD_gamma_O2_vary,n_gamma2_O2,SD_gamma_N2,SD_gamma_N2_err,SD_gamma_N2_vary,n_gamma2_N2,SD_delta_O2,SD_delta_O2_err,SD_delta_O2_vary,n_delta2_O2,SD_delta_N2,SD_delta_N2_err,SD_delta_N2_vary,n_delta2_N2,eta_O2,eta_O2_err,eta_O2_vary,eta_N2,eta_N2_err,eta_N2_vary,y_O2,y_O2_err,y_O2_vary,n_y_O2,y_N2,y_N2_err,y_N2_vary,n_y_N2,BIA_slope_O2,BIA_slope_N2,BIA_collision_duration_O2,BIA_collision_duration_N2
2214,2214.0,1,1,1131.7756,7677.2626,0.0,False,6.370000000000001e-07,0.0,False,1e-20,0.0752,0.0,False,0.72,0.0752,0.0,False,0.72,-0.01487,0.0,False,0.0,-0.01487,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.72,0.0,0.0,False,0.72,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
2215,2215.0,1,1,416.2087,7677.379339,0.0,False,4.98e-10,0.0,False,1e-20,0.0833,0.0,False,0.69,0.0833,0.0,False,0.69,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.69,0.0,0.0,False,0.69,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
2216,2216.0,1,1,1557.8444,7677.70759,0.0,False,3.210000000000001e-07,0.0,False,1e-20,0.064,0.0,False,0.62,0.064,0.0,False,0.62,-0.01743,0.0,False,0.0,-0.01743,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.62,0.0,0.0,False,0.62,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
2217,2217.0,1,1,2756.4153,7677.730886,0.0,False,3.9699999999999997e-10,0.0,False,1e-20,0.0837,0.0,False,0.87,0.0837,0.0,False,0.87,-0.02139,0.0,False,0.0,-0.02139,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.87,0.0,0.0,False,0.87,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
2218,2218.0,1,1,552.9114,7677.742671,0.0,False,7.750000000000001e-07,0.0,False,1e-20,0.0829,0.0,False,0.71,0.0829,0.0,False,0.71,-0.00354,0.0,False,0.0,-0.00354,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.71,0.0,0.0,False,0.71,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
2219,2219.0,1,1,2813.5278,7677.814843,0.0,False,6.980000000000001e-10,0.0,False,1e-20,0.0464,0.0,False,0.37,0.0464,0.0,False,0.37,-0.009255,0.0,False,0.0,-0.009255,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.37,0.0,0.0,False,0.37,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
2220,2220.0,1,1,2813.5121,7677.832158,0.0,False,2.09e-09,0.0,False,1e-20,0.0464,0.0,False,0.37,0.0464,0.0,False,0.37,-0.009255,0.0,False,0.0,-0.009255,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.37,0.0,0.0,False,0.37,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
2221,2221.0,1,1,326.6255,7677.84473,0.0,False,1.5600000000000002e-07,0.0,False,1e-20,0.0762,0.0,False,0.61,0.0762,0.0,False,0.61,0.00409,0.0,False,0.0,0.00409,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.61,0.0,0.0,False,0.61,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
2222,2222.0,1,1,2981.3584,7677.90387,0.0,False,6.75e-08,0.0,False,1e-20,0.0124,0.0,False,-0.06,0.0124,0.0,False,-0.06,-0.03104,0.0,False,0.0,-0.03104,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,-0.06,0.0,0.0,False,-0.06,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
2223,2223.0,1,1,2981.3584,7677.90387,0.0,False,2.25e-08,0.0,False,1e-20,0.0124,0.0,False,-0.06,0.0124,0.0,False,-0.06,-0.03104,0.0,False,0.0,-0.03104,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,-0.06,0.0,0.0,False,-0.06,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
2224,2224.0,1,1,4017.9083,7678.014157,0.0,False,3.62e-10,0.0,False,1e-20,0.0535,0.0,False,0.51,0.0535,0.0,False,0.51,0.01648,0.0,False,0.0,0.01648,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.51,0.0,0.0,False,0.51,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
2225,2225.0,1,1,224.8384,7678.045904,0.0,False,7.190000000000001e-07,0.0,False,1e-20,0.0887,0.0,False,0.69,0.0887,0.0,False,0.69,0.00584,0.0,False,0.0,0.00584,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.69,0.0,0.0,False,0.69,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
2226,2226.0,1,1,1282.9191,7678.1404,0.0,False,7.280000000000001e-07,0.0,False,1e-20,0.0784,0.0,False,0.7,0.0784,0.0,False,0.7,-0.00864,0.0,False,0.0,-0.00864,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.7,0.0,0.0,False,0.7,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
2227,2227.0,1,1,3360.6003,7678.334497,0.0,False,2.07e-08,0.0,False,1e-20,0.0584,0.0,False,0.53,0.0584,0.0,False,0.53,0.00439,0.0,False,0.0,0.00439,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.53,0.0,0.0,False,0.53,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
2228,2228.0,1,1,2903.1461,7678.440575,0.0,False,5.4600000000000006e-09,0.0,False,1e-20,0.0523,0.0,False,0.48,0.0523,0.0,False,0.48,-0.00875,0.0,False,0.0,-0.00875,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.48,0.0,0.0,False,0.48,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
2229,2229.0,1,1,447.2524,7678.560491,0.0,False,7.580000000000001e-10,0.0,False,1e-20,0.0781,0.0,False,0.67,0.0781,0.0,False,0.67,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.67,0.0,0.0,False,0.67,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
2230,2230.0,1,1,842.3566,7678.608875,0.0,False,0.000432,0.0,False,1e-20,0.0851,0.0,False,0.72,0.0851,0.0,False,0.72,-0.01022,0.0,False,0.0,-0.01022,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.72,0.0,0.0,False,0.72,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
2231,2232.0,1,1,2740.4209,7678.690463,0.0,False,6.24e-10,0.0,False,1e-20,0.0373,0.0,False,0.55,0.0373,0.0,False,0.55,-0.02678,0.0,False,0.0,-0.02678,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.55,0.0,0.0,False,0.55,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
2232,2231.0,1,1,2740.4209,7678.690463,0.0,False,2.08e-10,0.0,False,1e-20,0.0373,0.0,False,0.55,0.0373,0.0,False,0.55,-0.02677,0.0,False,0.0,-0.02677,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.55,0.0,0.0,False,0.55,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
2233,2233.0,1,1,1079.0796,7678.703113,0.0,False,7.36e-08,0.0,False,1e-20,0.0796,0.0,False,0.7,0.0796,0.0,False,0.7,-0.00375,0.0,False,0.0,-0.00375,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.7,0.0,0.0,False,0.7,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
2234,2234.0,1,1,1216.2313,7678.7266,0.0,False,0.000113,0.0,False,1e-20,0.0593,0.0,False,0.53,0.0593,0.0,False,0.53,0.00141,0.0,False,0.0,0.00141,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.53,0.0,0.0,False,0.53,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
2235,2235.0,1,1,3211.0552,7678.764412,0.0,False,1.63e-09,0.0,False,1e-20,0.034,0.0,False,0.41,0.034,0.0,False,0.41,-0.009256,0.0,False,0.0,-0.009256,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.41,0.0,0.0,False,0.41,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
2236,2236.0,1,1,70.0908,7679.37562,0.0,False,3.2e-10,0.0,False,1e-20,0.0994,0.0,False,0.74,0.0994,0.0,False,0.74,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.74,0.0,0.0,False,0.74,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
2237,2237.0,1,1,2552.8798,7679.416361,0.0,False,2.41e-08,0.0,False,1e-20,0.0552,0.0,False,0.59,0.0552,0.0,False,0.59,-0.03119,0.0,False,0.0,-0.03119,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.59,0.0,0.0,False,0.59,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
2238,2238.0,1,1,2552.8573,7679.437818,0.0,False,8.11e-08,0.0,False,1e-20,0.0549,0.0,False,0.58,0.0549,0.0,False,0.58,-0.03113,0.0,False,0.0,-0.03113,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.58,0.0,0.0,False,0.58,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
2239,2239.0,1,1,2205.6528,7679.460574,0.0,False,6.23e-09,0.0,False,1e-20,0.0672,0.0,False,0.44,0.0672,0.0,False,0.44,-0.00848,0.0,False,0.0,-0.00848,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.44,0.0,0.0,False,0.44,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
2240,2240.0,1,1,2998.7664,7679.662722,0.0,False,2.71e-08,0.0,False,1e-20,0.0783,0.0,False,0.72,0.0783,0.0,False,0.72,-0.01959,0.0,False,0.0,-0.01959,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.72,0.0,0.0,False,0.72,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
2241,2241.0,1,1,2724.167,7679.931749,0.0,False,5.49e-08,0.0,False,1e-20,0.0563,0.0,False,0.53,0.0563,0.0,False,0.53,-0.01858,0.0,False,0.0,-0.01858,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.53,0.0,0.0,False,0.53,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
2242,2242.0,1,1,2724.0415,7680.089379,0.0,False,2.22e-08,0.0,False,1e-20,0.0556,0.0,False,0.52,0.0556,0.0,False,0.52,-0.01839,0.0,False,0.0,-0.01839,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.52,0.0,0.0,False,0.52,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
2243,2243.0,1,1,2414.7234,7680.1331,0.0,False,3.59e-07,0.0,False,1e-20,0.0427,0.0,False,0.39,0.0427,0.0,False,0.39,-0.0115,0.0,False,0.0,-0.0115,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.39,0.0,0.0,False,0.39,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
2244,2244.0,1,1,3211.2127,7680.268483,0.0,False,7.52e-09,0.0,False,1e-20,0.0175,0.0,False,0.07,0.0175,0.0,False,0.07,-0.02931,0.0,False,0.0,-0.02931,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.07,0.0,0.0,False,0.07,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
2245,2245.0,1,1,2181.0898,7680.490152,0.0,False,1.26e-10,0.0,False,1e-20,0.0615,0.0,False,0.52,0.0615,0.0,False,0.52,-0.01226,0.0,False,0.0,-0.01226,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.52,0.0,0.0,False,0.52,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
2246,2246.0,1,1,552.9114,7680.495672,0.0,False,1.36e-08,0.0,False,1e-20,0.0792,0.0,False,0.69,0.0792,0.0,False,0.69,0.00126,0.0,False,0.0,0.00126,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.69,0.0,0.0,False,0.69,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
2247,2247.0,1,1,2690.5937,7680.595767,0.0,False,6.670000000000002e-08,0.0,False,1e-20,0.0589,0.0,False,0.53,0.0589,0.0,False,0.53,0.00394,0.0,False,0.0,0.00394,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.53,0.0,0.0,False,0.53,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
2248,2248.0,1,1,1327.1176,7680.712626,0.0,False,2.48e-09,0.0,False,1e-20,0.0697,0.0,False,0.64,0.0697,0.0,False,0.64,-0.01784,0.0,False,0.0,-0.01784,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.64,0.0,0.0,False,0.64,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
2249,2249.0,1,1,1616.4531,7680.739172,0.0,False,2.08e-05,0.0,False,1e-20,0.0779,0.0,False,0.71,0.0779,0.0,False,0.71,-0.01925,0.0,False,0.0,-0.01925,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.71,0.0,0.0,False,0.71,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
2250,2250.0,1,1,3291.1503,7680.775753,0.0,False,3.59e-09,0.0,False,1e-20,0.0126,0.0,False,-0.04,0.0126,0.0,False,-0.04,-0.03097,0.0,False,0.0,-0.03097,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,-0.04,0.0,0.0,False,-0.04,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
2251,2251.0,1,1,3291.1485,7680.787378,0.0,False,1.08e-08,0.0,False,1e-20,0.0126,0.0,False,-0.04,0.0126,0.0,False,-0.04,-0.03096,0.0,False,0.0,-0.03096,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,-0.04,0.0,0.0,False,-0.04,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
2252,2252.0,1,1,2327.914,7680.877426,0.0,False,8.65e-08,0.0,False,1e-20,0.0436,0.0,False,0.46,0.0436,0.0,False,0.46,-0.01293,0.0,False,0.0,-0.01293,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.46,0.0,0.0,False,0.46,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
2253,2253.0,1,1,3080.1787,7681.100633,0.0,False,2.9299999999999997e-10,0.0,False,1e-20,0.0259,0.0,False,0.21,0.0259,0.0,False,0.21,-0.0101,0.0,False,0.0,-0.0101,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.21,0.0,0.0,False,0.21,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
2254,2254.0,1,1,1201.9215,7681.115853,0.0,False,8.74e-10,0.0,False,1e-20,0.0646,0.0,False,0.6,0.0646,0.0,False,0.6,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.6,0.0,0.0,False,0.6,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
2255,2255.0,1,1,1411.6419,7681.39328,0.0,False,1.21e-06,0.0,False,1e-20,0.0451,0.0,False,0.49,0.0451,0.0,False,0.49,-0.02339,0.0,False,0.0,-0.02339,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.49,0.0,0.0,False,0.49,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
2256,2256.0,1,1,1411.6115,7681.42351,0.0,False,3.500000000000001e-06,0.0,False,1e-20,0.0449,0.0,False,0.49,0.0449,0.0,False,0.49,-0.02332,0.0,False,0.0,-0.02332,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.49,0.0,0.0,False,0.49,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
2257,2257.0,1,1,2161.2861,7681.52139,0.0,False,2.2100000000000006e-07,0.0,False,1e-20,0.0784,0.0,False,0.67,0.0784,0.0,False,0.67,-0.00531,0.0,False,0.0,-0.00531,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.67,0.0,0.0,False,0.67,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
2258,2258.0,1,1,3083.8653,7681.539553,0.0,False,1.28e-09,0.0,False,1e-20,0.0305,0.0,False,0.29,0.0305,0.0,False,0.29,-0.03025,0.0,False,0.0,-0.03025,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.29,0.0,0.0,False,0.29,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
2259,2259.0,1,1,3144.5787,7681.573443,0.0,False,4.4199999999999997e-10,0.0,False,1e-20,0.0449,0.0,False,0.43,0.0449,0.0,False,0.43,0.00742,0.0,False,0.0,0.00742,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.43,0.0,0.0,False,0.43,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
2260,2260.0,1,1,1437.9686,7681.834719,0.0,False,1.34e-05,0.0,False,1e-20,0.061,0.0,False,0.55,0.061,0.0,False,0.55,0.00073,0.0,False,0.0,0.00073,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.55,0.0,0.0,False,0.55,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
2261,2261.0,1,1,447.2524,7681.870091,0.0,False,1.06e-06,0.0,False,1e-20,0.0825,0.0,False,0.67,0.0825,0.0,False,0.67,0.0059,0.0,False,0.0,0.0059,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.67,0.0,0.0,False,0.67,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
2262,2262.0,1,1,2630.1925,7681.915689,0.0,False,1.13e-10,0.0,False,1e-20,0.0576,0.0,False,0.47,0.0576,0.0,False,0.47,0.01101,0.0,False,0.0,0.01101,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.47,0.0,0.0,False,0.47,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
2263,2263.0,1,1,1293.0181,7682.07366,0.0,False,8.27e-06,0.0,False,1e-20,0.0528,0.0,False,0.48,0.0528,0.0,False,0.48,-0.00809,0.0,False,0.0,-0.00809,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.48,0.0,0.0,False,0.48,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
2264,2264.0,1,1,3211.0552,7682.167155,0.0,False,9.189999999999999e-10,0.0,False,1e-20,0.034,0.0,False,0.41,0.034,0.0,False,0.41,-0.009257,0.0,False,0.0,-0.009257,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.41,0.0,0.0,False,0.41,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
