molec_id,local_iso_id,nu,sw,elower,a,gamma0_self,n_gamma0_self,delta0_self,n_delta0_self,nuVC_self,n_nuVC_self,SD_gamma_self,n_gamma2_self,SD_delta_self,n_delta2_self,eta_self,y_self,n_y_self
6,1,4869.1273,2.33E-27,1252.0278,0.0001257,0.063,0.62,-0.009738,0,0,1,0,0.62,0,0,0,0,0
6,1,4869.413691,2.82E-27,1417.4993,0.0004228,0.061,0.61,-0.0097,0,0,1,0,0.61,0,0,0,0,0
6,1,4869.41594,1.57E-26,1936.531,0.02738,0.068,0.64,-0.0097,0,0,1,0,0.64,0,0,0,0,0
6,1,4869.623456,5.21E-27,1417.5197,0.0005206,0.061,0.61,-0.0097,0,0,1,0,0.61,0,0,0,0,0
6,1,4869.71011,1.55E-26,1936.3521,0.02703,0.068,0.64,-0.0097,0,0,1,0,0.64,0,0,0,0,0
6,1,4870.21246,1.05E-26,1417.5791,0.0006321,0.061,0.61,-0.0097,0,0,1,0,0.61,0,0,0,0,0
6,1,4870.25819,2.74E-27,1252.0465,0.0001478,0.063,0.62,-0.009741,0,0,1,0,0.62,0,0,0,0,0
6,1,4870.39008,1.41E-27,1417.5794,9.55E-05,0.061,0.61,-0.009741,0,0,1,0,0.61,0,0,0,0,0
6,1,4870.54701,2.80E-26,1935.8409,0.02916,0.068,0.64,-0.0097,0,0,1,0,0.64,0,0,0,0,0
6,1,4870.93397,4.91E-27,1252.0617,0.000159,0.063,0.62,-0.009742,0,0,1,0,0.62,0,0,0,0,0
6,1,4871.765,8.46E-27,815.1161,6.89E-05,0.067,0.63,-0.009744,0,0,1,0,0.63,0,0,0,0,0
6,1,4871.78069,3.31E-26,814.9933,0.0004039,0.067,0.63,-0.009744,0,0,1,0,0.63,0,0,0,0,0
6,1,4871.819924,1.34E-27,1417.7528,0.0001341,0.061,0.61,-0.0097,0,0,1,0,0.61,0,0,0,0,0
6,1,4871.87032,4.10E-26,815.0083,0.0003336,0.067,0.63,-0.009744,0,0,1,0,0.63,0,0,0,0,0
6,1,4872.00722,8.58E-26,815.0892,0.0004191,0.067,0.63,-0.009744,0,0,1,0,0.63,0,0,0,0,0
6,1,4872.218966,1.50E-27,1417.8071,0.0001503,0.061,0.61,-0.0097,0,0,1,0,0.61,0,0,0,0,0
6,1,4872.44795,1.14E-25,950.3853,0.0009889,0.065,0.63,-0.009745,0,0,1,0,0.63,0,0,0,0,0
6,1,4872.71581,8.22E-26,950.337,0.001188,0.065,0.63,-0.009745,0,0,1,0,0.63,0,0,0,0,0
6,1,4872.92268,8.99E-26,950.305,0.0013,0.065,0.63,-0.009746,0,0,1,0,0.63,0,0,0,0,0
6,1,4874.45223,3.26E-27,689.8623,9.50E-06,0.068,0.64,-0.009749,0,0,1,0,0.64,0,0,0,0,0
6,1,4874.687904,2.41E-27,1417.5791,0.0001448,0.061,0.61,-0.0097,0,0,1,0,0.61,0,0,0,0,0
6,1,4874.96369,1.41E-27,690.0176,6.85E-06,0.068,0.64,-0.00975,0,0,1,0,0.64,0,0,0,0,0
6,1,4875.10236,1.23E-27,689.8769,5.97E-06,0.068,0.64,-0.00975,0,0,1,0,0.64,0,0,0,0,0
6,1,4875.69775,4.15E-27,690.0494,2.02E-05,0.068,0.64,-0.009751,0,0,1,0,0.64,0,0,0,0,0
6,1,4876.76077,1.10E-26,1095.6194,0.0002988,0.065,0.62,-0.009754,0,0,1,0,0.62,0,0,0,0,0
6,1,4876.85024,1.08E-26,1095.6321,0.0002934,0.065,0.62,-0.009754,0,0,1,0,0.62,0,0,0,0,0
6,1,4878.325673,1.44E-27,1780.7634,0.0004534,0.059,0.6,-0.0097,0,0,1,0,0.6,0,0,0,0,0
6,1,4878.80396,5.12E-27,1593.056,0.0006842,0.06,0.61,-0.0097,0,0,1,0,0.61,0,0,0,0,0
6,1,4878.862917,2.57E-27,1593.0483,0.0005719,0.06,0.61,-0.0097,0,0,1,0,0.61,0,0,0,0,0
6,1,4878.891228,1.61E-27,1593.0446,0.000537,0.06,0.61,-0.0097,0,0,1,0,0.61,0,0,0,0,0
6,1,4879.717999,1.32E-27,1780.729,0.000696,0.059,0.6,-0.0097,0,0,1,0,0.6,0,0,0,0,0
6,1,4879.745589,2.59E-27,1780.707,0.0008184,0.059,0.6,-0.0097,0,0,1,0,0.6,0,0,0,0,0
6,1,4879.77512,1.05E-26,690.0494,5.11E-05,0.068,0.64,-0.00976,0,0,1,0,0.64,0,0,0,0,0
6,1,4879.86801,2.13E-27,689.9569,1.04E-05,0.068,0.64,-0.00976,0,0,1,0,0.64,0,0,0,0,0
6,1,4879.94714,4.70E-27,1251.3079,0.0003806,0.063,0.62,-0.00976,0,0,1,0,0.62,0,0,0,0,0
6,1,4880.00792,1.04E-27,1095.2514,4.24E-05,0.065,0.62,-0.00976,0,0,1,0,0.62,0,0,0,0,0
6,1,4880.07193,1.00E-26,690.0397,7.31E-05,0.068,0.64,-0.00976,0,0,1,0,0.64,0,0,0,0,0
6,1,4880.18739,1.60E-27,1778.2054,0.0005561,0.059,0.6,-0.00976,0,0,1,0,0.6,0,0,0,0,0
6,1,4880.39811,6.85E-27,1251.3021,0.0003698,0.063,0.62,-0.009761,0,0,1,0,0.62,0,0,0,0,0
6,1,4881.16232,1.14E-27,1416.5537,7.72E-05,0.061,0.61,-0.009762,0,0,1,0,0.61,0,0,0,0,0
6,1,4881.3801,1.08E-26,1251.2915,0.00035,0.063,0.62,-0.009763,0,0,1,0,0.62,0,0,0,0,0
6,1,4882.01423,6.87E-26,1095.252,0.001867,0.065,0.62,-0.009764,0,0,1,0,0.62,0,0,0,0,0
6,1,4882.03244,4.49E-26,1095.2514,0.00183,0.065,0.62,-0.009764,0,0,1,0,0.62,0,0,0,0,0
6,1,4882.15908,1.18E-25,1095.2531,0.001924,0.065,0.62,-0.009764,0,0,1,0,0.62,0,0,0,0,0
6,1,4882.858001,2.11E-27,1417.7528,0.0002124,0.061,0.61,-0.0097,0,0,1,0,0.61,0,0,0,0,0
6,1,4883.2645,1.12E-25,815.1161,0.000916,0.067,0.63,-0.009767,0,0,1,0,0.63,0,0,0,0,0
6,1,4883.37227,2.26E-26,815.0083,0.0001848,0.067,0.63,-0.009767,0,0,1,0,0.63,0,0,0,0,0
6,1,4883.892859,2.83E-27,1417.8071,0.0002851,0.061,0.61,-0.0097,0,0,1,0,0.61,0,0,0,0,0
6,1,4884.19233,1.57E-25,815.1317,0.001285,0.067,0.63,-0.009768,0,0,1,0,0.63,0,0,0,0,0
6,1,4884.43599,1.22E-27,814.8845,9.97E-06,0.067,0.63,-0.009769,0,0,1,0,0.63,0,0,0,0,0
6,1,4885.482218,2.20E-27,1780.7634,0.0006972,0.059,0.6,-0.0097,0,0,1,0,0.6,0,0,0,0,0
6,1,4885.719045,2.68E-27,1780.312,0.001413,0.059,0.6,-0.0097,0,0,1,0,0.6,0,0,0,0,0
6,1,4885.74277,3.75E-25,815.1438,0.001842,0.067,0.63,-0.009771,0,0,1,0,0.63,0,0,0,0,0
6,1,4885.91713,2.95E-27,1095.9815,8.06E-05,0.065,0.62,-0.009772,0,0,1,0,0.62,0,0,0,0,0
6,1,4886.151883,1.23E-27,1780.1223,0.0006485,0.059,0.6,-0.0097,0,0,1,0,0.6,0,0,0,0,0
6,1,4886.382311,2.03E-27,1780.2692,0.001602,0.059,0.6,-0.0097,0,0,1,0,0.6,0,0,0,0,0
6,1,4886.643124,1.22E-27,1779.6311,0.0006408,0.059,0.6,-0.0097,0,0,1,0,0.6,0,0,0,0,0
6,1,4886.648531,3.86E-27,1779.597,0.001216,0.059,0.6,-0.0097,0,0,1,0,0.6,0,0,0,0,0
6,1,4886.720763,4.45E-27,1417.865,0.0002692,0.061,0.61,-0.0097,0,0,1,0,0.61,0,0,0,0,0
6,1,4886.782137,2.99E-27,1779.9844,0.001571,0.059,0.6,-0.0097,0,0,1,0,0.6,0,0,0,0,0
6,1,4888.85852,4.12E-27,1096.1331,0.0001128,0.065,0.62,-0.009778,0,0,1,0,0.62,0,0,0,0,0
6,1,4889.378882,2.20E-27,1593.5229,0.0004933,0.06,0.61,-0.0097,0,0,1,0,0.61,0,0,0,0,0
6,1,4889.406642,2.88E-27,1418.0989,0.0002913,0.061,0.61,-0.0097,0,0,1,0,0.61,0,0,0,0,0
6,1,4889.59814,1.05E-26,815.1317,8.61E-05,0.067,0.63,-0.009779,0,0,1,0,0.63,0,0,0,0,0
6,1,4889.743743,2.64E-27,1593.5616,0.0005912,0.06,0.61,-0.0097,0,0,1,0,0.61,0,0,0,0,0
6,1,4889.84516,1.34E-25,814.8845,0.001098,0.067,0.63,-0.00978,0,0,1,0,0.63,0,0,0,0,0
6,1,4890.15171,2.53E-26,815.1161,0.0002075,0.067,0.63,-0.00978,0,0,1,0,0.63,0,0,0,0,0
6,1,4890.25937,8.00E-27,815.0083,6.56E-05,0.067,0.63,-0.009781,0,0,1,0,0.63,0,0,0,0,0
6,1,4890.395559,1.94E-27,1418.1185,0.0002936,0.061,0.61,-0.0097,0,0,1,0,0.61,0,0,0,0,0
6,1,4890.40068,1.27E-25,814.8667,0.00104,0.067,0.63,-0.009781,0,0,1,0,0.63,0,0,0,0,0
6,1,4890.4525,1.61E-27,1251.6469,8.74E-05,0.063,0.62,-0.009781,0,0,1,0,0.62,0,0,0,0,0
6,1,4890.80166,3.79E-26,815.1317,0.000311,0.067,0.63,-0.009782,0,0,1,0,0.63,0,0,0,0,0
6,1,4891.36099,1.67E-26,814.9933,0.0002054,0.067,0.63,-0.009783,0,0,1,0,0.63,0,0,0,0,0
6,1,4891.655619,3.25E-27,1418.1371,0.0003289,0.061,0.61,-0.0097,0,0,1,0,0.61,0,0,0,0,0
6,1,4892.09944,3.14E-27,1096.1571,0.0001291,0.065,0.62,-0.009784,0,0,1,0,0.62,0,0,0,0,0
6,1,4892.52255,3.00E-25,815.0892,0.001478,0.067,0.63,-0.009785,0,0,1,0,0.63,0,0,0,0,0
6,1,4892.55208,5.23E-27,1096.1711,0.0001434,0.065,0.62,-0.009785,0,0,1,0,0.62,0,0,0,0,0
6,1,4892.86228,7.60E-26,815.1161,0.000624,0.067,0.63,-0.009786,0,0,1,0,0.63,0,0,0,0,0
6,1,4892.97005,2.36E-26,815.0083,0.0001937,0.067,0.63,-0.009786,0,0,1,0,0.63,0,0,0,0,0
6,1,4893.00721,1.03E-27,1095.2514,4.22E-05,0.065,0.62,-0.009786,0,0,1,0,0.62,0,0,0,0,0
6,1,4893.11149,3.26E-26,814.8667,0.0002674,0.067,0.63,-0.009786,0,0,1,0,0.63,0,0,0,0,0
6,1,4893.82839,1.88E-26,815.1317,0.0001544,0.067,0.63,-0.009788,0,0,1,0,0.63,0,0,0,0,0
6,1,4894.07562,3.03E-26,814.8845,0.0002486,0.067,0.63,-0.009788,0,0,1,0,0.63,0,0,0,0,0
6,1,4895.684,1.37E-27,1417.5794,9.37E-05,0.061,0.61,-0.009791,0,0,1,0,0.61,0,0,0,0,0
6,1,4896.94642,9.49E-26,814.9933,0.00117,0.067,0.63,-0.009794,0,0,1,0,0.63,0,0,0,0,0
6,1,4897.0768,3.46E-27,815.1161,2.85E-05,0.067,0.63,-0.009794,0,0,1,0,0.63,0,0,0,0,0
6,1,4897.13037,1.80E-27,1592.3592,0.0004512,0.06,0.61,-0.009794,0,0,1,0,0.61,0,0,0,0,0
6,1,4897.18544,1.22E-25,815.0083,0.001003,0.067,0.63,-0.009794,0,0,1,0,0.63,0,0,0,0,0
6,1,4897.577505,1.28E-27,1779.0302,0.0006728,0.059,0.6,-0.0097,0,0,1,0,0.6,0,0,0,0,0
6,1,4899.240748,1.03E-27,1976.3977,0.000807,0.058,0.6,-0.0097,0,0,1,0,0.6,0,0,0,0,0
6,1,4900.21215,1.38E-27,1592.3597,0.0003464,0.06,0.61,-0.0098,0,0,1,0,0.61,0,0,0,0,0
6,1,4900.26041,3.29E-27,690.0494,1.62E-05,0.068,0.64,-0.009801,0,0,1,0,0.64,0,0,0,0,0
6,1,4900.35264,1.17E-25,689.9569,0.0005744,0.068,0.64,-0.009801,0,0,1,0,0.64,0,0,0,0,0
6,1,4900.44533,1.14E-26,950.1295,0.0002498,0.065,0.63,-0.009801,0,0,1,0,0.63,0,0,0,0,0
6,1,4900.51612,1.66E-26,950.1366,0.0002425,0.065,0.63,-0.009801,0,0,1,0,0.63,0,0,0,0,0
6,1,4900.69224,1.19E-25,690.0176,0.0005845,0.068,0.64,-0.009801,0,0,1,0,0.64,0,0,0,0,0
6,1,4900.72282,2.74E-26,950.1539,0.0002402,0.065,0.63,-0.009801,0,0,1,0,0.63,0,0,0,0,0
6,1,4900.8319,3.95E-27,689.8769,1.94E-05,0.068,0.64,-0.009802,0,0,1,0,0.64,0,0,0,0,0
6,1,4900.97062,1.48E-26,1095.6321,0.0004061,0.065,0.62,-0.009802,0,0,1,0,0.62,0,0,0,0,0
6,1,4901.65856,1.33E-26,1095.6194,0.000365,0.065,0.62,-0.009803,0,0,1,0,0.62,0,0,0,0,0
6,1,4903.354162,1.21E-27,1593.7844,0.0001632,0.06,0.61,-0.0098,0,0,1,0,0.61,0,0,0,0,0
6,1,4903.519417,2.19E-27,1976.7177,0.001718,0.058,0.6,-0.0098,0,0,1,0,0.6,0,0,0,0,0
6,1,4903.66456,4.90E-26,949.8416,0.0007156,0.065,0.63,-0.009807,0,0,1,0,0.63,0,0,0,0,0
6,1,4904.002757,1.20E-27,1976.6503,0.001571,0.058,0.6,-0.0098,0,0,1,0,0.6,0,0,0,0,0
6,1,4904.0171,1.23E-25,949.8431,0.001797,0.065,0.63,-0.009808,0,0,1,0,0.63,0,0,0,0,0
6,1,4904.18221,8.94E-26,949.8416,0.001306,0.065,0.63,-0.009808,0,0,1,0,0.63,0,0,0,0,0
6,1,4904.433257,1.18E-27,1593.8783,0.0002654,0.06,0.61,-0.0098,0,0,1,0,0.61,0,0,0,0,0
6,1,4904.92789,1.82E-26,949.8431,0.000266,0.065,0.63,-0.00981,0,0,1,0,0.63,0,0,0,0,0
6,1,4907.8315,2.88E-27,1095.8288,4.76E-05,0.065,0.62,-0.009816,0,0,1,0,0.62,0,0,0,0,0
6,1,4908.09037,1.16E-27,575.2854,3.62E-06,0.07,0.64,-0.009816,0,0,1,0,0.64,0,0,0,0,0
6,1,4908.20296,3.13E-27,575.1701,9.75E-06,0.07,0.64,-0.009816,0,0,1,0,0.64,0,0,0,0,0
6,1,4908.52974,5.73E-27,575.2719,2.68E-05,0.07,0.64,-0.009817,0,0,1,0,0.64,0,0,0,0,0
6,1,4908.71817,8.74E-27,950.3853,7.70E-05,0.065,0.63,-0.009817,0,0,1,0,0.63,0,0,0,0,0
6,1,4909.23063,2.48E-27,1095.8693,6.84E-05,0.065,0.62,-0.009818,0,0,1,0,0.62,0,0,0,0,0
6,1,4909.351754,1.02E-27,1779.597,0.0003225,0.059,0.6,-0.0098,0,0,1,0,0.6,0,0,0,0,0
6,1,4909.397344,1.11E-27,1594.0259,0.0002505,0.06,0.61,-0.0098,0,0,1,0,0.61,0,0,0,0,0
6,1,4909.42663,2.12E-25,690.0397,0.001568,0.068,0.64,-0.009819,0,0,1,0,0.64,0,0,0,0,0
6,1,4909.58089,3.48E-27,689.8863,2.57E-05,0.068,0.64,-0.009819,0,0,1,0,0.64,0,0,0,0,0
6,1,4909.76167,3.42E-25,690.0494,0.001686,0.068,0.64,-0.00982,0,0,1,0,0.64,0,0,0,0,0
6,1,4909.85398,8.08E-27,689.9569,3.98E-05,0.068,0.64,-0.00982,0,0,1,0,0.64,0,0,0,0,0
