Band,Exchange (cm-1 amagat-2),Header Value (cm-1 amagat-2),Spin Orbit (cm-1 amagat-2),Temperature,Wavenumber (cm-1),Exchange Area,Exchange Normalized,Spin Orbit Area,Spin Orbit Normalized,Ratio Exchange to Spin Orbit Areas,Exchange (cm-1 amagat-2) Area,Exchange (cm-1 amagat-2) Normalized,Spin Orbit (cm-1 amagat-2) Area,Spin Orbit (cm-1 amagat-2) Normalized,SO Temp Dep - a,SO Temp Dep - a err,SO Temp Dep - b,SO Temp Dep - b err,SO Temp Dep - c,SO Temp Dep - c err,SO Temp Dep - d,SO Temp Dep - d err,SO Temp Dep - err,EXCH Temp Dep - a,EXCH Temp Dep - a err,EXCH Temp Dep - b,EXCH Temp Dep - b err,EXCH Temp Dep - c,EXCH Temp Dep - c err,EXCH Temp Dep - d,EXCH Temp Dep - d err,EXCH Temp Dep - err
A Band,9.10E-09,1.46E-07,8.76E-11,296,12868.2,3.94E-05,0.000230913,6.21E-06,1.41E-05,6.351227236,3.94E-05,0.000230913,6.21E-06,1.41E-05,1,0,0.012134739,2.46E-06,3.25E-05,4.03E-08,-4.63E-08,7.14E-10,0.000184343,1,0,0.005957315,3.72E-06,-1.58E-06,6.09E-08,-2.66E-08,1.08E-09,0.000258946
A Band,9.11E-09,1.46E-07,8.79E-11,296,12868.3,3.94E-05,0.000231096,6.21E-06,1.42E-05,6.351227236,3.94E-05,0.000231096,6.21E-06,1.42E-05,1,0,0.012124526,2.88E-06,3.23E-05,4.71E-08,-4.83E-08,8.35E-10,0.000212714,1,0,0.005954292,2.97E-06,-1.20E-06,4.87E-08,-2.27E-08,8.61E-10,0.000210144
A Band,9.12E-09,1.46E-07,8.81E-11,296,12868.4,3.94E-05,0.000231462,6.21E-06,1.42E-05,6.351227236,3.94E-05,0.000231462,6.21E-06,1.42E-05,1,0,0.012109892,4.52E-06,3.20E-05,7.40E-08,-4.99E-08,1.31E-09,0.000301865,1,0,0.005948925,2.39E-06,-1.26E-06,3.92E-08,-2.29E-08,6.94E-10,0.000175884
A Band,9.14E-09,1.46E-07,8.84E-11,296,12868.5,3.94E-05,0.000231829,6.21E-06,1.42E-05,6.351227236,3.94E-05,0.000231829,6.21E-06,1.42E-05,1,0,0.012103302,2.93E-06,3.23E-05,4.80E-08,-4.60E-08,8.49E-10,0.000209385,1,0,0.005945869,3.54E-06,-1.33E-06,5.79E-08,-2.36E-08,1.03E-09,0.000261319
A Band,9.15E-09,1.46E-07,8.86E-11,296,12868.6,3.94E-05,0.000232195,6.21E-06,1.43E-05,6.351227236,3.94E-05,0.000232195,6.21E-06,1.43E-05,1,0,0.012090768,2.78E-06,3.21E-05,4.54E-08,-4.75E-08,8.04E-10,0.000206821,1,0,0.005943972,3.03E-06,-1.35E-06,4.95E-08,-2.40E-08,8.77E-10,0.000226212
A Band,9.17E-09,1.46E-07,8.89E-11,296,12868.7,3.94E-05,0.000232561,6.21E-06,1.43E-05,6.351227236,3.94E-05,0.000232561,6.21E-06,1.43E-05,1,0,0.012077843,3.22E-06,3.19E-05,5.27E-08,-4.80E-08,9.33E-10,0.000234434,1,0,0.005939541,2.84E-06,-1.40E-06,4.65E-08,-2.41E-08,8.23E-10,0.000212177
A Band,9.18E-09,1.46E-07,8.92E-11,296,12868.8,3.94E-05,0.000232927,6.21E-06,1.44E-05,6.351227236,3.94E-05,0.000232927,6.21E-06,1.44E-05,1,0,0.012067064,3.51E-06,3.17E-05,5.75E-08,-4.96E-08,1.02E-09,0.000247666,1,0,0.005935151,3.34E-06,-1.42E-06,5.47E-08,-2.40E-08,9.69E-10,0.000249327
A Band,9.20E-09,1.46E-07,8.94E-11,296,12868.9,3.94E-05,0.000233293,6.21E-06,1.44E-05,6.351227236,3.94E-05,0.000233293,6.21E-06,1.44E-05,1,0,0.012057311,3.70E-06,3.19E-05,6.06E-08,-4.67E-08,1.07E-09,0.000257114,1,0,0.005931253,2.64E-06,-1.53E-06,4.31E-08,-2.51E-08,7.64E-10,0.000189645
A Band,9.21E-09,1.46E-07,8.97E-11,296,12869,3.94E-05,0.00023366,6.21E-06,1.45E-05,6.351227236,3.94E-05,0.00023366,6.21E-06,1.45E-05,1,0,0.012049052,3.04E-06,3.18E-05,4.98E-08,-4.75E-08,8.82E-10,0.000222727,1,0,0.005927481,2.78E-06,-1.53E-06,4.55E-08,-2.49E-08,8.06E-10,0.00020341
A Band,9.23E-09,1.46E-07,9.00E-11,296,12869.1,3.94E-05,0.000234026,6.21E-06,1.45E-05,6.351227236,3.94E-05,0.000234026,6.21E-06,1.45E-05,1,0,0.012037783,3.02E-06,3.16E-05,4.94E-08,-4.83E-08,8.74E-10,0.00022431,1,0,0.005923155,2.57E-06,-1.59E-06,4.20E-08,-2.52E-08,7.44E-10,0.000188996
A Band,9.24E-09,1.46E-07,9.03E-11,296,12869.2,3.94E-05,0.000234392,6.21E-06,1.45E-05,6.351227236,3.94E-05,0.000234392,6.21E-06,1.45E-05,1,0,0.012026325,2.88E-06,3.15E-05,4.71E-08,-4.88E-08,8.34E-10,0.000204716,1,0,0.005919791,3.02E-06,-1.64E-06,4.95E-08,-2.57E-08,8.76E-10,0.000213484
A Band,9.25E-09,1.46E-07,9.06E-11,296,12869.3,3.94E-05,0.000234758,6.21E-06,1.46E-05,6.351227236,3.94E-05,0.000234758,6.21E-06,1.46E-05,1,0,0.012012971,3.40E-06,3.12E-05,5.57E-08,-5.00E-08,9.86E-10,0.000234707,1,0,0.005916247,3.83E-06,-1.66E-06,6.26E-08,-2.58E-08,1.11E-09,0.000266263
A Band,9.27E-09,1.46E-07,9.08E-11,296,12869.4,3.94E-05,0.000235125,6.21E-06,1.46E-05,6.351227236,3.94E-05,0.000235125,6.21E-06,1.46E-05,1,0,0.012006171,3.83E-06,3.14E-05,6.27E-08,-4.76E-08,1.11E-09,0.000269579,1,0,0.005910898,3.99E-06,-1.70E-06,6.53E-08,-2.57E-08,1.16E-09,0.000281293
A Band,9.28E-09,1.46E-07,9.11E-11,296,12869.5,3.94E-05,0.000235491,6.21E-06,1.47E-05,6.351227236,3.94E-05,0.000235491,6.21E-06,1.47E-05,1,0,0.011994089,2.87E-06,3.13E-05,4.70E-08,-4.75E-08,8.32E-10,0.000211054,1,0,0.005910573,3.26E-06,-1.72E-06,5.33E-08,-2.63E-08,9.44E-10,0.000224246
A Band,9.30E-09,1.46E-07,9.14E-11,296,12869.6,3.94E-05,0.000235857,6.21E-06,1.47E-05,6.351227236,3.94E-05,0.000235857,6.21E-06,1.47E-05,1,0,0.011980622,2.53E-06,3.11E-05,4.13E-08,-4.91E-08,7.32E-10,0.00018822,1,0,0.005904388,4.06E-06,-1.76E-06,6.64E-08,-2.62E-08,1.18E-09,0.000275254
A Band,9.30E-09,1.46E-07,9.17E-11,296,12869.7,3.94E-05,0.00023604,6.21E-06,1.48E-05,6.351227236,3.94E-05,0.00023604,6.21E-06,1.48E-05,1,0,0.011972261,3.14E-06,3.10E-05,5.13E-08,-4.98E-08,9.09E-10,0.000223082,1,0,0.005899932,3.59E-06,-1.38E-06,5.87E-08,-2.20E-08,1.04E-09,0.000249862
A Band,9.32E-09,1.46E-07,9.20E-11,296,12869.8,3.94E-05,0.000236407,6.21E-06,1.48E-05,6.351227236,3.94E-05,0.000236407,6.21E-06,1.48E-05,1,0,0.011958365,3.17E-06,3.07E-05,5.19E-08,-5.07E-08,9.19E-10,0.0002161,1,0,0.005895189,2.92E-06,-1.43E-06,4.79E-08,-2.24E-08,8.47E-10,0.000218134
A Band,9.33E-09,1.46E-07,9.22E-11,296,12869.9,3.94E-05,0.000236773,6.21E-06,1.49E-05,6.351227236,3.94E-05,0.000236773,6.21E-06,1.49E-05,1,0,0.01195368,3.08E-06,3.10E-05,5.03E-08,-4.73E-08,8.92E-10,0.000221891,1,0,0.005893632,2.97E-06,-1.45E-06,4.86E-08,-2.26E-08,8.60E-10,0.000210316
A Band,9.35E-09,1.46E-07,9.25E-11,296,12870,3.94E-05,0.000237139,6.21E-06,1.49E-05,6.351227236,3.94E-05,0.000237139,6.21E-06,1.49E-05,1,0,0.011940063,2.69E-06,3.08E-05,4.40E-08,-4.83E-08,7.78E-10,0.000197763,1,0,0.005888987,3.17E-06,-1.49E-06,5.18E-08,-2.27E-08,9.18E-10,0.000224611
A Band,9.36E-09,1.46E-07,9.28E-11,296,12870.1,3.94E-05,0.000237505,6.21E-06,1.49E-05,6.351227236,3.94E-05,0.000237505,6.21E-06,1.49E-05,1,0,0.011929591,2.90E-06,3.07E-05,4.75E-08,-4.94E-08,8.41E-10,0.000216587,1,0,0.005883863,3.57E-06,-1.49E-06,5.84E-08,-2.23E-08,1.03E-09,0.000262395
A Band,9.38E-09,1.46E-07,9.30E-11,296,12870.2,3.94E-05,0.000237871,6.21E-06,1.50E-05,6.351227236,3.94E-05,0.000237871,6.21E-06,1.50E-05,1,0,0.011918292,2.31E-06,3.05E-05,3.77E-08,-4.95E-08,6.68E-10,0.00015784,1,0,0.005881972,2.91E-06,-1.54E-06,4.76E-08,-2.32E-08,8.43E-10,0.00021076
A Band,9.39E-09,1.46E-07,9.33E-11,296,12870.3,3.94E-05,0.000238238,6.21E-06,1.50E-05,6.351227236,3.94E-05,0.000238238,6.21E-06,1.50E-05,1,0,0.011909595,3.04E-06,3.03E-05,4.98E-08,-5.13E-08,8.82E-10,0.000222721,1,0,0.005877147,3.06E-06,-1.55E-06,5.01E-08,-2.29E-08,8.87E-10,0.000227824
A Band,9.41E-09,1.46E-07,9.36E-11,296,12870.4,3.94E-05,0.000238604,6.21E-06,1.51E-05,6.351227236,3.94E-05,0.000238604,6.21E-06,1.51E-05,1,0,0.011897716,3.47E-06,3.02E-05,5.69E-08,-5.12E-08,1.01E-09,0.000236923,1,0,0.005871702,3.12E-06,-1.58E-06,5.11E-08,-2.28E-08,9.04E-10,0.000231464
A Band,9.42E-09,1.46E-07,9.38E-11,296,12870.5,3.94E-05,0.00023897,6.21E-06,1.51E-05,6.351227236,3.94E-05,0.00023897,6.21E-06,1.51E-05,1,0,0.011889831,3.06E-06,3.04E-05,5.01E-08,-4.90E-08,8.87E-10,0.000225453,1,0,0.005870588,2.74E-06,-1.60E-06,4.49E-08,-2.32E-08,7.95E-10,0.000204979
A Band,9.43E-09,1.46E-07,9.41E-11,296,12870.6,3.94E-05,0.000239336,6.21E-06,1.52E-05,6.351227236,3.94E-05,0.000239336,6.21E-06,1.52E-05,1,0,0.011876232,1.85E-06,3.03E-05,3.04E-08,-4.84E-08,5.38E-10,0.000137826,1,0,0.005865006,2.95E-06,-1.64E-06,4.84E-08,-2.32E-08,8.56E-10,0.000220931
A Band,9.45E-09,1.46E-07,9.44E-11,296,12870.7,3.94E-05,0.000239703,6.21E-06,1.52E-05,6.351227236,3.94E-05,0.000239703,6.21E-06,1.52E-05,1,0,0.011866952,2.56E-06,3.01E-05,4.19E-08,-5.01E-08,7.42E-10,0.000190847,1,0,0.005862175,3.01E-06,-1.65E-06,4.92E-08,-2.32E-08,8.72E-10,0.0002243
A Band,9.46E-09,1.46E-07,9.47E-11,296,12870.8,3.94E-05,0.000240069,6.21E-06,1.53E-05,6.351227236,3.94E-05,0.000240069,6.21E-06,1.53E-05,1,0,0.011854515,2.35E-06,2.99E-05,3.85E-08,-5.12E-08,6.82E-10,0.000168432,1,0,0.005858754,3.00E-06,-1.69E-06,4.92E-08,-2.37E-08,8.71E-10,0.000223546
A Band,9.48E-09,1.46E-07,9.50E-11,296,12870.9,3.94E-05,0.000240435,6.21E-06,1.53E-05,6.351227236,3.94E-05,0.000240435,6.21E-06,1.53E-05,1,0,0.011846604,4.12E-06,2.98E-05,6.75E-08,-5.18E-08,1.19E-09,0.000288536,1,0,0.005854164,2.97E-06,-1.69E-06,4.87E-08,-2.33E-08,8.61E-10,0.000222216
A Band,9.49E-09,1.46E-07,9.52E-11,296,12871,3.94E-05,0.000240801,6.21E-06,1.53E-05,6.351227236,3.94E-05,0.000240801,6.21E-06,1.53E-05,1,0,0.01183832,3.67E-06,3.00E-05,6.01E-08,-4.87E-08,1.06E-09,0.000257058,1,0,0.005849233,2.62E-06,-1.72E-06,4.29E-08,-2.33E-08,7.59E-10,0.00019582
A Band,9.51E-09,1.46E-07,9.55E-11,296,12871.1,3.94E-05,0.000241168,6.21E-06,1.54E-05,6.351227236,3.94E-05,0.000241168,6.21E-06,1.54E-05,1,0,0.011828951,2.40E-06,2.99E-05,3.93E-08,-4.91E-08,6.96E-10,0.000179438,1,0,0.005848282,2.80E-06,-1.71E-06,4.59E-08,-2.35E-08,8.12E-10,0.000206732
A Band,9.52E-09,1.46E-07,9.58E-11,296,12871.2,3.94E-05,0.000241534,6.21E-06,1.54E-05,6.351227236,3.94E-05,0.000241534,6.21E-06,1.54E-05,1,0,0.011816689,1.92E-06,2.97E-05,3.15E-08,-5.00E-08,5.58E-10,0.000138781,1,0,0.005843055,2.75E-06,-1.75E-06,4.50E-08,-2.35E-08,7.98E-10,0.000205779
A Band,9.54E-09,1.46E-07,9.61E-11,296,12871.3,3.94E-05,0.0002419,6.21E-06,1.55E-05,6.351227236,3.94E-05,0.0002419,6.21E-06,1.55E-05,1,0,0.011805206,2.57E-06,2.95E-05,4.20E-08,-5.13E-08,7.44E-10,0.000188124,1,0,0.005839165,2.19E-06,-1.75E-06,3.59E-08,-2.32E-08,6.35E-10,0.000162978
A Band,9.55E-09,1.46E-07,9.64E-11,296,12871.4,3.94E-05,0.000242266,6.21E-06,1.55E-05,6.351227236,3.94E-05,0.000242266,6.21E-06,1.55E-05,1,0,0.011794493,2.87E-06,2.94E-05,4.69E-08,-5.15E-08,8.31E-10,0.00019689,1,0,0.005834581,2.76E-06,-1.78E-06,4.52E-08,-2.34E-08,8.01E-10,0.000204859
A Band,9.56E-09,1.46E-07,9.67E-11,296,12871.5,3.94E-05,0.000242633,6.21E-06,1.56E-05,6.351227236,3.94E-05,0.000242633,6.21E-06,1.56E-05,1,0,0.011783516,4.40E-06,2.92E-05,7.20E-08,-5.29E-08,1.27E-09,0.00028633,1,0,0.005831462,3.23E-06,-1.73E-06,5.28E-08,-2.27E-08,9.36E-10,0.000232191
A Band,9.58E-09,1.46E-07,9.69E-11,296,12871.6,3.94E-05,0.000242999,6.21E-06,1.56E-05,6.351227236,3.94E-05,0.000242999,6.21E-06,1.56E-05,1,0,0.011777575,2.25E-06,2.95E-05,3.68E-08,-4.92E-08,6.51E-10,0.000164788,1,0,0.005828418,2.99E-06,-1.77E-06,4.90E-08,-2.32E-08,8.67E-10,0.000223448
A Band,9.59E-09,1.46E-07,9.72E-11,296,12871.7,3.94E-05,0.000243365,6.21E-06,1.57E-05,6.351227236,3.94E-05,0.000243365,6.21E-06,1.57E-05,1,0,0.011765878,2.71E-06,2.93E-05,4.44E-08,-5.03E-08,7.86E-10,0.000198883,1,0,0.005823965,2.68E-06,-1.76E-06,4.39E-08,-2.27E-08,7.78E-10,0.000200666
A Band,9.61E-09,1.46E-07,9.75E-11,296,12871.8,3.94E-05,0.000243731,6.21E-06,1.57E-05,6.351227236,3.94E-05,0.000243731,6.21E-06,1.57E-05,1,0,0.011756086,2.53E-06,2.91E-05,4.14E-08,-5.17E-08,7.34E-10,0.00018209,1,0,0.005821456,3.47E-06,-1.77E-06,5.68E-08,-2.28E-08,1.01E-09,0.000259001
A Band,9.62E-09,1.46E-07,9.77E-11,296,12871.9,3.94E-05,0.000244098,6.21E-06,1.57E-05,6.351227236,3.94E-05,0.000244098,6.21E-06,1.57E-05,1,0,0.011744334,2.86E-06,2.90E-05,4.69E-08,-5.18E-08,8.30E-10,0.000198627,1,0,0.005816911,3.01E-06,-1.81E-06,4.92E-08,-2.30E-08,8.71E-10,0.000224202
A Band,9.64E-09,1.46E-07,9.80E-11,296,12872,3.94E-05,0.000244464,6.21E-06,1.58E-05,6.351227236,3.94E-05,0.000244464,6.21E-06,1.58E-05,1,0,0.011734368,2.77E-06,2.88E-05,4.54E-08,-5.32E-08,8.03E-10,0.000196093,1,0,0.005811586,2.57E-06,-1.78E-06,4.21E-08,-2.23E-08,7.46E-10,0.000192443
A Band,9.65E-09,1.46E-07,9.83E-11,296,12872.1,3.94E-05,0.00024483,6.21E-06,1.58E-05,6.351227236,3.94E-05,0.00024483,6.21E-06,1.58E-05,1,0,0.011727486,4.37E-06,2.87E-05,7.15E-08,-5.32E-08,1.27E-09,0.000284682,1,0,0.005809588,2.98E-06,-1.80E-06,4.88E-08,-2.27E-08,8.63E-10,0.00021018
A Band,9.67E-09,1.46E-07,9.85E-11,296,12872.2,3.94E-05,0.000245196,6.21E-06,1.59E-05,6.351227236,3.94E-05,0.000245196,6.21E-06,1.59E-05,1,0,0.011716671,2.46E-06,2.89E-05,4.03E-08,-4.99E-08,7.14E-10,0.000179045,1,0,0.005804415,3.00E-06,-1.80E-06,4.91E-08,-2.22E-08,8.70E-10,0.000219106
A Band,9.68E-09,1.46E-07,9.88E-11,296,12872.3,3.94E-05,0.000245562,6.21E-06,1.59E-05,6.351227236,3.94E-05,0.000245562,6.21E-06,1.59E-05,1,0,0.011704298,2.51E-06,2.87E-05,4.11E-08,-5.10E-08,7.27E-10,0.00018594,1,0,0.005802195,2.30E-06,-1.80E-06,3.76E-08,-2.24E-08,6.66E-10,0.000171371
A Band,9.69E-09,1.46E-07,9.91E-11,296,12872.4,3.94E-05,0.000245929,6.21E-06,1.60E-05,6.351227236,3.94E-05,0.000245929,6.21E-06,1.60E-05,1,0,0.011696051,2.17E-06,2.86E-05,3.55E-08,-5.14E-08,6.29E-10,0.000160368,1,0,0.005797685,2.89E-06,-1.76E-06,4.73E-08,-2.16E-08,8.38E-10,0.000209853
A Band,9.71E-09,1.46E-07,9.94E-11,296,12872.5,3.94E-05,0.000246295,6.21E-06,1.60E-05,6.351227236,3.94E-05,0.000246295,6.21E-06,1.60E-05,1,0,0.011685815,1.97E-06,2.85E-05,3.23E-08,-5.26E-08,5.72E-10,0.000147008,1,0,0.005795288,3.06E-06,-1.77E-06,5.01E-08,-2.18E-08,8.87E-10,0.000219256
A Band,9.72E-09,1.46E-07,9.97E-11,296,12872.6,3.94E-05,0.000246661,6.21E-06,1.61E-05,6.351227236,3.94E-05,0.000246661,6.21E-06,1.61E-05,1,0,0.011676695,3.35E-06,2.84E-05,5.48E-08,-5.28E-08,9.70E-10,0.000223952,1,0,0.005788314,3.32E-06,-1.80E-06,5.43E-08,-2.14E-08,9.61E-10,0.000245354
A Band,9.74E-09,1.46E-07,1.00E-10,296,12872.7,3.94E-05,0.000247027,6.21E-06,1.61E-05,6.351227236,3.94E-05,0.000247027,6.21E-06,1.61E-05,1,0,0.011664702,2.42E-06,2.82E-05,3.96E-08,-5.35E-08,7.02E-10,0.000168754,1,0,0.005785669,3.20E-06,-1.79E-06,5.24E-08,-2.14E-08,9.28E-10,0.000233366
A Band,9.75E-09,1.46E-07,1.00E-10,296,12872.8,3.94E-05,0.000247394,6.21E-06,1.61E-05,6.351227236,3.94E-05,0.000247394,6.21E-06,1.61E-05,1,0,0.011658862,2.27E-06,2.85E-05,3.71E-08,-5.01E-08,6.57E-10,0.00016573,1,0,0.005784239,3.25E-06,-1.77E-06,5.33E-08,-2.14E-08,9.43E-10,0.00022575
A Band,9.77E-09,1.46E-07,1.00E-10,296,12872.9,3.94E-05,0.000247943,6.21E-06,1.62E-05,6.351227236,3.94E-05,0.000247943,6.21E-06,1.62E-05,1,0,0.011646417,1.96E-06,2.83E-05,3.21E-08,-5.11E-08,5.68E-10,0.000145357,1,0,0.00577817,4.58E-06,-2.16E-06,7.49E-08,-2.48E-08,1.33E-09,0.000310462
A Band,9.79E-09,1.46E-07,1.01E-10,296,12873,3.94E-05,0.000248309,6.21E-06,1.62E-05,6.351227236,3.94E-05,0.000248309,6.21E-06,1.62E-05,1,0,0.011640603,2.07E-06,2.82E-05,3.39E-08,-5.12E-08,6.01E-10,0.000153486,1,0,0.00577532,3.36E-06,-2.15E-06,5.50E-08,-2.48E-08,9.73E-10,0.000238065
A Band,9.80E-09,1.46E-07,1.01E-10,296,12873.1,3.94E-05,0.000248675,6.21E-06,1.63E-05,6.351227236,3.94E-05,0.000248675,6.21E-06,1.63E-05,1,0,0.011628372,1.65E-06,2.81E-05,2.70E-08,-5.17E-08,4.79E-10,0.000121562,1,0,0.005772528,3.84E-06,-2.09E-06,6.29E-08,-2.39E-08,1.11E-09,0.000275399
A Band,9.82E-09,1.46E-07,1.01E-10,296,12873.2,3.94E-05,0.000249042,6.21E-06,1.63E-05,6.351227236,3.94E-05,0.000249042,6.21E-06,1.63E-05,1,0,0.011619258,2.37E-06,2.80E-05,3.88E-08,-5.19E-08,6.86E-10,0.000161894,1,0,0.005768436,3.38E-06,-2.11E-06,5.53E-08,-2.41E-08,9.79E-10,0.000241021
A Band,9.83E-09,1.46E-07,1.02E-10,296,12873.3,3.94E-05,0.000249408,6.21E-06,1.64E-05,6.351227236,3.94E-05,0.000249408,6.21E-06,1.64E-05,1,0,0.011609145,2.05E-06,2.78E-05,3.36E-08,-5.30E-08,5.94E-10,0.000141049,1,0,0.005763069,3.85E-06,-2.10E-06,6.30E-08,-2.35E-08,1.12E-09,0.000272376
A Band,9.85E-09,1.46E-07,1.02E-10,296,12873.4,3.94E-05,0.000249774,6.21E-06,1.64E-05,6.351227236,3.94E-05,0.000249774,6.21E-06,1.64E-05,1,0,0.011601806,2.70E-06,2.78E-05,4.41E-08,-5.33E-08,7.81E-10,0.000200371,1,0,0.005759427,3.19E-06,-2.11E-06,5.21E-08,-2.36E-08,9.23E-10,0.000229
A Band,9.86E-09,1.46E-07,1.02E-10,296,12873.5,3.94E-05,0.00025014,6.21E-06,1.65E-05,6.351227236,3.94E-05,0.00025014,6.21E-06,1.65E-05,1,0,0.011589106,3.07E-06,2.76E-05,5.02E-08,-5.35E-08,8.89E-10,0.000213575,1,0,0.005756839,2.57E-06,-2.10E-06,4.21E-08,-2.36E-08,7.45E-10,0.000192295
A Band,9.88E-09,1.46E-07,1.03E-10,296,12873.6,3.94E-05,0.000250507,6.21E-06,1.65E-05,6.351227236,3.94E-05,0.000250507,6.21E-06,1.65E-05,1,0,0.011580405,3.04E-06,2.76E-05,4.97E-08,-5.36E-08,8.80E-10,0.0002063,1,0,0.005752783,2.37E-06,-2.08E-06,3.89E-08,-2.31E-08,6.88E-10,0.000174085
A Band,9.89E-09,1.46E-07,1.03E-10,296,12873.7,3.94E-05,0.000250873,6.21E-06,1.66E-05,6.351227236,3.94E-05,0.000250873,6.21E-06,1.66E-05,1,0,0.01156895,4.27E-06,2.74E-05,6.99E-08,-5.44E-08,1.24E-09,0.000273795,1,0,0.005748335,3.17E-06,-2.05E-06,5.19E-08,-2.25E-08,9.20E-10,0.000233803
A Band,9.90E-09,1.46E-07,1.03E-10,296,12873.8,3.94E-05,0.000251239,6.21E-06,1.66E-05,6.351227236,3.94E-05,0.000251239,6.21E-06,1.66E-05,1,0,0.011559604,3.24E-06,2.73E-05,5.30E-08,-5.42E-08,9.39E-10,0.000223499,1,0,0.005743803,2.95E-06,-2.04E-06,4.82E-08,-2.22E-08,8.54E-10,0.0002199
A Band,9.92E-09,1.46E-07,1.03E-10,296,12873.9,3.94E-05,0.000251605,6.21E-06,1.66E-05,6.351227236,3.94E-05,0.000251605,6.21E-06,1.66E-05,1,0,0.011551821,3.50E-06,2.75E-05,5.73E-08,-5.14E-08,1.01E-09,0.000235228,1,0,0.005740774,2.63E-06,-2.01E-06,4.30E-08,-2.17E-08,7.61E-10,0.000195019
A Band,9.93E-09,1.46E-07,1.04E-10,296,12874,3.94E-05,0.000251972,6.21E-06,1.67E-05,6.351227236,3.94E-05,0.000251972,6.21E-06,1.67E-05,1,0,0.011544398,1.13E-06,2.75E-05,1.85E-08,-5.11E-08,3.28E-10,7.95E-05,1,0,0.005735737,3.15E-06,-2.02E-06,5.16E-08,-2.17E-08,9.13E-10,0.000222282
A Band,9.95E-09,1.46E-07,1.04E-10,296,12874.1,3.94E-05,0.000252338,6.21E-06,1.67E-05,6.351227236,3.94E-05,0.000252338,6.21E-06,1.67E-05,1,0,0.011533953,2.15E-06,2.74E-05,3.53E-08,-5.20E-08,6.24E-10,0.000155482,1,0,0.005734516,2.97E-06,-1.97E-06,4.86E-08,-2.13E-08,8.61E-10,0.000219719
A Band,9.96E-09,1.46E-07,1.04E-10,296,12874.2,3.94E-05,0.000252704,6.21E-06,1.68E-05,6.351227236,3.94E-05,0.000252704,6.21E-06,1.68E-05,1,0,0.011522537,2.57E-06,2.73E-05,4.21E-08,-5.14E-08,7.46E-10,0.000179839,1,0,0.005728754,3.24E-06,-1.94E-06,5.31E-08,-2.05E-08,9.40E-10,0.000235638
A Band,9.98E-09,1.46E-07,1.04E-10,296,12874.3,3.94E-05,0.000253253,6.21E-06,1.68E-05,6.351227236,3.94E-05,0.000253253,6.21E-06,1.68E-05,1,0,0.011516645,1.08E-06,2.73E-05,1.77E-08,-5.13E-08,3.14E-10,7.62E-05,1,0,0.005725402,4.48E-06,-2.33E-06,7.33E-08,-2.44E-08,1.30E-09,0.000306514
A Band,1.00E-08,1.46E-07,1.05E-10,296,12874.4,3.94E-05,0.00025362,6.21E-06,1.69E-05,6.351227236,3.94E-05,0.00025362,6.21E-06,1.69E-05,1,0,0.011505202,3.46E-06,2.72E-05,5.67E-08,-5.18E-08,1.00E-09,0.000229281,1,0,0.005722608,3.62E-06,-2.30E-06,5.92E-08,-2.41E-08,1.05E-09,0.000254017
A Band,1.00E-08,1.46E-07,1.05E-10,296,12874.5,3.94E-05,0.000253986,6.21E-06,1.69E-05,6.351227236,3.94E-05,0.000253986,6.21E-06,1.69E-05,1,0,0.011492955,2.70E-06,2.67E-05,4.43E-08,-5.51E-08,7.84E-10,0.000185868,1,0,0.00571823,2.33E-06,-2.27E-06,3.81E-08,-2.35E-08,6.75E-10,0.000170973
A Band,1.00E-08,1.46E-07,1.05E-10,296,12874.6,3.94E-05,0.000254352,6.21E-06,1.70E-05,6.351227236,3.94E-05,0.000254352,6.21E-06,1.70E-05,1,0,0.01148425,3.62E-06,2.67E-05,5.93E-08,-5.44E-08,1.05E-09,0.000242627,1,0,0.005716542,3.19E-06,-2.21E-06,5.22E-08,-2.30E-08,9.25E-10,0.00022512
A Band,1.00E-08,1.46E-07,1.06E-10,296,12874.7,3.94E-05,0.000254718,6.21E-06,1.70E-05,6.351227236,3.94E-05,0.000254718,6.21E-06,1.70E-05,1,0,0.011473263,2.30E-06,2.66E-05,3.76E-08,-5.50E-08,6.65E-10,0.000157551,1,0,0.005710216,3.24E-06,-2.23E-06,5.30E-08,-2.28E-08,9.38E-10,0.000234684
A Band,1.01E-08,1.46E-07,1.06E-10,296,12874.8,3.94E-05,0.000255085,6.21E-06,1.71E-05,6.351227236,3.94E-05,0.000255085,6.21E-06,1.71E-05,1,0,0.011465973,2.42E-06,2.66E-05,3.97E-08,-5.44E-08,7.02E-10,0.000168118,1,0,0.005705657,3.14E-06,-2.21E-06,5.14E-08,-2.23E-08,9.11E-10,0.000232289
A Band,1.01E-08,1.46E-07,1.06E-10,296,12874.9,3.94E-05,0.000255451,6.21E-06,1.71E-05,6.351227236,3.94E-05,0.000255451,6.21E-06,1.71E-05,1,0,0.011455296,2.12E-06,2.66E-05,3.47E-08,-5.37E-08,6.15E-10,0.000158669,1,0,0.005703483,2.61E-06,-2.17E-06,4.27E-08,-2.20E-08,7.56E-10,0.000190116
