 24 6375.412395 1.388E-30 7.442E-06.06700.080  590.33170.75-.006629       4 1 1 01       0 0 0 01                    R 39e     366663243210 9 711   486.0  474.0,18540539,ElecStateLabel=X;v1=4;v2=1;l2=1;v3=0;J=40;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=39;r=1;parity=-;kronigParity=e,#,0.0,0.06733,0.00519,-0.006629,#,#,0.0
 21 6375.415314 2.154E-26 7.037E-03.07130.095 1533.27970.72-.006262       3 2 2 12       0 2 2 01                    R 22e     566663342910 9 711    47.0   45.0,17659814,ElecStateLabel=X;v1=3;v2=2;l2=2;v3=1;J=23;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=2;l2=2;v3=0;J=22;r=1;parity=+;kronigParity=e,#,-0.005858,0.07121,0.00618,-0.006262,#,#,-0.005858
 21 6375.426999 3.305E-28 1.941E-02.06690.080 2718.31800.75-.007752       4 1 1 12       1 1 1 01                    R 40f     566663342910 9 711    83.0   81.0,17659815,ElecStateLabel=X;v1=4;v2=1;l2=1;v3=1;J=41;r=2;kronigParity=f,ElecStateLabel=X;v1=1;v2=1;l2=1;v3=0;J=40;r=1;parity=-;kronigParity=f,#,0.0,0.06718,0.00517,-0.007752,#,#,0.0
 21 6375.451754 2.205E-28 1.932E-02.06650.077 2815.06110.74-.007960       4 1 1 12       1 1 1 01                    R 43e     566563342910 9 711    89.0   87.0,17659816,ElecStateLabel=X;v1=4;v2=1;l2=1;v3=1;J=44;r=2;kronigParity=e,ElecStateLabel=X;v1=1;v2=1;l2=1;v3=0;J=43;r=1;parity=-;kronigParity=e,#,0.0,0.0667,0.00514,-0.00796,#,#,0.0
 21 6375.524024 2.740E-29 3.862E-04.06880.088 2368.03680.74-.007954       2 2 2 23       0 3 3 01                    R 30f     466663342910 9 711    63.0   61.0,17659817,ElecStateLabel=X;v1=2;v2=2;l2=2;v3=2;J=31;r=3;kronigParity=f,ElecStateLabel=X;v1=0;v2=3;l2=3;v3=0;J=30;r=1;parity=-;kronigParity=f,#,0.0,0.0689,0.00554,-0.007954,#,#,0.0
 22 6375.557516 2.320E-30 1.521E-03.08490.114 1908.26630.68-.003960       4 1 1 12       1 1 1 02                    R  5e     366663243110 9 711    26.0   22.0,18540540,ElecStateLabel=X;v1=4;v2=1;l2=1;v3=1;J=6;r=2;kronigParity=e,ElecStateLabel=X;v1=1;v2=1;l2=1;v3=0;J=5;r=2;parity=-;kronigParity=e,#,0.0,0.08395,0.00749,-0.00396,#,#,0.0
 21 6375.617763 4.703E-27 2.262E-06.07420.101  106.12970.69-.005561       4 1 1 01       0 0 0 01                    P 16e     466663342910 9 711    31.0   33.0,17659818,ElecStateLabel=X;v1=4;v2=1;l2=1;v3=0;J=15;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=16;r=1;parity=+;kronigParity=e,#,-0.007854,0.07531,0.00687,-0.005561,#,#,-0.007854
 23 6375.694726 1.882E-30 1.279E-05.07130.095  848.85510.71-.007591       2 0 0 23       0 1 1 01                    P 22e     366663243210 9 711    43.0   45.0,18540541,ElecStateLabel=X;v1=2;v2=0;l2=0;v3=2;J=21;r=3;kronigParity=e,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=22;r=1;parity=+;kronigParity=e,#,0.0,0.072,0.00627,-0.007591,#,#,0.0
 21 6375.699001 3.502E-27 1.684E-02.06620.075 2231.23730.74-.008160       4 0 0 12       1 0 0 01                    R 46e     566563342910 9 711    95.0   93.0,17659819,ElecStateLabel=X;v1=4;v2=0;l2=0;v3=1;J=47;r=2;kronigParity=e,ElecStateLabel=X;v1=1;v2=0;l2=0;v3=0;J=46;r=1;parity=+;kronigParity=e,#,-0.011266,0.0662,0.00513,-0.00816,#,#,-0.011266
 21 6375.737933 1.918E-28 1.608E-04.06830.086 1800.09570.74-.008180       2 1 1 23       1 0 0 01                    R 32e     566663342910 9 711    67.0   65.0,17659820,ElecStateLabel=X;v1=2;v2=1;l2=1;v3=2;J=33;r=3;kronigParity=e,ElecStateLabel=X;v1=1;v2=0;l2=0;v3=0;J=32;r=1;parity=+;kronigParity=e,#,-0.000984,0.06851,0.00543,-0.00818,#,#,-0.000984
 21 6375.757247 2.673E-29 6.085E-03.07090.094 2888.65250.72-.006359       3 4 4 12       0 4 4 01                    R 23f     466663342910 9 711    49.0   47.0,17659821,ElecStateLabel=X;v1=3;v2=4;l2=4;v3=1;J=24;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=4;l2=4;v3=0;J=23;r=1;parity=+;kronigParity=f,#,0.0,0.07083,0.00608,-0.006359,#,#,0.0
 22 6375.766658 2.350E-28 3.076E-04.07020.093  902.31800.72-.007855       0 4 4 21       0 1 1 01                    P 25e     366663223110 9 711    98.0  102.0,18540542,ElecStateLabel=X;v1=0;v2=4;l2=4;v3=2;J=24;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=25;r=1;parity=-;kronigParity=e,#,0.0,0.07084,0.00599,-0.007855,#,#,0.0
 22 6375.782970 1.530E-27 2.003E-03.07020.093  902.31800.72-.006858       3 1 1 11       0 1 1 01                    P 25e     366663243110 9 711    98.0  102.0,18540543,ElecStateLabel=X;v1=3;v2=1;l2=1;v3=1;J=24;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=25;r=1;parity=-;kronigParity=e,#,0.0,0.07084,0.00599,-0.006858,#,#,0.0
 21 6375.845744 2.269E-30 1.340E-03.06770.084 3166.77170.74-.006320       5 3 3 02       0 4 4 01                    R 35f     466663342910 9 711    73.0   71.0,17659822,ElecStateLabel=X;v1=5;v2=3;l2=3;v3=0;J=36;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=4;l2=4;v3=0;J=35;r=1;parity=+;kronigParity=f,#,-0.005787,0.06798,0.0053,-0.00632,#,#,-0.005787
 22 6375.876770 6.580E-29 6.083E-03.08660.118 1377.85640.69-.005249       4 0 0 11       1 0 0 01                    P  4e     366663243110 9 711    14.0   18.0,18540544,ElecStateLabel=X;v1=4;v2=0;l2=0;v3=1;J=3;r=1;kronigParity=e,ElecStateLabel=X;v1=1;v2=0;l2=0;v3=0;J=4;r=1;parity=+;kronigParity=e,#,-0.011439,0.08668,0.00747,-0.005249,#,#,-0.011439
 22 6375.908061 5.100E-26 1.949E-03.07420.100  106.13470.70-.005630       3 0 0 11       0 0 0 01                    R 16e     366663243110 9 711    70.0   66.0,18540545,ElecStateLabel=X;v1=3;v2=0;l2=0;v3=1;J=17;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=16;r=1;parity=+;kronigParity=e,#,-0.002204,0.07424,0.00678,-0.00563,#,#,-0.002204
 21 6375.919453 1.705E-30 7.455E-07.06990.092 1610.01380.73-.006868       4 0 0 12       0 2 2 01                    P 26e     566663342910 9 711    51.0   53.0,17659823,ElecStateLabel=X;v1=4;v2=0;l2=0;v3=1;J=25;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=2;l2=2;v3=0;J=26;r=1;parity=+;kronigParity=e,#,0.0,0.07052,0.00591,-0.006868,#,#,0.0
 21 6375.920528 7.595E-30 1.416E-02.06680.079 3434.59000.75-.007822       4 2 2 12       1 2 2 01                    R 41f     466563342910 9 711    85.0   83.0,17659824,ElecStateLabel=X;v1=4;v2=2;l2=2;v3=1;J=42;r=2;kronigParity=f,ElecStateLabel=X;v1=1;v2=2;l2=2;v3=0;J=41;r=1;parity=+;kronigParity=f,#,0.0,0.06702,0.00516,-0.007822,#,#,0.0
 21 6375.965767 2.558E-29 3.933E-04.06850.087 2392.34760.74-.008046       2 2 2 23       0 3 3 01                    R 31e     466663342910 9 711    65.0   63.0,17659825,ElecStateLabel=X;v1=2;v2=2;l2=2;v3=2;J=32;r=3;kronigParity=e,ElecStateLabel=X;v1=0;v2=3;l2=3;v3=0;J=31;r=1;parity=-;kronigParity=e,#,0.0,0.0687,0.00549,-0.008046,#,#,0.0
 23 6375.969828 1.659E-30 1.703E-04.07620.103 1326.41870.68-.005266       4 0 0 12       1 0 0 02                    R 13e     366663243210 9 711    29.0   27.0,18540546,ElecStateLabel=X;v1=4;v2=0;l2=0;v3=1;J=14;r=2;kronigParity=e,ElecStateLabel=X;v1=1;v2=0;l2=0;v3=0;J=13;r=2;parity=-;kronigParity=e,#,0.0,0.07636,0.00706,-0.005266,#,#,0.0
 21 6375.979462 7.788E-30 1.664E-02.06660.078 3467.39430.75-.007892       4 2 2 12       1 2 2 01                    R 42e     466563342910 9 711    87.0   85.0,17659826,ElecStateLabel=X;v1=4;v2=2;l2=2;v3=1;J=43;r=2;kronigParity=e,ElecStateLabel=X;v1=1;v2=2;l2=2;v3=0;J=42;r=1;parity=+;kronigParity=e,#,0.0,0.06686,0.00515,-0.007892,#,#,0.0
 21 6375.985447 7.719E-28 6.500E-03.07130.095 2201.75370.72-.006262       3 3 3 12       0 3 3 01                    R 22f     466663342910 9 711    47.0   45.0,17659827,ElecStateLabel=X;v1=3;v2=3;l2=3;v3=1;J=23;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=3;l2=3;v3=0;J=22;r=1;parity=-;kronigParity=f,#,-0.005694,0.07121,0.00618,-0.006262,#,#,-0.005694
 23 6375.989255 4.044E-30 3.160E-04.05980.067 1577.32710.70-.008726       3 0 0 11       0 0 0 01                    P 65e     365553243210 9 711   129.0  131.0,18540547,ElecStateLabel=X;v1=3;v2=0;l2=0;v3=1;J=64;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=65;r=1;parity=-;kronigParity=e,#,0.005635,0.06273,0.00532,-0.008726,#,#,0.005635
 23 6376.042594 1.883E-30 1.678E-06.06720.082  545.38870.75-.007544       2 2 2 11       0 0 0 01                    P 38e     466663243210 9 711    75.0   77.0,18540548,ElecStateLabel=X;v1=2;v2=2;l2=2;v3=1;J=37;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=38;r=1;parity=+;kronigParity=e,#,0.0,0.06793,0.00524,-0.007544,#,#,0.0
 21 6376.043944 2.060E-26 7.047E-03.07090.094 1551.28950.72-.006359       3 2 2 12       0 2 2 01                    R 23f     566663342910 9 711    49.0   47.0,17659828,ElecStateLabel=X;v1=3;v2=2;l2=2;v3=1;J=24;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=2;l2=2;v3=0;J=23;r=1;parity=+;kronigParity=f,#,-0.005882,0.07083,0.00608,-0.006359,#,#,-0.005882
 21 6376.114596 3.746E-25 7.309E-03.06900.088 1007.13350.74-.006898       3 1 1 12       0 1 1 01                    R 29e     566663342910 9 711    61.0   59.0,17659829,ElecStateLabel=X;v1=3;v2=1;l2=1;v3=1;J=30;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=29;r=1;parity=-;kronigParity=e,#,0.008752,0.06912,0.00561,-0.006898,#,#,0.008752
 21 6376.123769 2.551E-30 9.827E-05.06170.069 2712.47950.71-.007785       5 1 1 02       1 0 0 02                    R 60e     465553342910 9 711   123.0  121.0,17659830,ElecStateLabel=X;v1=5;v2=1;l2=1;v3=0;J=61;r=2;kronigParity=e,ElecStateLabel=X;v1=1;v2=0;l2=0;v3=0;J=60;r=2;parity=+;kronigParity=e,#,-0.007592,0.06335,0.00527,-0.007785,#,#,-0.007592
 21 6376.169859 1.292E-24 7.291E-03.06620.075  843.03010.74-.008160       3 0 0 12       0 0 0 01                    R 46e     986563344510 9 711    95.0   93.0,17659831,ElecStateLabel=X;v1=3;v2=0;l2=0;v3=1;J=47;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=46;r=1;parity=+;kronigParity=e,#,-0.011738,0.0662,0.00513,-0.007092,#,#,-0.011738
 21 6376.190271 1.230E-29 1.922E-03.06730.083 2893.20070.74-.007450       3 0 0 21       0 0 0 11                    P 37e     466663342910 9 711    73.0   75.0,17659832,ElecStateLabel=X;v1=3;v2=0;l2=0;v3=2;J=36;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=1;J=37;r=1;parity=-;kronigParity=e,#,0.006967,0.06809,0.00527,-0.00745,#,#,0.006967
 24 6376.212982 1.278E-30 7.748E-06.06690.080  620.58870.75-.006693       4 1 1 01       0 0 0 01                    R 40e     366663243210 9 711   498.0  486.0,18540549,ElecStateLabel=X;v1=4;v2=1;l2=1;v3=0;J=41;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=40;r=1;parity=+;kronigParity=e,#,0.0,0.06718,0.00517,-0.006693,#,#,0.0
 21 6376.239468 1.062E-30 2.816E-02.06380.070 4042.97110.72-.008770       5 0 0 12       2 0 0 01                    R 56e     465553342910 9 711   115.0  113.0,17659833,ElecStateLabel=X;v1=5;v2=0;l2=0;v3=1;J=57;r=2;kronigParity=e,ElecStateLabel=X;v1=2;v2=0;l2=0;v3=0;J=56;r=1;parity=+;kronigParity=e,#,-0.02108,0.06426,0.00522,-0.00877,#,#,-0.02108
 22 6376.253365 1.690E-30 1.135E-03.06560.073 2334.84460.74-.008111       3 2 2 11       0 2 2 01                    P 51f     365553243110 9 711   202.0  206.0,18540550,ElecStateLabel=X;v1=3;v2=2;l2=2;v3=1;J=50;r=1;kronigParity=f,ElecStateLabel=X;v1=0;v2=2;l2=2;v3=0;J=51;r=1;parity=+;kronigParity=f,#,0.0,0.06578,0.00515,-0.008111,#,#,0.0
 27 6376.260300 1.630E-30 2.200E-04.07060.093  208.05220.72-.006453       3 0 0 11       0 0 0 01                    R 24e     366663243110 9 711    51.0   49.0,18540551,ElecStateLabel=X;v1=3;v2=0;l2=0;v3=1;J=25;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=24;r=1;parity=+;kronigParity=e,#,0.0,0.07049,0.00599,-0.006453,#,#,0.0
 21 6376.261062 4.018E-25 7.279E-03.06930.089  984.98900.73-.006812       3 1 1 12       0 1 1 01                    R 28f     566663342910 9 711    59.0   57.0,17659834,ElecStateLabel=X;v1=3;v2=1;l2=1;v3=1;J=29;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=28;r=1;parity=-;kronigParity=f,#,-0.023737,0.06936,0.00567,-0.006812,#,#,-0.023737
 21 6376.313910 2.324E-29 3.917E-04.06830.086 2417.44150.74-.008137       2 2 2 23       0 3 3 01                    R 32f     466663342910 9 711    67.0   65.0,17659835,ElecStateLabel=X;v1=2;v2=2;l2=2;v3=2;J=33;r=3;kronigParity=f,ElecStateLabel=X;v1=0;v2=3;l2=3;v3=0;J=32;r=1;parity=-;kronigParity=f,#,0.0,0.06851,0.00543,-0.008137,#,#,0.0
 22 6376.315354 2.650E-30 1.541E-03.08340.112 1913.00220.68-.004165       4 1 1 12       1 1 1 02                    R  6f     366663243110 9 711    30.0   26.0,18540552,ElecStateLabel=X;v1=4;v2=1;l2=1;v3=1;J=7;r=2;kronigParity=f,ElecStateLabel=X;v1=1;v2=1;l2=1;v3=0;J=6;r=2;parity=-;kronigParity=f,#,0.0,0.08288,0.00748,-0.004165,#,#,0.0
 21 6376.355255 1.195E-30 4.077E-05.06770.084 2568.57240.74-.008361       3 0 0 23       1 1 1 01                    P 35e     466663342910 9 711    69.0   71.0,17659836,ElecStateLabel=X;v1=3;v2=0;l2=0;v3=2;J=34;r=3;kronigParity=e,ElecStateLabel=X;v1=1;v2=1;l2=1;v3=0;J=35;r=1;parity=-;kronigParity=e,#,0.0,0.06843,0.00534,-0.008361,#,#,0.0
 21 6376.373828 1.638E-28 1.925E-02.06630.076 2884.46540.74-.008095       4 1 1 12       1 1 1 01                    R 45e     466563342910 9 711    93.0   91.0,17659837,ElecStateLabel=X;v1=4;v2=1;l2=1;v3=1;J=46;r=2;kronigParity=e,ElecStateLabel=X;v1=1;v2=1;l2=1;v3=0;J=45;r=1;parity=-;kronigParity=e,#,0.0,0.06637,0.00513,-0.008095,#,#,0.0
 21 6376.390587 2.689E-28 3.220E-07.06790.084  464.17170.74-.006341       3 3 3 01       0 0 0 01                    R 34e     466663342910 9 711    71.0   69.0,17659838,ElecStateLabel=X;v1=3;v2=3;l2=3;v3=0;J=35;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=34;r=1;parity=+;kronigParity=e,#,0.0,0.06815,0.00534,-0.006341,#,#,0.0
 21 6376.414427 2.137E-30 1.410E-03.06750.083 3195.04700.74-.006387       5 3 3 02       0 4 4 01                    R 36e     366663342910 9 711    75.0   73.0,17659839,ElecStateLabel=X;v1=5;v2=3;l2=3;v3=0;J=37;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=4;l2=4;v3=0;J=36;r=1;parity=+;kronigParity=e,#,-0.006225,0.06781,0.00527,-0.006387,#,#,-0.006225
 21 6376.434786 2.525E-29 6.054E-03.07060.093 2907.51260.72-.006453       3 4 4 12       0 4 4 01                    R 24e     466663342910 9 711    51.0   49.0,17659840,ElecStateLabel=X;v1=3;v2=4;l2=4;v3=1;J=25;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=4;l2=4;v3=0;J=24;r=1;parity=+;kronigParity=e,#,0.0,0.07049,0.00599,-0.006453,#,#,0.0
 22 6376.486080 2.840E-30 1.603E-03.06580.074 2295.01430.74-.008065       3 2 2 11       0 2 2 01                    P 50e     366553243110 9 711   198.0  202.0,18540553,ElecStateLabel=X;v1=3;v2=2;l2=2;v3=1;J=49;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=2;l2=2;v3=0;J=50;r=1;parity=+;kronigParity=e,#,0.0,0.06597,0.00515,-0.008065,#,#,0.0
 22 6376.500846 2.810E-30 4.816E-03.06850.088 2423.89860.74-.007157       4 1 1 11       1 1 1 01                    P 31e     366663243110 9 711   122.0  126.0,18540554,ElecStateLabel=X;v1=4;v2=1;l2=1;v3=1;J=30;r=1;kronigParity=e,ElecStateLabel=X;v1=1;v2=1;l2=1;v3=0;J=31;r=1;parity=-;kronigParity=e,#,0.0,0.06921,0.00554,-0.007157,#,#,0.0
 21 6376.523986 2.519E-28 1.935E-02.06660.078 2783.21020.75-.007892       4 1 1 12       1 1 1 01                    R 42f     566563342910 9 711    87.0   85.0,17659841,ElecStateLabel=X;v1=4;v2=1;l2=1;v3=1;J=43;r=2;kronigParity=f,ElecStateLabel=X;v1=1;v2=1;l2=1;v3=0;J=42;r=1;parity=-;kronigParity=f,#,0.0,0.06686,0.00515,-0.007892,#,#,0.0
 21 6376.613430 1.948E-28 1.987E-04.06790.084 1852.34660.74-.008358       2 1 1 23       1 0 0 01                    R 34e     566663342910 9 711    71.0   69.0,17659842,ElecStateLabel=X;v1=2;v2=1;l2=1;v3=2;J=35;r=3;kronigParity=e,ElecStateLabel=X;v1=1;v2=0;l2=0;v3=0;J=34;r=1;parity=+;kronigParity=e,#,-0.001711,0.06815,0.00534,-0.008358,#,#,-0.001711
 21 6376.622343 7.376E-28 6.505E-03.07090.094 2219.79630.72-.006359       3 3 3 12       0 3 3 01                    R 23e     466663342910 9 711    49.0   47.0,17659843,ElecStateLabel=X;v1=3;v2=3;l2=3;v3=1;J=24;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=3;l2=3;v3=0;J=23;r=1;parity=-;kronigParity=e,#,-0.00608,0.07083,0.00608,-0.006359,#,#,-0.00608
 21 6376.632247 2.500E-27 1.653E-02.06600.074 2305.27510.74-.008289       4 0 0 12       1 0 0 01                    R 48e     566563342910 9 711    99.0   97.0,17659844,ElecStateLabel=X;v1=4;v2=0;l2=0;v3=1;J=49;r=2;kronigParity=e,ElecStateLabel=X;v1=1;v2=0;l2=0;v3=0;J=48;r=1;parity=+;kronigParity=e,#,-0.011415,0.06585,0.00514,-0.008289,#,#,-0.011415
 23 6376.639895 1.687E-30 1.704E-04.07550.102 1336.72460.69-.005392       4 0 0 12       1 0 0 02                    R 14e     366663243210 9 711    31.0   29.0,18540555,ElecStateLabel=X;v1=4;v2=0;l2=0;v3=1;J=15;r=2;kronigParity=e,ElecStateLabel=X;v1=1;v2=0;l2=0;v3=0;J=14;r=2;parity=+;kronigParity=e,#,0.0,0.07561,0.00697,-0.005392,#,#,0.0
 21 6376.647696 1.959E-26 7.056E-03.07060.093 1570.08200.72-.006453       3 2 2 12       0 2 2 01                    R 24e     566663342910 9 711    51.0   49.0,17659845,ElecStateLabel=X;v1=3;v2=2;l2=2;v3=1;J=25;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=2;l2=2;v3=0;J=24;r=1;parity=+;kronigParity=e,#,-0.00682,0.07049,0.00599,-0.006453,#,#,-0.00682
 23 6376.666560 2.006E-30 1.321E-05.07170.096  832.64170.71-.007528       2 0 0 23       0 1 1 01                    P 21e     366663243210 9 711    41.0   43.0,18540556,ElecStateLabel=X;v1=2;v2=0;l2=0;v3=2;J=20;r=3;kronigParity=e,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=21;r=1;parity=-;kronigParity=e,#,0.0,0.07245,0.00637,-0.007528,#,#,0.0
 22 6376.695828 1.840E-30 2.321E-03.06960.091 2331.89920.73-.007894       3 0 0 22       1 1 1 01                    P 27e     366663243110 9 711   106.0  110.0,18540557,ElecStateLabel=X;v1=3;v2=0;l2=0;v3=2;J=26;r=2;kronigParity=e,ElecStateLabel=X;v1=1;v2=1;l2=1;v3=0;J=27;r=1;parity=-;kronigParity=e,#,0.0,0.07022,0.00582,-0.007894,#,#,0.0
 21 6376.742425 2.147E-29 3.985E-04.06810.085 2443.31820.74-.008225       2 2 2 23       0 3 3 01                    R 33e     466663342910 9 711    69.0   67.0,17659846,ElecStateLabel=X;v1=2;v2=2;l2=2;v3=2;J=34;r=3;kronigParity=e,ElecStateLabel=X;v1=0;v2=3;l2=3;v3=0;J=33;r=1;parity=-;kronigParity=e,#,0.0,0.06832,0.00538,-0.008225,#,#,0.0
 22 6376.774960 4.310E-30 6.817E-03.06880.088 2400.54010.74-.007108       4 1 1 11       1 1 1 01                    P 30f     366663243110 9 711   118.0  122.0,18540558,ElecStateLabel=X;v1=4;v2=1;l2=1;v3=1;J=29;r=1;kronigParity=f,ElecStateLabel=X;v1=1;v2=1;l2=1;v3=0;J=30;r=1;parity=-;kronigParity=f,#,0.0,0.06944,0.00561,-0.007108,#,#,0.0
 22 6376.785364 9.590E-29 1.107E-05.09050.120    2.34140.70-.003856       1 1 1 22       0 0 0 01                    R  2e     366663243110 9 711    14.0   10.0,18540559,ElecStateLabel=X;v1=1;v2=1;l2=1;v3=2;J=3;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=2;r=1;parity=+;kronigParity=e,#,-0.00934,0.088,0.00744,-0.003856,#,#,-0.00934
 23 6376.856790 5.074E-30 3.194E-04.06010.068 1529.59340.71-.008684       3 0 0 11       0 0 0 01                    P 64e     365553243210 9 711   127.0  129.0,18540560,ElecStateLabel=X;v1=3;v2=0;l2=0;v3=1;J=63;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=64;r=1;parity=+;kronigParity=e,#,0.005589,0.06298,0.00531,-0.008684,#,#,0.005589
 23 6376.862830 1.888E-30 1.509E-06.06730.083  517.43280.74-.007495       2 2 2 11       0 0 0 01                    P 37e     466663243210 9 711    73.0   75.0,18540561,ElecStateLabel=X;v1=2;v2=2;l2=2;v3=1;J=36;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=37;r=1;parity=-;kronigParity=e,#,0.0,0.06809,0.00527,-0.007495,#,#,0.0
 21 6376.929627 5.983E-30 1.472E-02.06650.077 3501.07460.74-.007960       4 2 2 12       1 2 2 01                    R 43f     466563342910 9 711    89.0   87.0,17659847,ElecStateLabel=X;v1=4;v2=2;l2=2;v3=1;J=44;r=2;kronigParity=f,ElecStateLabel=X;v1=1;v2=2;l2=2;v3=0;J=43;r=1;parity=+;kronigParity=f,#,0.0,0.0667,0.00514,-0.00796,#,#,0.0
 22 6376.974304 2.980E-30 1.571E-03.08200.111 1918.43110.68-.004355       4 1 1 12       1 1 1 02                    R  7e     366663243110 9 711    34.0   30.0,18540562,ElecStateLabel=X;v1=4;v2=1;l2=1;v3=1;J=8;r=2;kronigParity=e,ElecStateLabel=X;v1=1;v2=1;l2=1;v3=0;J=7;r=2;parity=-;kronigParity=e,#,0.0,0.08184,0.00745,-0.004355,#,#,0.0
 21 6376.977906 5.925E-30 1.685E-02.06640.077 3535.42920.74-.008028       4 2 2 12       1 2 2 01                    R 44e     466563342910 9 711    91.0   89.0,17659848,ElecStateLabel=X;v1=4;v2=2;l2=2;v3=1;J=45;r=2;kronigParity=e,ElecStateLabel=X;v1=1;v2=2;l2=2;v3=0;J=44;r=1;parity=+;kronigParity=e,#,0.0,0.06654,0.00514,-0.008028,#,#,0.0
 21 6376.995873 2.011E-30 1.488E-03.06730.082 3224.10620.75-.006453       5 3 3 02       0 4 4 01                    R 37f     366663342910 9 711    77.0   75.0,17659849,ElecStateLabel=X;v1=5;v2=3;l2=3;v3=0;J=38;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=4;l2=4;v3=0;J=37;r=1;parity=+;kronigParity=f,#,-0.005783,0.06765,0.00524,-0.006453,#,#,-0.005783
 21 6377.027049 9.346E-25 7.255E-03.06600.074  917.05730.74-.008289       3 0 0 12       0 0 0 01                    R 48e     986563344510 9 711    99.0   97.0,17659850,ElecStateLabel=X;v1=3;v2=0;l2=0;v3=1;J=49;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=48;r=1;parity=+;kronigParity=e,#,-0.011904,0.06585,0.00514,-0.007162,#,#,-0.011904
 21 6377.055800 1.925E-29 3.954E-04.06790.084 2469.97800.74-.008313       2 2 2 23       0 3 3 01                    R 34f     466663342910 9 711    71.0   69.0,17659851,ElecStateLabel=X;v1=2;v2=2;l2=2;v3=2;J=35;r=3;kronigParity=f,ElecStateLabel=X;v1=0;v2=3;l2=3;v3=0;J=34;r=1;parity=-;kronigParity=f,#,0.0,0.06815,0.00534,-0.008313,#,#,0.0
 21 6377.108726 2.370E-29 6.017E-03.07020.092 2927.15780.73-.006545       3 4 4 12       0 4 4 01                    R 25f     466663342910 9 711    53.0   51.0,17659852,ElecStateLabel=X;v1=3;v2=4;l2=4;v3=1;J=26;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=4;l2=4;v3=0;J=25;r=1;parity=+;kronigParity=f,#,0.0,0.07017,0.00591,-0.006545,#,#,0.0
 22 6377.133528 1.800E-27 2.239E-03.07060.094  883.17570.72-.006808       3 1 1 11       0 1 1 01                    P 24f     366663243010 9 711    94.0   98.0,18540563,ElecStateLabel=X;v1=3;v2=1;l2=1;v3=1;J=23;r=1;kronigParity=f,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=24;r=1;parity=-;kronigParity=f,#,0.0,0.0712,0.00608,-0.006808,#,#,0.0
 21 6377.172341 3.514E-27 1.726E-06.07550.103   81.94010.68-.005464       4 1 1 01       0 0 0 01                    P 14e     466663342910 9 711    27.0   29.0,17659853,ElecStateLabel=X;v1=4;v2=1;l2=1;v3=0;J=13;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=14;r=1;parity=+;kronigParity=e,#,-0.011211,0.07677,0.00706,-0.005464,#,#,-0.011211
